SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
03/24/2008 00:00:00	13.6	0.8	15.3	11.1	13.4	0.7	15.0	11.6	13.1	0.8	14.5	11.1	12.2	0.8	14.1	10.3									4	2	1	260	359	2	354	350					-14.7	0.1	-14.5	-15.0								
03/24/2008 00:10:00	11.9	0.9	14.1	9.9	11.9	0.9	14.4	9.9	11.5	1.0	14.1	9.5	10.9	0.9	13.0	8.4									1	3	2	260	357	2	356	350					-14.7	0.0	-14.6	-14.8								
03/24/2008 00:20:00	10.2	0.8	11.8	8.4	10.1	0.6	12.2	7.9	9.7	0.6	11.1	7.6	9.3	0.6	11.1	7.6									358	3	359	260	355	2	351	350					-14.7	0.0	-14.5	-14.8								
03/24/2008 00:30:00	10.2	0.6	11.5	8.4	10.0	0.6	11.0	8.2	9.6	0.6	11.1	7.6	9.2	0.6	10.7	7.6									356	3	350	260	354	2	350	350					-14.7	0.0	-14.5	-14.8								
03/24/2008 00:40:00	11.4	0.4	12.2	9.5	11.0	0.5	12.2	9.3	10.6	0.6	11.8	9.1	10.0	0.6	11.5	7.6									359	2	356	260	355	1	351	350					-14.9	0.0	-14.6	-15.0								
03/24/2008 00:50:00	9.5	0.7	11.5	7.6	9.6	0.7	11.3	7.6	9.3	0.6	10.7	7.2	8.7	0.6	10.3	7.2									357	4	357	260	354	2	351	350					-15.4	0.4	-15.0	-16.2								
03/24/2008 01:00:00	10.4	0.7	11.8	8.4	10.1	0.6	11.6	8.2	9.7	0.6	11.5	7.2	9.0	0.6	10.7	7.2									358	5	356	260	355	10	350	350					-16.0	0.1	-15.8	-16.2								
03/24/2008 01:10:00	10.1	0.6	11.8	8.8	10.1	0.5	11.6	8.7	9.6	0.5	11.5	8.4	9.1	0.6	10.7	7.6									5	3	3	260	359	3	356	350					-15.8	0.2	-15.4	-16.2								
03/24/2008 01:20:00	9.7	0.8	11.5	7.6	9.7	0.7	11.0	7.9	9.3	0.6	10.7	7.6	8.6	0.7	11.1	6.8									4	4	2	260	358	3	355	350					-15.4	0.1	-15.0	-15.6								
03/24/2008 01:30:00	9.4	0.8	11.1	7.6	9.1	0.8	11.3	7.3	8.7	0.8	10.7	6.5	8.1	0.8	10.3	6.1									0	5	359	260	356	3	358	350					-15.6	0.2	-15.2	-16.0								
03/24/2008 01:40:00	9.8	0.7	11.8	7.6	9.5	0.7	11.3	7.9	9.0	0.7	11.1	7.2	8.2	0.7	9.9	6.5									1	4	1	260	356	6	350	350					-15.8	0.0	-15.6	-16.0								
03/24/2008 01:50:00	9.3	1.0	11.8	7.2	8.9	0.8	11.0	7.3	8.6	0.8	10.7	6.8	7.9	0.7	9.9	6.1									358	6	357	260	354	6	356	350					-16.0	0.2	-15.6	-16.4								
03/24/2008 02:00:00	8.5	0.6	10.3	7.2	8.7	0.4	9.9	7.9	8.3	0.5	9.9	7.2	8.1	0.4	9.5	6.5									356	5	354	260	346	8	350	350					-16.3	0.0	-16.0	-16.4								
03/24/2008 02:10:00	8.4	0.9	11.8	6.1	8.4	0.8	11.3	6.7	8.0	0.8	10.3	6.1	7.6	0.7	10.7	6.5									354	6	354	260	345	10	342	350					-16.5	0.0	-16.2	-16.8								
