SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/27/2008 00:00:00	9.7	0.6	11.1	7.6	9.7	0.6	11.0	7.9	9.0	0.7	10.7	6.5	8.8	0.7	10.7	7.2									330	4	328	260	324	4	330	350					6.0	0.0	6.1	5.9								
07/27/2008 00:10:00	9.4	0.8	11.8	6.5	9.5	0.7	11.0	7.9	8.8	0.8	11.1	6.8	8.5	0.8	10.7	6.5									330	5	327	260	325	5	329	350					6.0	0.0	6.1	5.9								
07/27/2008 00:20:00	9.9	0.8	11.8	7.6	9.9	0.7	11.6	7.6	9.2	0.8	11.1	6.5	8.8	0.8	10.7	6.8									330	4	326	260	325	5	333	350					6.0	0.0	6.1	5.9								
07/27/2008 00:30:00	9.7	0.8	11.5	7.6	9.7	0.7	11.3	7.9	8.9	0.8	11.1	6.8	8.6	0.8	10.7	6.8									331	4	333	260	326	5	327	350					6.0	0.0	6.1	5.9								
07/27/2008 00:40:00	9.3	0.8	11.5	7.2	9.4	0.8	11.6	7.6	8.6	0.8	11.1	6.5	8.3	0.9	10.7	6.1									332	5	333	260	328	6	333	350					6.0	0.0	6.1	5.9								
07/27/2008 00:50:00	9.1	0.8	11.1	7.2	9.3	0.7	11.3	7.6	8.4	0.8	10.7	6.5	8.3	0.8	10.7	6.5									332	4	331	260	327	5	330	350					6.0	0.0	6.1	5.9								
07/27/2008 01:00:00	9.6	0.8	12.2	7.6	9.8	0.7	11.6	7.9	8.9	0.8	11.1	7.2	8.7	0.7	10.3	6.8									333	5	331	260	328	5	335	350					6.0	0.0	6.1	5.9								
07/27/2008 01:10:00	9.1	0.8	11.1	7.2	9.4	0.8	11.6	7.6	8.5	0.8	10.7	6.1	8.3	0.8	10.7	5.7									333	5	326	260	328	6	330	350					6.0	0.0	6.1	5.9								
07/27/2008 01:20:00	9.6	0.8	11.8	7.6	9.8	0.7	11.6	8.2	9.0	0.8	11.1	7.2	8.7	0.8	11.1	7.2									334	5	336	260	330	5	333	350					6.0	0.0	6.1	5.9								
07/27/2008 01:30:00	9.8	0.8	11.5	7.2	10.0	0.8	12.4	8.2	9.2	0.9	11.8	6.8	8.9	0.9	12.2	6.8									334	5	327	260	330	5	330	350					6.0	0.0	6.1	5.9								
07/27/2008 01:40:00	9.6	0.8	11.8	8.0	9.9	0.7	11.9	8.2	9.1	0.8	11.1	7.2	8.8	0.8	11.1	6.8									333	4	327	260	328	5	333	350					6.0	0.0	6.1	5.9								
07/27/2008 01:50:00	10.1	0.8	12.2	7.6	10.2	0.8	12.4	7.9	9.5	0.8	11.8	6.5	9.2	0.9	11.5	6.8									332	4	330	260	328	5	334	350					5.9	0.0	5.9	5.9								
07/27/2008 02:00:00	9.6	0.7	11.5	8.0	9.8	0.6	11.6	7.9	8.9	0.7	10.7	6.8	8.6	0.7	10.3	6.8									335	4	333	260	330	5	335	350					5.8	0.0	5.9	5.6								
07/27/2008 02:10:00	9.1	0.7	10.7	7.2	9.3	0.6	11.0	7.6	8.3	0.7	9.9	6.5	8.0	0.8	9.9	6.1									334	4	333	260	330	5	330	350					5.7	0.0	5.9	5.6								
07/27/2008 02:20:00	9.2	0.8	10.7	6.8	9.3	0.7	10.7	7.6	8.5	0.8	10.3	6.5	8.1	0.8	9.9	5.3									336	5	330	260	332	5	333	350					5.5	0.0	5.6	5.4								
