SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/12/2008 00:00:00	9.2	1.0	11.5	6.5	9.6	0.8	11.3	7.6	8.9	1.0	11.1	6.5	8.5	1.1	10.7	5.7									157	6	153	260	149	7	147	350					6.0	0.0	5.9	5.9								
07/12/2008 00:10:00	8.4	0.7	10.3	6.5	8.7	0.8	11.0	6.4	8.0	0.9	10.7	5.3	7.5	1.0	9.9	4.9									150	7	158	260	142	8	147	350					5.8	0.0	5.9	5.6								
07/12/2008 00:20:00	8.3	0.7	9.9	6.5	8.6	0.7	10.4	6.7	7.9	0.8	9.9	5.7	7.5	0.9	9.5	4.9									152	6	151	260	143	6	144	350					5.6	0.0	5.9	5.6								
07/12/2008 00:30:00	10.0	1.0	12.2	7.2	10.4	1.0	12.4	7.0	9.8	1.1	13.0	6.1	9.4	1.3	12.6	6.1									151	5	144	260	142	6	142	350					5.6	0.0	5.9	5.6								
07/12/2008 00:40:00	10.3	1.0	12.6	8.0	10.4	1.0	12.4	7.9	9.9	1.1	12.2	6.8	9.5	1.1	11.8	6.5									150	5	157	260	141	6	146	350					5.6	0.0	5.9	5.6								
07/12/2008 00:50:00	9.3	1.2	12.2	6.1	9.5	1.1	12.4	7.0	8.9	1.2	11.8	6.1	8.5	1.4	12.2	6.1									148	6	147	260	140	7	139	350					5.6	0.0	5.6	5.6								
07/12/2008 01:00:00	9.1	1.0	11.5	6.5	9.4	1.0	11.6	7.3	8.8	1.0	11.1	6.1	8.3	1.0	10.7	5.7									150	5	156	260	141	7	144	350					5.6	0.0	5.9	5.6								
07/12/2008 01:10:00	9.1	0.9	11.8	6.5	9.5	0.8	11.3	7.3	8.8	0.9	10.7	6.5	8.4	1.0	11.1	4.9									154	5	162	260	146	6	159	350					5.6	0.0	5.9	5.6								
07/12/2008 01:20:00	9.5	1.0	11.8	7.2	9.9	0.8	11.9	7.6	9.2	1.0	12.2	6.8	8.8	1.0	12.2	5.7									154	6	157	260	146	6	149	350					5.8	0.0	5.9	5.6								
07/12/2008 01:30:00	9.6	1.0	11.5	7.2	9.9	1.0	12.4	7.3	9.3	1.1	11.8	6.5	8.8	1.2	12.2	6.1									153	6	162	260	145	6	149	350					5.8	0.0	5.9	5.6								
07/12/2008 01:40:00	9.1	1.0	11.5	6.5	9.3	1.0	11.6	6.7	8.8	1.1	11.1	5.3	8.5	1.2	11.1	5.3									155	7	153	260	147	8	149	350					5.7	0.0	5.9	5.6								
07/12/2008 01:50:00	9.1	1.1	11.5	6.1	9.4	1.1	11.6	6.4	8.7	1.2	11.1	5.3	8.4	1.3	11.5	4.9									155	5	154	260	147	5	150	350					5.8	0.0	5.9	5.6								
07/12/2008 02:00:00	8.7	0.8	11.1	6.8	9.0	0.8	11.0	7.3	8.3	0.8	11.1	5.7	7.9	1.0	10.3	5.3									155	5	150	260	146	6	140	350					5.8	0.0	5.9	5.6								
07/12/2008 02:10:00	8.5	0.8	10.7	6.5	8.8	0.8	10.7	6.7	8.2	0.9	10.7	5.7	7.8	1.0	9.5	4.9									152	5	157	260	143	6	146	350					5.7	0.0	5.9	5.6								
07/12/2008 02:20:00	9.1	0.9	11.1	6.5	9.3	0.8	11.0	7.0	8.7	0.9	10.7	5.7	8.3	1.0	9.9	4.9									152	5	158	260	144	5	150	350					5.6	0.0	5.9	5.6								
