SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/18/2008 00:00:00	2.0	0.6	3.8	0.7	2.9	0.4	4.1	2.1	2.2	0.5	3.4	1.1	2.1	0.5	3.4	0.4									191	16	179	260	177	17	164	350					11.9	0.0	11.8	11.8								
06/18/2008 00:10:00	2.2	0.7	3.8	0.7	3.0	0.5	4.1	1.9	2.4	0.6	3.8	1.1	2.3	0.5	3.8	1.1									213	11	217	260	204	8	208	350					11.8	0.0	11.8	11.6								
06/18/2008 00:20:00	1.9	0.5	3.0	0.7	3.3	0.3	3.9	2.4	2.4	0.4	3.4	1.5	2.2	0.4	3.4	1.1									202	6	216	260	198	5	201	350					11.6	0.1	11.8	11.3								
06/18/2008 00:30:00	2.0	0.5	3.0	0.7	3.1	0.3	4.1	2.4	2.2	0.4	3.4	1.5	2.2	0.4	3.4	1.1									189	10	201	260	184	9	201	350					11.4	0.0	11.6	11.3								
06/18/2008 00:40:00	2.4	0.6	3.8	1.1	3.2	0.6	4.4	1.9	2.6	0.6	4.2	1.5	2.5	0.5	4.2	1.5									180	13	184	260	171	11	193	350					11.4	0.0	11.6	11.3								
06/18/2008 00:50:00	2.1	0.4	3.0	0.7	3.1	0.2	3.6	2.1	2.4	0.4	3.0	1.1	2.5	0.4	3.4	1.1									182	8	184	260	175	8	186	350					11.4	0.0	11.6	11.3								
06/18/2008 01:00:00	2.4	0.5	3.8	1.1	3.6	0.4	4.4	2.1	2.7	0.4	3.8	1.5	2.6	0.5	3.8	1.1									191	6	182	260	181	6	183	350					11.2	0.0	11.3	11.0								
06/18/2008 01:10:00	3.5	0.6	4.9	1.9	4.4	0.4	5.3	3.3	3.7	0.5	5.3	2.6	3.7	0.5	4.9	1.9									187	5	180	260	179	4	175	350					11.1	0.0	11.3	11.0								
06/18/2008 01:20:00	3.4	0.7	5.3	1.9	4.7	0.5	5.9	3.3	3.7	0.5	5.3	2.6	3.5	0.6	4.9	1.9									192	8	187	260	184	8	188	350					11.0	0.0	11.3	11.0								
06/18/2008 01:30:00	4.0	1.2	8.0	1.9	5.5	1.1	9.0	3.9	4.4	1.1	8.0	2.3	4.1	1.1	8.0	1.9									194	6	193	260	187	7	181	350					10.9	0.0	11.0	10.8								
06/18/2008 01:40:00	4.6	1.0	7.6	2.3	5.9	0.7	7.3	4.1	4.9	0.9	6.8	2.6	4.6	1.0	7.2	2.6									192	7	186	260	185	8	194	350					10.7	0.0	11.0	10.5								
06/18/2008 01:50:00	4.1	1.0	6.5	2.3	5.1	0.7	6.7	3.9	4.1	0.8	6.5	2.3	3.9	0.8	6.1	2.3									196	8	190	260	189	9	172	350					10.3	0.0	10.5	10.2								
06/18/2008 02:00:00	3.6	0.6	5.3	2.3	4.9	0.5	6.2	3.9	3.8	0.5	5.3	2.6	3.4	0.6	4.9	2.3									200	5	211	260	195	6	194	350					10.0	0.0	10.2	10.0								
06/18/2008 02:10:00	4.2	0.8	5.7	2.3	5.6	0.5	6.7	4.4	4.3	0.6	6.1	2.6	3.8	0.6	5.7	2.3									194	4	193	260	189	4	185	350					10.1	0.0	10.2	10.0								
06/18/2008 02:20:00	3.8	0.6	5.3	1.9	5.1	0.4	6.2	3.9	3.9	0.5	5.3	2.6	3.6	0.6	4.9	1.9									193	4	193	260	186	4	183	350					10.2	0.0	10.2	10.0								
