SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/26/2007 13:00:00	18.5	1.7	22.6	13.3	17.1	1.8	21.6	12.4	17.4	1.8	22.1	11.8	16.0	2.1	21.4	11.1									82	6	69	260	76	10	63	350					-15.2	0.0	-15.0	-15.4								
12/26/2007 13:10:00	18.8	1.6	22.6	14.1	17.3	1.7	21.6	13.0	17.6	1.7	21.8	12.6	15.8	1.8	20.2	11.1									83	6	82	260	78	10	72	350					-15.1	0.0	-14.8	-15.2								
12/26/2007 13:20:00	18.3	1.7	23.3	13.0	17.2	1.7	21.9	12.4	17.3	1.7	22.1	11.8	16.1	1.8	21.0	11.5									80	6	95	260	75	9	76	350					-15.0	0.0	-14.8	-15.0								
12/26/2007 13:30:00	18.6	1.7	23.7	14.1	17.5	1.8	22.7	11.9	17.5	1.8	22.9	11.8	16.5	2.0	21.8	11.1									78	6	85	260	71	8	70	350					-14.9	0.0	-14.6	-15.2								
12/26/2007 13:40:00	19.8	1.2	22.9	15.3	18.8	1.4	22.7	14.7	18.9	1.4	22.9	13.7	17.6	1.7	22.1	12.2									79	5	79	260	73	8	74	350					-14.8	0.0	-14.6	-15.0								
12/26/2007 13:50:00	19.9	1.4	22.9	14.9	18.9	1.5	22.2	13.9	19.0	1.5	22.1	13.7	17.8	1.7	21.4	13.3									76	4	79	260	71	8	70	350					-14.8	0.0	-14.6	-14.8								
12/26/2007 14:00:00	19.8	1.7	23.3	11.8	18.6	1.7	22.7	12.7	18.8	1.7	22.6	12.2	17.6	1.7	21.8	11.5									78	5	79	260	72	7	72	350					-14.8	0.0	-14.6	-15.0								
12/26/2007 14:10:00	20.8	1.3	24.8	16.4	19.6	1.6	24.7	14.2	19.8	1.6	24.0	14.1	18.4	1.8	23.7	13.0									80	4	85	260	75	8	73	350					-14.6	0.1	-14.3	-14.8								
12/26/2007 14:20:00	19.6	1.9	24.0	13.3	18.1	1.9	22.5	13.9	18.4	1.9	22.6	13.3	16.7	2.2	22.1	11.5									83	6	87	260	78	10	73	350					-14.4	0.0	-14.3	-14.5								
12/26/2007 14:30:00	19.2	1.5	22.9	13.0	17.7	1.8	21.6	12.4	18.0	1.9	21.8	11.5	16.2	2.3	21.4	8.4									83	6	88	260	78	9	81	350					-14.4	0.0	-14.3	-14.6								
12/26/2007 14:40:00	19.3	1.3	22.9	15.6	18.4	1.4	21.9	14.4	18.5	1.5	22.6	14.1	17.3	1.7	22.1	11.8									80	5	81	260	75	7	83	350					-14.4	0.0	-14.3	-14.6								
12/26/2007 14:50:00	19.1	1.3	21.8	14.9	18.1	1.5	21.3	13.3	18.2	1.5	21.4	13.7	16.9	1.6	21.0	11.5									79	5	79	260	73	8	59	350					-14.4	0.0	-14.3	-14.6								
12/26/2007 15:00:00	19.5	1.5	22.6	15.3	18.6	1.5	22.2	14.2	18.6	1.6	22.1	13.3	17.5	1.7	21.4	12.6									78	5	77	260	72	8	72	350					-14.4	0.0	-14.3	-14.6								
12/26/2007 15:10:00	17.6	1.5	21.0	13.0	16.5	1.5	20.4	13.3	16.4	1.6	20.2	11.8	15.2	1.7	20.2	10.7									76	6	68	260	71	9	66	350					-14.5	0.0	-14.3	-14.6								
