SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
03/27/2008 00:00:00	7.0	0.2	7.6	5.7	5.9	0.3	6.4	5.0	6.5	0.3	6.8	5.3	6.0	0.3	6.8	4.9									316	1	313	260	316	1	320	350					-20.0	0.0	-19.9	-20.1								
03/27/2008 00:10:00	6.7	0.2	7.2	6.1	5.4	0.2	5.9	5.0	6.0	0.2	6.5	5.3	5.5	0.2	6.1	4.9									316	1	312	260	316	1	318	350					-20.0	0.0	-19.9	-20.1								
03/27/2008 00:20:00	6.2	0.4	6.8	5.3	4.9	0.3	5.6	4.4	5.5	0.3	6.5	4.9	5.0	0.3	6.1	4.2									313	2	312	260	312	2	315	350					-20.0	0.1	-19.7	-20.1								
03/27/2008 00:30:00	6.2	0.3	6.8	5.3	4.8	0.2	5.3	4.1	5.5	0.3	6.5	4.2	5.0	0.3	5.7	4.2									310	2	308	260	308	2	313	350					-19.8	0.0	-19.5	-20.1								
03/27/2008 00:40:00	6.1	0.3	6.8	4.9	4.8	0.2	5.3	4.1	5.4	0.3	6.1	4.6	5.2	0.3	6.1	4.2									308	3	309	260	306	3	312	350					-19.6	0.0	-19.3	-19.7								
03/27/2008 00:50:00	6.2	0.4	6.8	4.9	4.8	0.3	5.3	4.1	5.6	0.4	6.5	4.6	5.2	0.3	6.1	4.6									309	2	305	260	307	2	309	350					-19.6	0.0	-19.3	-19.9								
03/27/2008 01:00:00	6.1	0.5	6.8	4.9	4.7	0.3	5.3	4.1	5.4	0.4	6.5	4.6	5.2	0.4	6.1	4.2									309	3	303	260	309	3	308	350					-19.8	0.0	-19.5	-19.9								
03/27/2008 01:10:00	6.1	0.4	6.8	4.9	4.7	0.3	5.3	3.9	5.5	0.4	6.5	4.6	5.2	0.3	6.1	4.6									310	3	307	260	310	3	315	350					-19.9	0.0	-19.7	-20.1								
03/27/2008 01:20:00	6.2	0.3	6.8	4.9	4.7	0.2	5.3	4.1	5.6	0.3	6.5	4.6	5.1	0.3	6.1	4.6									311	2	308	260	311	2	315	350					-20.3	0.1	-19.9	-20.6								
03/27/2008 01:30:00	5.9	0.4	6.5	4.6	4.6	0.3	5.3	3.9	5.5	0.4	6.5	4.6	5.2	0.4	6.1	4.6									307	3	305	260	306	3	310	350					-20.2	0.1	-19.9	-20.6								
03/27/2008 01:40:00	5.8	0.4	6.8	4.9	4.6	0.3	5.3	3.9	5.5	0.4	6.5	4.2	5.3	0.4	6.5	4.2									309	3	308	260	309	3	311	350					-19.7	0.1	-19.5	-20.1								
03/27/2008 01:50:00	6.0	0.5	6.8	4.6	4.5	0.3	5.0	3.6	5.7	0.5	6.8	4.2	5.5	0.4	6.5	4.6									308	3	306	260	308	4	313	350					-19.7	0.0	-19.5	-19.9								
03/27/2008 02:00:00	6.2	0.4	6.8	4.9	4.5	0.3	5.0	3.9	5.8	0.4	6.5	4.6	5.5	0.4	6.5	4.6									309	3	307	260	309	3	307	350					-19.6	0.0	-19.3	-19.7								
03/27/2008 02:10:00	6.0	0.4	6.5	4.9	4.3	0.3	5.0	3.9	5.5	0.4	6.5	4.2	5.2	0.4	6.1	4.2									309	3	305	260	309	3	315	350					-19.9	0.0	-19.5	-20.1								
