SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/11/2009 00:00:00	12.0	0.6	13.3	10.3	12.1	0.7	14.2	9.9	11.3	0.6	13.0	9.5	10.5	0.7	12.6	8.4									82	3	82	260	75	4	75	350	13.2	0.0	13.2	13.1	-21.6	0.1	-21.3	-21.8					77.7	0.0	78.0	77.6
02/11/2009 00:10:00	11.6	0.5	12.6	9.5	11.7	0.6	13.3	9.6	10.9	0.6	12.2	9.1	10.2	0.7	12.6	8.0									82	4	84	260	75	5	66	350	13.1	0.0	13.2	13.1	-21.4	0.0	-21.3	-21.7					77.9	0.0	78.0	77.8
02/11/2009 00:20:00	11.4	0.6	12.6	9.9	11.5	0.7	13.0	9.3	10.7	0.6	12.2	8.4	9.9	0.7	11.8	7.6									83	4	89	260	76	5	74	350	13.1	0.0	13.2	13.1	-21.4	0.0	-21.3	-21.5					78.0	0.0	78.2	77.8
02/11/2009 00:30:00	11.5	0.6	13.0	9.5	11.8	0.7	13.6	9.9	10.9	0.7	12.6	8.8	10.2	0.7	12.2	7.6									82	4	82	260	74	5	72	350	13.1	0.0	13.2	13.1	-21.1	0.1	-20.8	-21.3					78.3	0.0	78.4	78.0
02/11/2009 00:40:00	11.4	0.6	12.6	9.1	11.7	0.7	13.0	9.3	10.8	0.6	12.2	8.4	10.1	0.7	11.5	7.6									82	4	78	260	75	5	74	350	13.1	0.0	13.1	13.1	-21.0	0.0	-20.8	-21.1					78.4	0.0	78.6	78.2
02/11/2009 00:50:00	11.6	0.6	13.0	10.3	11.7	0.7	13.3	9.6	10.9	0.6	12.6	8.8	10.1	0.8	12.2	6.8									83	4	86	260	78	6	83	350	13.1	0.0	13.1	13.1	-20.8	0.0	-20.6	-21.0					78.6	0.0	78.9	78.2
02/11/2009 01:00:00	11.6	0.5	13.0	9.5	11.7	0.7	13.0	9.3	11.0	0.7	12.6	8.8	10.0	0.8	11.8	7.2									85	3	90	260	78	5	68	350	13.1	0.0	13.1	13.1	-20.7	0.0	-20.6	-20.8					78.7	0.0	78.9	78.6
02/11/2009 01:10:00	11.7	0.6	13.7	9.1	11.6	0.7	13.3	9.3	10.9	0.7	12.6	8.8	10.0	0.8	13.0	7.6									85	3	87	260	79	5	79	350	13.1	0.0	13.1	13.1	-20.8	0.0	-20.8	-21.0					78.6	0.0	78.9	78.4
02/11/2009 01:20:00	11.5	0.6	13.0	9.9	11.6	0.7	13.3	9.6	10.9	0.7	13.0	9.1	9.8	0.8	12.2	7.2									86	4	88	260	79	5	65	350	13.1	0.0	13.1	13.1	-20.7	0.0	-20.8	-20.8					78.6	0.0	78.9	78.6
02/11/2009 01:30:00	11.6	0.6	13.3	9.5	11.5	0.7	13.0	9.3	10.8	0.8	12.6	8.0	9.6	0.9	12.2	6.8									88	4	82	260	81	6	68	350	13.1	0.0	13.1	13.1	-20.7	0.0	-20.6	-20.8					78.7	0.0	78.9	78.4
02/11/2009 01:40:00	12.1	0.5	14.1	10.3	11.9	0.7	13.6	9.9	11.3	0.8	13.3	8.8	9.9	1.0	12.6	6.8									91	3	89	260	84	5	82	350	13.1	0.0	13.1	13.1	-20.6	0.0	-20.2	-20.8					78.9	0.0	79.1	78.6
