SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/03/2008 00:00:00	4.0	0.3	4.6	3.0	4.1	0.3	4.4	3.3	3.8	0.3	4.2	3.0	3.6	0.3	4.2	2.6									311	2	305	260	309	2	314	350					9.6	0.0	9.7	9.5								
06/03/2008 00:10:00	4.4	0.5	5.3	3.4	4.4	0.5	5.3	3.6	4.1	0.5	4.9	3.0	4.0	0.4	4.9	3.0									314	1	310	260	311	3	315	350					9.9	0.0	10.0	9.7								
06/03/2008 00:20:00	4.7	0.2	5.3	4.2	4.7	0.2	5.3	4.1	4.5	0.2	4.9	3.8	4.0	0.3	4.9	3.0									315	2	310	260	314	2	313	350					10.0	0.0	10.2	10.0								
06/03/2008 00:30:00	4.2	0.2	4.6	3.8	4.5	0.2	5.0	4.1	4.1	0.2	4.6	3.8	3.9	0.2	4.2	3.4									324	3	315	260	319	3	316	350					9.9	0.0	10.0	9.7								
06/03/2008 00:40:00	4.5	0.4	5.3	3.8	4.8	0.4	5.6	4.1	4.4	0.4	5.3	3.8	4.3	0.3	4.9	3.8									325	3	318	260	321	3	320	350					9.8	0.0	10.0	9.7								
06/03/2008 00:50:00	4.9	0.2	5.3	4.2	4.9	0.2	5.3	4.4	4.6	0.2	4.9	4.2	4.4	0.2	4.9	3.8									319	2	318	260	318	2	320	350					9.6	0.0	9.7	9.5								
06/03/2008 01:00:00	4.3	0.3	4.9	3.8	4.5	0.2	5.0	4.1	4.2	0.2	4.6	3.8	4.0	0.2	4.6	3.4									314	2	319	260	314	3	323	350					9.3	0.0	9.7	9.2								
06/03/2008 01:10:00	3.6	0.4	4.2	2.6	4.0	0.3	4.4	3.3	3.7	0.3	4.2	3.0	3.8	0.2	4.2	3.4									314	4	309	260	311	0	313	350					9.4	0.1	9.7	9.2								
06/03/2008 01:20:00	3.0	0.2	3.4	2.6	3.5	0.2	3.9	3.0	3.1	0.2	3.4	2.6	3.3	0.2	3.8	2.6									324	3	316	260	314	2	313	350					9.4	0.0	9.5	9.2								
06/03/2008 01:30:00	2.8	0.2	3.0	2.3	3.0	0.2	3.3	2.7	2.7	0.2	3.0	2.3	2.8	0.2	3.0	2.3									326	3	325	260	317	0	320	350					9.4	0.0	9.5	9.2								
06/03/2008 01:40:00	2.3	0.2	2.6	1.9	2.4	0.2	3.0	2.1	2.2	0.2	2.6	1.9	2.1	0.2	2.6	1.9									333	4	322	260	322	1	320	350					9.6	0.0	9.7	9.5								
06/03/2008 01:50:00	2.3	0.2	2.6	1.9	2.5	0.2	3.0	1.9	2.2	0.2	2.6	1.5	2.2	0.2	2.6	1.5									317	5	315	260	322	0	325	350					9.6	0.0	9.7	9.5								
06/03/2008 02:00:00	2.2	0.2	2.6	1.9	2.4	0.2	3.0	1.9	2.1	0.2	2.6	1.5	2.1	0.2	2.6	1.5									324	1	319	260	322	0	325	350					9.7	0.2	10.2	9.5								
06/03/2008 02:10:00	2.0	0.2	2.3	1.5	2.2	0.3	2.7	1.6	1.9	0.3	2.3	1.1	1.9	0.3	2.6	1.1									328	2	322	260	322	0	325	350					10.2	0.0	10.5	10.2								
06/03/2008 02:20:00	1.9	0.2	2.3	1.5	2.0	0.2	2.4	1.6	1.8	0.3	2.3	1.1	1.8	0.3	2.3	1.1									329	0	326	260	322	0	325	350					10.4	0.0	10.8	10.2								
