SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/31/2008 00:00:00	7.3	0.8	9.1	5.3	7.5	0.7	9.0	5.6	6.6	0.7	8.4	4.9	6.9	0.8	8.8	4.2									264	17	252	260	253	7	250	350					6.6	0.0	6.9	6.4								
07/31/2008 00:10:00	7.0	0.6	8.4	5.3	7.2	0.7	8.7	5.6	6.3	0.6	8.0	4.6	6.5	0.7	8.4	4.6									266	13	259	260	254	7	259	350					6.5	0.0	6.9	6.4								
07/31/2008 00:20:00	7.8	0.7	9.5	5.7	8.1	0.7	9.6	6.4	7.1	0.7	9.1	5.3	7.5	0.8	9.1	4.9									265	17	349	260	254	8	255	350					6.5	0.0	6.6	6.4								
07/31/2008 00:30:00	7.6	0.6	9.1	5.7	7.7	0.6	9.0	5.9	6.8	0.6	8.0	4.6	6.9	0.7	8.8	4.9									269	11	258	260	259	7	266	350					6.3	0.0	6.4	6.1								
07/31/2008 00:40:00	7.8	0.5	8.8	6.5	8.0	0.5	9.0	6.7	7.1	0.6	8.4	5.3	7.3	0.7	8.8	5.3									253	21	264	260	250	6	248	350					6.1	0.0	6.4	5.9								
07/31/2008 00:50:00	7.8	0.5	9.1	6.1	7.9	0.5	9.0	6.7	7.1	0.5	8.4	5.7	7.3	0.6	8.4	4.9									252	11	243	260	245	5	241	350					6.1	0.0	6.1	5.9								
07/31/2008 01:00:00	7.6	0.7	9.1	5.3	7.7	0.6	9.0	6.2	6.8	0.6	8.8	5.3	6.9	0.7	8.8	4.9									248	10	251	260	242	5	240	350					6.1	0.0	6.1	5.9								
07/31/2008 01:10:00	7.7	0.8	9.5	4.9	7.8	0.8	9.3	5.6	7.0	0.8	8.8	4.6	7.1	0.9	9.1	4.2									251	10	252	260	244	5	243	350					6.0	0.0	6.1	5.9								
07/31/2008 01:20:00	7.0	0.6	8.4	4.9	7.2	0.7	9.3	5.3	6.4	0.7	8.0	4.6	6.6	0.8	8.8	3.8									253	11	260	260	248	5	255	350					5.8	0.0	5.9	5.6								
07/31/2008 01:30:00	7.3	0.5	8.4	5.7	7.5	0.4	8.7	6.2	6.6	0.5	7.6	5.3	6.9	0.5	8.0	5.3									252	8	260	260	245	4	257	350					5.8	0.0	5.9	5.6								
07/31/2008 01:40:00	7.1	0.7	8.4	4.9	7.2	0.7	8.7	5.0	6.4	0.7	8.4	4.6	6.6	0.8	8.4	4.6									253	9	249	260	248	5	244	350					5.7	0.0	5.9	5.6								
07/31/2008 01:50:00	7.5	0.6	8.8	6.1	7.6	0.5	8.7	6.2	6.8	0.6	8.0	5.3	7.0	0.6	8.8	5.7									250	5	250	260	244	6	239	350					5.7	0.0	5.9	5.6								
07/31/2008 02:00:00	7.6	0.8	9.1	4.9	7.6	0.7	9.3	5.6	6.9	0.8	8.4	4.6	7.0	0.9	9.1	4.2									248	4	250	260	242	4	246	350					5.6	0.0	5.6	5.6								
07/31/2008 02:10:00	8.1	0.6	9.1	6.1	8.2	0.6	9.3	6.4	7.4	0.6	8.8	5.3	7.6	0.7	9.1	5.7									254	12	249	260	249	5	260	350					5.6	0.0	5.9	5.4								
07/31/2008 02:20:00	8.3	0.6	9.5	6.5	8.3	0.6	9.6	6.7	7.6	0.6	9.1	5.7	7.6	0.8	9.1	5.3									255	12	256	260	252	5	255	350					5.5	0.0	5.9	5.4								
