SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/20/2008 00:00:00	11.8	0.6	13.7	9.5	11.0	0.7	12.4	8.7	10.8	0.9	12.6	8.4	9.5	1.2	12.2	6.1									91	4	100	260	84	6	81	350					3.1	0.0	3.2	2.9								
04/20/2008 00:10:00	12.0	0.5	13.7	10.3	11.2	0.7	12.7	9.0	11.2	0.8	12.6	7.6	9.6	1.2	12.2	5.7									91	3	91	260	85	5	83	350					3.1	0.0	3.2	2.9								
04/20/2008 00:20:00	12.4	0.5	13.7	10.3	11.7	0.5	13.0	9.9	11.6	0.6	13.3	9.1	10.3	1.0	12.2	6.8									93	4	93	260	86	5	86	350					3.1	0.0	3.2	2.9								
04/20/2008 00:30:00	12.5	0.6	14.5	10.7	11.7	0.7	13.3	9.6	11.7	0.7	13.3	8.8	10.1	1.2	12.6	5.7									95	3	99	260	88	6	87	350					3.1	0.0	3.2	2.9								
04/20/2008 00:40:00	13.2	0.7	15.3	11.1	12.2	0.8	13.9	9.3	12.2	0.9	13.7	8.8	10.3	1.4	13.0	6.1									94	4	100	260	87	7	90	350					3.2	0.0	3.2	2.9								
04/20/2008 00:50:00	13.6	0.7	15.3	10.7	12.4	0.9	14.4	9.3	12.4	1.0	14.5	7.6	10.6	1.5	14.1	5.3									95	3	94	260	89	6	85	350					3.2	0.0	3.4	3.2								
04/20/2008 01:00:00	14.1	0.9	16.4	11.5	13.1	0.9	16.4	10.7	13.2	1.0	16.8	10.7	11.6	1.6	14.9	5.3									99	5	106	260	93	5	89	350					3.6	0.1	3.7	3.2								
04/20/2008 01:10:00	13.3	1.2	16.8	9.1	12.5	1.2	16.1	7.6	12.6	1.3	16.4	7.2	11.0	1.6	14.9	6.1									96	6	101	260	90	7	99	350					3.7	0.0	3.7	3.4								
04/20/2008 01:20:00	12.5	1.2	16.4	8.8	11.8	1.0	14.7	9.3	11.7	1.2	14.9	7.6	10.4	1.5	13.7	6.1									93	6	99	260	88	8	93	350					3.6	0.0	3.7	3.4								
04/20/2008 01:30:00	12.2	1.2	15.6	9.1	11.6	1.1	15.3	8.2	11.4	1.2	15.3	7.2	10.1	1.3	13.7	5.7									91	8	99	260	84	9	84	350					3.5	0.0	3.7	3.4								
04/20/2008 01:40:00	12.1	1.1	15.3	8.8	11.5	1.0	14.7	9.0	11.3	1.1	14.1	8.8	10.4	1.1	13.7	7.2									87	7	99	260	81	9	83	350					3.5	0.0	3.7	3.4								
04/20/2008 01:50:00	11.6	1.0	14.9	9.1	11.3	1.0	14.2	8.4	11.0	1.0	13.3	8.0	10.4	1.2	13.7	6.8									84	6	91	260	77	7	81	350					3.4	0.0	3.7	3.4								
04/20/2008 02:00:00	12.0	1.1	15.6	8.4	11.6	1.0	14.4	8.7	11.3	1.1	14.5	8.4	10.6	1.2	13.3	7.2									85	6	87	260	78	7	73	350					3.5	0.0	3.7	3.2								
04/20/2008 02:10:00	12.0	0.8	14.1	9.9	11.6	0.8	13.6	9.0	11.3	0.8	13.3	8.8	10.7	1.0	13.0	7.6									85	5	88	260	77	6	82	350					3.4	0.1	3.7	3.2								
04/20/2008 02:20:00	11.5	1.0	14.1	8.4	11.2	1.0	14.2	8.7	10.9	1.0	13.7	8.4	10.2	1.1	13.3	7.2									84	6	89	260	78	7	85	350					3.2	0.0	3.2	3.2								
