SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/27/2009 00:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	5.6	0.9	8.0	3.0	6.2	1.2	9.9	3.0									98	9	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.5	0.0	-17.1	-17.7					82.9	0.0	83.0	82.6
02/27/2009 00:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	6.2	0.8	8.8	4.2	6.2	0.9	9.1	3.8									98	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.4	0.1	-16.9	-17.5					83.0	0.1	83.5	82.6
02/27/2009 00:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	5.5	0.8	8.0	3.8	5.5	0.9	8.4	3.0									98	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.0	0.0	-16.9	-17.1					83.5	0.0	83.7	83.3
02/27/2009 00:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	4.7	1.1	7.2	0.7	4.8	1.0	6.8	1.1									99	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-16.9	0.0	-16.9	-16.9					83.6	0.0	83.7	83.5
02/27/2009 00:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	2.9	1.5	6.1	0.4	3.3	1.2	6.1	0.7									98	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.0	0.0	-16.9	-17.1					83.5	0.0	83.7	83.3
02/27/2009 00:50:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	3.2	1.6	6.8	0.4	3.2	1.4	6.5	0.4									99	9	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.1	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
02/27/2009 01:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	2.6	1.8	8.4	0.4	2.9	1.7	8.4	0.4									99	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.0	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
02/27/2009 01:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	3.7	1.9	7.6	0.4	3.8	1.8	8.0	0.4									99	9	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.0	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
02/27/2009 01:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	5.2	1.2	7.6	0.7	5.2	1.3	8.4	1.5									99	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.1	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
02/27/2009 01:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	4.7	1.1	7.6	0.7	4.8	1.2	7.6	1.5									98	8	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.1	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
02/27/2009 01:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	5.5	0.8	7.6	3.0	5.6	1.0	8.0	3.0									98	7	260	260	96	0	350	350	12.2	0.0	12.2	12.2	-17.0	0.0	-16.9	-17.1					83.4	0.0	83.7	83.3
