SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/24/2009 00:00:00	14.2	0.9	16.8	12.2	13.4	0.9	16.4	10.4	13.1	1.0	17.2	8.4	11.7	1.2	15.3	8.4									89	5	89	260	83	7	80	350	13.3	0.0	13.4	13.3	-10.0	0.1	-9.6	-10.2					90.4	0.1	90.8	89.8
01/24/2009 00:10:00	14.3	0.8	16.4	11.8	13.3	0.8	15.3	11.0	13.1	1.0	15.6	9.5	11.4	1.5	14.1	6.8									92	4	102	260	86	6	76	350	13.3	0.0	13.4	13.4	-9.8	0.0	-9.6	-10.0					90.6	0.0	90.8	90.3
01/24/2009 00:20:00	13.9	0.9	16.4	11.5	13.0	0.9	15.6	10.4	12.8	1.0	16.1	9.9	11.1	1.4	14.1	6.8									92	4	91	260	86	6	92	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.6	-10.0					90.7	0.0	90.8	90.3
01/24/2009 00:30:00	14.0	0.7	16.1	11.1	13.0	0.8	14.7	9.6	12.8	1.0	14.9	8.4	11.1	1.5	14.1	7.2									91	4	98	260	85	7	87	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.6	-9.8					90.8	0.0	91.0	90.5
01/24/2009 00:40:00	14.4	0.8	16.4	10.7	13.5	1.0	15.6	10.4	13.3	1.1	15.6	9.5	11.6	1.5	14.5	7.2									91	4	103	260	85	6	72	350	13.3	0.0	13.4	13.3	-9.6	0.0	-9.4	-9.8					90.8	0.0	91.0	90.5
01/24/2009 00:50:00	14.1	1.0	16.1	10.3	13.0	1.1	15.9	9.9	12.7	1.2	15.6	8.4	10.9	1.6	14.5	6.5									91	4	101	260	85	9	78	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.4	-9.8					90.7	0.0	91.0	90.5
01/24/2009 01:00:00	13.5	1.0	15.6	10.3	12.5	1.0	15.0	8.7	12.2	1.2	14.5	7.2	10.5	1.3	13.3	5.3									89	4	83	260	84	9	89	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.6	-10.0					90.6	0.0	90.8	90.3
01/24/2009 01:10:00	13.0	1.0	14.9	9.9	12.2	1.0	14.7	9.0	11.8	1.1	14.1	8.8	10.5	1.3	14.1	7.2									88	4	85	260	82	7	77	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.6	-10.0					90.6	0.0	90.8	90.3
01/24/2009 01:20:00	12.8	0.8	14.9	9.9	12.2	0.9	14.2	9.3	11.8	1.0	13.7	8.0	10.6	1.2	14.1	7.6									86	5	89	260	80	7	81	350	13.3	0.0	13.4	13.3	-9.9	0.0	-9.6	-10.0					90.5	0.0	90.8	90.3
01/24/2009 01:30:00	12.9	0.7	14.5	9.5	12.4	0.8	14.2	9.3	11.9	0.9	13.7	9.1	10.9	1.1	13.3	8.0									85	4	90	260	79	7	90	350	13.3	0.0	13.4	13.3	-9.9	0.0	-9.8	-10.0					90.5	0.0	90.8	90.1
01/24/2009 01:40:00	12.8	0.8	14.5	10.3	12.2	0.9	13.9	8.7	11.7	1.0	14.1	8.0	10.6	1.2	13.0	6.5									88	4	85	260	82	6	77	350	13.3	0.0	13.4	13.3	-9.8	0.0	-9.6	-10.0					90.6	0.0	90.8	90.3
