SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/14/2007 00:00:00	0.4	0.0	0.4	0.4	1.4	0.7	3.3	1.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	44	9	42	350					-5.5	0.0	-5.4	-5.6								
11/14/2007 00:10:00	0.4	0.0	0.4	0.4	3.3	0.2	3.9	2.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	55	4	45	350					-5.6	0.0	-5.6	-5.8								
11/14/2007 00:20:00	0.4	0.0	0.4	0.4	4.2	0.3	5.0	3.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	58	2	57	350					-6.0	0.0	-5.8	-6.2								
11/14/2007 00:30:00	0.4	0.0	0.4	0.4	4.4	0.4	5.3	3.3	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	60	4	61	350					-6.4	0.1	-6.2	-6.7								
11/14/2007 00:40:00	0.4	0.0	0.4	0.4	4.5	0.3	5.3	3.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	48	11	53	350					-6.8	0.0	-6.7	-6.9								
11/14/2007 00:50:00	0.4	0.0	0.4	0.4	4.4	0.3	5.0	3.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	40	5	32	350					-7.0	0.0	-6.9	-7.1								
11/14/2007 01:00:00	0.4	0.0	0.4	0.4	5.0	0.4	5.9	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	48	5	39	350					-7.2	0.0	-7.1	-7.3								
11/14/2007 01:10:00	0.4	0.0	0.4	0.4	5.5	0.4	6.4	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	52	4	51	350					-7.4	0.0	-7.3	-7.5								
11/14/2007 01:20:00	0.4	0.0	0.4	0.4	5.3	0.3	5.9	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	49	3	42	350					-7.5	0.0	-7.3	-7.7								
11/14/2007 01:30:00	0.4	0.0	0.4	0.4	5.0	0.3	5.9	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	51	4	50	350					-7.6	0.0	-7.5	-7.7								
11/14/2007 01:40:00	0.4	0.0	0.4	0.4	5.4	0.5	6.4	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	49	3	46	350					-7.7	0.0	-7.5	-7.7								
11/14/2007 01:50:00	0.4	0.0	0.4	0.4	4.9	0.5	5.9	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	51	3	51	350					-7.7	0.0	-7.7	-7.7								
11/14/2007 02:00:00	0.4	0.0	0.4	0.4	4.9	0.4	5.9	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	49	6	52	350					-7.7	0.0	-7.7	-7.9								
11/14/2007 02:10:00	0.4	0.0	0.4	0.4	3.5	0.6	4.7	2.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	31	9	38	350					-7.8	0.0	-7.7	-7.9								
