SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/26/2008 00:00:00	6.8	0.3	7.6	6.1	4.9	0.2	5.3	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	52	2	48	350					-20.3	0.1	-19.5	-20.8								
01/26/2008 00:10:00	6.4	0.3	6.8	5.7	4.8	0.2	5.3	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	55	4	52	350					-20.8	0.0	-20.6	-20.8								
01/26/2008 00:20:00	6.1	0.2	6.8	5.3	4.6	0.2	5.0	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	147	260	66	3	61	350					-20.7	0.0	-20.6	-21.0								
01/26/2008 00:30:00	6.5	0.2	6.8	6.1	5.3	0.2	5.9	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	65	1	62	350					-20.3	0.2	-19.9	-20.8								
01/26/2008 00:40:00	6.5	0.3	7.2	5.7	5.2	0.3	5.9	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	63	2	64	350					-19.7	0.1	-19.5	-20.1								
01/26/2008 00:50:00	6.6	0.4	7.2	5.7	5.2	0.3	5.9	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	58	2	56	350					-20.0	0.1	-19.7	-20.4								
01/26/2008 01:00:00	7.0	0.4	8.4	5.7	5.6	0.3	6.7	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	54	3	54	350					-20.6	0.1	-20.2	-20.8								
01/26/2008 01:10:00	7.1	0.5	8.8	5.7	6.1	0.4	6.7	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	53	4	52	350					-20.7	0.0	-20.6	-21.0								
01/26/2008 01:20:00	8.0	0.5	9.1	6.5	7.1	0.4	8.2	5.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									147	0	148	260	49	3	46	350					-20.9	0.0	-20.8	-21.1								
01/26/2008 01:30:00	8.0	0.4	8.8	6.8	7.1	0.4	7.9	6.2	4.1	3.3	8.0	0.4	0.4	0.0	0.4	0.4									147	0	148	260	50	3	47	350					-21.1	0.1	-20.8	-21.3								
01/26/2008 01:40:00	7.1	0.4	8.0	6.5	6.5	0.3	7.0	5.9	7.0	0.4	8.0	5.7	0.5	0.7	6.5	0.4									147	0	147	260	53	3	53	350					-21.3	0.0	-21.1	-21.3								
01/26/2008 01:50:00	7.4	0.5	8.8	6.1	6.5	0.3	7.3	5.9	7.3	0.4	8.0	6.1	6.9	0.6	8.0	5.3									147	0	148	260	57	2	54	350					-21.1	0.1	-21.0	-21.3								
01/26/2008 02:00:00	7.9	0.4	8.8	6.8	7.1	0.2	7.6	6.7	8.2	0.3	8.8	7.6	7.8	0.3	8.8	6.5									147	0	148	260	59	2	53	350					-21.0	0.0	-20.8	-21.1								
01/26/2008 02:10:00	7.2	0.5	8.8	6.1	6.8	0.3	7.6	6.2	7.9	0.3	8.8	6.8	7.9	0.3	8.8	6.8									147	0	148	260	57	2	53	350					-21.0	0.1	-20.8	-21.3								
