SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/17/2008 00:00:00	0.4	0.0	0.4	0.4	5.8	0.3	6.4	5.0	5.4	0.4	6.5	4.2	0.4	0.0	0.4	0.4									242	5	260	260	236	5	238	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 00:10:00	0.4	0.0	0.4	0.4	4.9	0.6	6.2	3.6	4.3	0.7	5.7	2.6	0.4	0.0	0.4	0.4									225	6	260	260	219	5	225	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 00:20:00	0.4	0.0	0.4	0.4	4.8	0.4	6.2	3.9	4.3	0.5	5.7	3.0	0.4	0.0	0.4	0.4									227	5	260	260	221	4	224	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 00:30:00	0.4	0.0	0.4	0.4	4.2	0.5	5.0	3.0	3.5	0.6	4.6	1.9	0.4	0.0	0.4	0.4									217	5	260	260	212	4	217	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 00:40:00	0.4	0.0	0.4	0.4	3.7	0.3	4.4	3.0	2.8	0.4	3.8	1.5	0.4	0.0	0.4	0.4									212	7	260	260	207	8	208	350					-3.3	0.0	-3.4	-3.4								
04/17/2008 00:50:00	0.4	0.0	0.4	0.4	3.7	0.3	4.4	3.0	2.5	0.4	3.4	1.5	0.4	0.0	0.4	0.4									204	4	260	260	200	4	196	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 01:00:00	0.4	0.0	0.4	0.4	4.2	0.5	5.3	3.3	3.5	0.6	4.9	2.3	0.4	0.0	0.4	0.4									215	3	260	260	210	3	217	350					-3.3	0.0	-3.1	-3.4								
04/17/2008 01:10:00	0.4	0.0	0.4	0.4	4.5	0.3	5.3	3.6	3.7	0.4	4.9	2.3	0.4	0.0	0.4	0.4									211	4	260	260	206	3	209	350					-3.2	0.0	-3.1	-3.4								
04/17/2008 01:20:00	0.4	0.0	0.4	0.4	4.9	0.4	6.2	3.9	4.2	0.6	5.7	2.3	0.4	0.0	0.4	0.4									213	4	260	260	207	4	210	350					-3.2	0.0	-3.1	-3.4								
04/17/2008 01:30:00	0.4	0.0	0.4	0.4	5.5	0.4	6.4	4.4	4.9	0.5	6.1	3.4	0.4	0.0	0.4	0.4									217	4	260	260	212	3	219	350					-3.1	0.0	-3.1	-3.1								
04/17/2008 01:40:00	0.4	0.0	0.4	0.4	5.8	0.5	7.0	4.4	5.2	0.6	6.5	3.4	0.4	0.0	0.4	0.4									219	6	260	260	214	5	210	350					-3.0	0.0	-2.9	-3.1								
04/17/2008 01:50:00	0.4	0.0	0.4	0.4	5.8	0.4	7.3	4.7	5.3	0.5	7.2	3.8	0.4	0.0	0.4	0.4									221	7	260	260	215	7	204	350					-2.9	0.0	-2.7	-3.1								
04/17/2008 02:00:00	0.4	0.0	0.4	0.4	6.1	0.6	7.9	4.4	5.6	0.7	7.2	3.4	0.4	0.0	0.4	0.4									220	6	260	260	214	5	210	350					-2.8	0.0	-2.7	-2.9								
04/17/2008 02:10:00	0.4	0.0	0.4	0.4	6.2	0.5	7.6	4.4	5.6	0.6	6.8	3.8	0.4	0.0	0.4	0.4									218	6	260	260	212	6	208	350					-2.8	0.0	-2.7	-2.9								
