SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/19/2007 00:00:00	2.0	0.5	3.4	0.7	2.8	0.5	3.9	1.9	1.9	0.5	3.0	1.1	1.5	0.4	2.6	0.4									198	11	190	260	188	12	190	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 00:10:00	2.0	0.5	3.4	0.7	2.7	0.5	4.1	1.9	1.9	0.4	3.0	1.1	1.6	0.4	3.0	1.1									194	11	213	260	184	11	197	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 00:20:00	1.9	0.4	2.6	1.1	2.4	0.4	3.3	1.6	1.9	0.4	2.6	0.4	1.6	0.4	3.0	0.7									174	11	186	260	163	6	174	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 00:30:00	2.0	0.3	3.0	0.7	2.5	0.3	3.3	1.9	1.9	0.3	3.0	1.5	1.7	0.3	3.0	1.1									169	9	177	260	152	8	157	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 00:40:00	1.9	0.2	2.6	1.1	2.3	0.2	3.0	1.9	1.9	0.2	2.3	1.1	1.7	0.2	2.3	1.1									154	7	156	260	142	3	155	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 00:50:00	2.1	0.2	2.6	1.9	2.7	0.2	3.3	2.1	2.1	0.2	2.6	1.5	1.9	0.2	2.3	1.5									161	5	170	260	150	6	153	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 01:00:00	2.1	0.4	3.4	0.7	2.6	0.4	3.6	1.6	2.1	0.4	3.0	1.1	2.0	0.3	2.6	1.1									147	16	160	260	134	12	163	350					-11.2	0.0	-11.1	-11.3								
11/19/2007 01:10:00	2.4	0.3	3.0	1.1	2.9	0.3	3.6	2.1	2.4	0.3	3.0	1.5	2.4	0.3	3.0	1.5									144	8	144	260	129	4	129	350					-11.3	0.0	-11.1	-11.5								
11/19/2007 01:20:00	2.8	0.2	3.4	2.3	3.5	0.2	3.9	3.0	3.0	0.2	3.4	2.3	2.9	0.2	3.0	2.3									141	7	146	260	130	4	126	350					-11.4	0.0	-11.3	-11.5								
11/19/2007 01:30:00	3.2	0.2	3.8	2.6	3.8	0.2	4.1	3.0	3.2	0.2	3.8	2.6	3.0	0.3	3.4	2.3									141	6	141	260	132	6	124	350					-11.4	0.0	-11.3	-11.5								
11/19/2007 01:40:00	3.3	0.3	3.8	2.6	3.9	0.3	4.4	3.3	3.3	0.3	3.8	2.6	3.0	0.3	3.4	2.3									139	3	143	260	130	3	127	350					-11.5	0.0	-11.3	-11.5								
11/19/2007 01:50:00	3.5	0.2	3.8	3.0	4.1	0.2	4.4	3.6	3.5	0.2	3.8	2.6	3.2	0.3	3.8	2.3									136	3	135	260	126	2	123	350					-11.5	0.0	-11.3	-11.5								
11/19/2007 02:00:00	3.6	0.2	4.2	3.0	4.1	0.2	4.4	3.3	3.5	0.2	4.2	2.6	3.1	0.3	3.8	2.6									136	3	138	260	128	3	130	350					-11.5	0.0	-11.3	-11.5								
11/19/2007 02:10:00	3.6	0.2	4.2	3.0	4.1	0.3	4.7	3.3	3.5	0.3	4.2	2.6	3.1	0.3	3.8	2.3									141	4	139	260	134	5	129	350					-11.5	0.0	-11.3	-11.5								
