SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/21/2007 00:00:00	11.9	0.6	14.1	10.3	12.1	0.6	13.6	10.2	11.4	0.6	13.3	9.5	10.4	0.6	12.2	8.4									42	2	37	260	36	2	32	350					-25.3	0.2	-24.9	-25.7								
12/21/2007 00:10:00	12.4	0.5	13.7	10.7	12.5	0.6	14.2	10.4	12.0	0.6	13.7	9.9	10.9	0.6	12.6	8.4									40	2	40	260	35	3	34	350					-24.8	0.1	-24.6	-25.1								
12/21/2007 00:20:00	12.5	0.7	14.5	10.7	12.6	0.7	14.7	11.0	12.1	0.7	14.1	10.3	11.1	0.8	13.7	8.8									40	3	40	260	34	3	30	350					-24.5	0.0	-24.4	-24.6								
12/21/2007 00:30:00	12.9	1.1	16.4	10.3	12.9	0.8	15.3	11.0	12.4	0.9	15.3	10.7	11.3	0.9	14.5	9.1									37	3	32	260	30	4	27	350					-24.6	0.0	-24.6	-24.7								
12/21/2007 00:40:00	12.4	0.6	14.1	10.3	12.5	0.7	14.2	10.4	11.9	0.7	13.7	9.5	11.0	0.8	13.3	8.8									34	3	35	260	27	3	25	350					-24.5	0.0	-24.4	-24.6								
12/21/2007 00:50:00	13.3	0.8	15.6	11.1	13.1	0.8	15.9	10.7	12.6	0.8	15.6	10.7	11.6	0.8	14.5	9.5									35	3	37	260	29	4	29	350					-24.4	0.1	-24.1	-24.6								
12/21/2007 01:00:00	13.0	0.9	16.1	10.7	12.6	0.8	14.4	10.4	12.2	0.8	14.5	9.9	11.0	0.8	13.3	8.8									36	3	22	260	31	4	8	350					-24.4	0.1	-24.1	-24.6								
12/21/2007 01:10:00	12.7	1.0	15.3	10.3	12.7	0.9	15.3	10.4	12.2	0.9	14.9	9.9	11.1	1.0	14.1	9.1									36	4	33	260	30	4	32	350					-24.5	0.0	-24.2	-24.6								
12/21/2007 01:20:00	12.4	0.8	14.9	10.3	12.6	0.8	14.7	9.6	12.1	0.8	14.5	8.8	11.1	0.8	13.3	9.1									37	4	35	260	31	4	36	350					-24.4	0.1	-24.2	-24.6								
12/21/2007 01:30:00	12.3	1.0	15.3	9.9	12.2	1.1	14.7	9.3	11.7	1.2	14.5	9.1	10.7	1.1	14.1	8.0									37	4	37	260	31	4	34	350					-24.4	0.0	-24.1	-24.6								
12/21/2007 01:40:00	12.4	0.9	14.9	9.9	12.4	0.9	14.7	10.2	11.9	0.9	14.5	9.5	10.8	0.8	13.3	8.4									39	4	40	260	32	4	27	350					-24.4	0.1	-24.1	-24.6								
12/21/2007 01:50:00	11.9	1.0	14.1	9.1	12.0	0.9	14.4	9.3	11.4	1.0	14.1	8.8	10.5	0.9	13.3	8.4									36	4	41	260	30	4	32	350					-24.4	0.1	-24.1	-24.6								
12/21/2007 02:00:00	11.6	0.7	14.1	9.1	11.7	0.7	13.9	9.3	11.1	0.7	13.3	8.8	10.1	0.8	13.0	8.0									33	4	36	260	26	5	27	350					-25.2	0.2	-24.6	-25.4								
12/21/2007 02:10:00	11.8	0.7	14.1	9.5	11.9	0.8	13.6	9.3	11.3	0.8	13.3	9.1	10.3	0.7	12.6	8.4									33	3	33	260	27	4	33	350					-25.2	0.1	-24.9	-25.2								
