SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/26/2008 00:00:00	12.3	1.5	15.6	9.1	12.0	1.4	15.3	8.4	11.7	1.5	15.6	7.6	11.1	1.5	14.5	7.6									61	6	65	260	55	7	56	350					-12.9	0.0	-12.9	-12.9								
02/26/2008 00:10:00	12.0	1.5	16.8	8.0	11.8	1.3	15.9	8.4	11.5	1.4	15.6	7.6	11.0	1.3	14.9	7.6									57	6	57	260	51	7	59	350					-13.0	0.1	-12.7	-13.3								
02/26/2008 00:20:00	13.3	1.2	16.4	10.3	13.1	1.4	17.0	9.9	12.9	1.4	16.8	9.1	12.4	1.4	16.8	9.1									59	5	62	260	53	6	59	350					-13.0	0.0	-12.9	-13.3								
02/26/2008 00:30:00	12.9	1.5	17.2	9.9	12.7	1.4	16.1	9.0	12.5	1.5	16.1	8.4	11.9	1.3	15.6	8.4									58	6	57	260	52	6	52	350					-13.0	0.0	-12.9	-13.3								
02/26/2008 00:40:00	13.2	1.0	16.4	9.9	13.0	1.0	16.7	10.7	12.7	1.0	16.4	10.3	12.2	1.0	15.3	9.1									59	5	57	260	54	6	56	350					-13.1	0.0	-13.1	-13.3								
02/26/2008 00:50:00	15.5	1.4	19.1	11.1	15.1	1.4	18.7	11.0	15.0	1.5	18.3	10.7	14.3	1.5	18.7	10.7									61	5	63	260	55	6	70	350					-13.1	0.1	-12.9	-13.3								
02/26/2008 01:00:00	15.9	1.2	19.1	11.5	15.4	1.2	18.2	11.6	15.2	1.2	18.7	11.5	14.5	1.3	17.9	10.3									60	6	59	260	54	6	49	350					-13.1	0.0	-12.9	-13.3								
02/26/2008 01:10:00	17.1	1.1	20.2	14.1	16.7	1.1	19.6	13.6	16.5	1.2	19.5	13.0	15.8	1.2	18.7	12.2									57	4	54	260	52	5	50	350					-13.3	0.0	-13.1	-13.3								
02/26/2008 01:20:00	18.1	1.5	22.1	14.5	17.6	1.4	21.6	13.6	17.5	1.5	21.4	13.0	16.8	1.5	20.6	12.6									61	5	69	260	55	5	63	350					-13.1	0.0	-12.9	-13.3								
02/26/2008 01:30:00	16.7	1.8	22.1	11.5	16.2	1.8	21.3	11.3	16.1	1.9	21.4	11.5	15.2	1.9	20.6	10.7									66	5	68	260	61	8	54	350					-13.1	0.0	-12.9	-13.1								
02/26/2008 01:40:00	16.1	2.0	21.4	10.7	15.4	1.9	20.7	10.2	15.3	2.0	21.0	9.9	14.6	1.9	19.5	8.8									63	6	60	260	57	9	54	350					-13.1	0.0	-12.9	-13.3								
02/26/2008 01:50:00	17.1	1.6	21.4	11.5	16.5	1.5	21.0	11.9	16.4	1.6	20.6	11.1	15.6	1.6	18.7	10.3									65	5	58	260	59	6	68	350					-13.1	0.0	-12.9	-13.3								
02/26/2008 02:00:00	16.9	1.3	20.2	12.2	16.4	1.4	19.6	12.7	16.3	1.5	19.5	12.2	15.6	1.5	18.7	11.5									70	5	62	260	65	6	52	350					-13.2	0.0	-12.9	-13.3								
02/26/2008 02:10:00	16.9	1.6	20.6	10.7	16.2	1.6	19.6	9.9	16.1	1.7	19.5	9.9	15.0	1.7	18.3	8.8									74	5	68	260	69	7	63	350					-13.4	0.0	-13.3	-13.5								
