SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/12/2008 00:00:00	7.5	0.4	8.8	5.7	7.2	0.5	8.4	5.6	6.5	0.5	8.0	4.6	6.3	0.5	7.6	4.2									81	4	82	260	73	4	73	350					7.4	0.0	7.7	7.4								
05/12/2008 00:10:00	7.3	0.4	8.4	5.3	6.9	0.5	7.9	5.6	6.2	0.5	7.2	4.6	6.0	0.6	7.6	3.8									76	3	78	260	68	5	70	350					7.2	0.0	7.4	7.2								
05/12/2008 00:20:00	6.7	0.7	8.0	4.9	6.4	0.7	7.9	4.7	5.7	0.6	6.8	4.2	5.5	0.7	7.2	3.4									75	4	79	260	65	4	63	350					7.1	0.0	7.4	6.9								
05/12/2008 00:30:00	5.7	0.4	6.5	4.9	5.6	0.4	6.4	4.7	5.1	0.4	6.1	4.2	4.9	0.5	5.7	3.4									68	6	73	260	57	5	69	350					6.8	0.1	7.2	6.4								
05/12/2008 00:40:00	5.8	0.5	7.2	4.9	5.9	0.5	7.6	5.0	5.5	0.5	7.2	4.2	5.1	0.6	6.8	3.8									68	7	68	260	56	7	58	350					6.4	0.0	6.6	6.1								
05/12/2008 00:50:00	5.4	0.4	6.1	4.2	5.7	0.3	6.4	5.0	5.2	0.3	6.1	4.2	5.2	0.3	6.1	4.6									66	4	63	260	51	3	50	350					6.3	0.0	6.4	6.1								
05/12/2008 01:00:00	4.9	0.3	5.7	4.2	5.3	0.3	5.9	4.4	4.7	0.3	5.3	3.8	4.8	0.3	5.3	3.8									67	5	68	260	52	3	43	350					6.1	0.1	6.4	5.9								
05/12/2008 01:10:00	4.5	0.6	5.7	2.6	5.0	0.5	6.2	3.3	4.5	0.6	5.7	3.0	4.6	0.5	5.7	3.4									73	10	63	260	60	10	45	350					6.1	0.0	6.6	5.9								
05/12/2008 01:20:00	5.3	0.5	6.8	3.8	5.3	0.4	6.2	4.4	5.0	0.4	6.1	3.8	4.6	0.4	5.7	3.4									85	7	90	260	74	8	72	350					7.2	0.4	7.7	6.4								
05/12/2008 01:30:00	5.0	0.4	6.5	4.2	5.1	0.3	6.2	4.4	4.7	0.4	6.1	3.8	4.7	0.3	5.7	4.2									80	4	84	260	68	6	82	350					7.0	0.1	7.4	6.9								
05/12/2008 01:40:00	5.1	0.5	6.1	3.8	5.2	0.5	6.2	4.1	4.8	0.5	6.1	3.4	4.7	0.5	5.7	3.0									81	6	91	260	72	6	80	350					7.5	0.0	7.9	7.2								
05/12/2008 01:50:00	5.3	0.5	6.8	4.2	5.2	0.4	6.4	4.4	4.8	0.5	6.5	3.8	4.6	0.5	6.1	3.4									84	7	89	260	75	7	87	350					7.7	0.2	8.2	7.4								
05/12/2008 02:00:00	5.5	0.5	6.8	4.2	5.4	0.5	6.7	4.4	5.1	0.5	6.5	4.2	4.7	0.4	5.7	3.4									81	5	79	260	72	5	72	350					7.8	0.2	8.4	7.4								
05/12/2008 02:10:00	5.8	0.8	8.0	3.8	5.6	0.7	7.9	4.1	5.3	0.7	7.6	3.4	5.0	0.7	6.8	3.4									85	7	90	260	77	7	84	350					8.0	0.5	8.7	7.2								
05/12/2008 02:20:00	6.1	0.6	8.0	4.2	5.8	0.5	7.3	4.4	5.6	0.6	7.2	3.4	5.1	0.6	6.8	3.4									89	7	94	260	81	8	88	350					8.9	0.0	9.2	8.7								
