SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/05/2007 00:00:00	7.3	0.6	8.8	6.1	6.1	0.8	7.9	4.7	6.7	0.6	8.4	5.3	6.7	0.6	8.8	5.3									113	6	105	260	106	5	93	350					-7.5	0.0	-7.3	-7.7								
12/05/2007 00:10:00	6.4	0.4	7.6	5.3	5.3	0.4	6.4	4.1	5.9	0.5	7.6	4.6	5.9	0.5	7.2	4.2									120	8	120	260	110	7	103	350					-7.3	0.0	-7.1	-7.5								
12/05/2007 00:20:00	5.9	0.6	7.2	4.6	5.0	0.5	6.2	3.9	5.3	0.5	6.5	3.8	5.2	0.6	6.5	3.8									132	9	117	260	121	8	132	350					-7.1	0.0	-6.9	-7.1								
12/05/2007 00:30:00	6.7	0.8	8.8	4.6	6.2	0.8	8.7	4.7	6.2	0.8	8.8	4.9	5.8	0.9	8.8	3.4									151	10	152	260	142	12	157	350					-6.7	0.4	-5.8	-7.1								
12/05/2007 00:40:00	5.4	0.6	6.8	3.4	5.2	0.7	7.3	3.6	5.1	0.7	6.8	3.4	4.9	0.7	7.2	3.4									158	8	168	260	149	9	139	350					-5.8	0.0	-5.6	-6.0								
12/05/2007 00:50:00	5.1	0.7	7.2	3.4	5.2	0.7	7.3	3.9	4.9	0.7	7.2	3.4	4.6	0.6	6.8	3.4									170	8	179	260	161	9	175	350					-5.5	0.0	-5.4	-5.8								
12/05/2007 01:00:00	3.4	0.8	5.3	1.1	3.8	0.6	5.0	2.4	3.4	0.6	4.9	1.9	3.1	0.6	4.6	1.5									183	12	174	260	175	12	159	350					-5.2	0.0	-4.9	-5.6								
12/05/2007 01:10:00	2.4	0.6	3.8	1.1	3.1	0.4	4.1	2.1	2.6	0.4	3.8	1.5	2.1	0.5	3.4	0.7									193	8	203	260	186	8	195	350					-4.9	0.0	-4.7	-5.1								
12/05/2007 01:20:00	2.8	0.6	4.9	1.1	3.5	0.5	5.0	2.4	3.0	0.6	4.9	1.5	2.4	0.6	3.8	1.1									192	6	190	260	186	7	176	350					-4.8	0.0	-4.7	-4.9								
12/05/2007 01:30:00	2.9	0.6	5.7	1.5	3.5	0.5	5.9	2.4	3.0	0.5	5.3	1.9	2.5	0.6	4.6	1.1									190	9	213	260	182	9	182	350					-4.8	0.0	-4.7	-4.9								
12/05/2007 01:40:00	3.7	0.6	5.3	1.5	4.7	0.5	5.6	3.3	3.8	0.6	5.3	2.6	3.6	0.5	5.3	1.9									192	7	189	260	186	8	189	350					-4.9	0.0	-4.7	-4.9								
12/05/2007 01:50:00	3.9	1.0	5.7	1.9	4.5	0.8	5.9	2.4	3.9	1.0	5.7	1.9	3.6	1.0	5.7	1.1									187	5	183	260	181	6	181	350					-4.9	0.0	-4.7	-4.9								
12/05/2007 02:00:00	4.0	0.7	6.1	2.3	5.3	0.5	6.7	4.1	4.1	0.7	6.1	2.6	3.9	0.7	5.7	2.6									201	6	214	260	196	7	192	350					-4.8	0.0	-4.7	-4.9								
12/05/2007 02:10:00	3.4	0.6	4.9	1.9	4.8	0.7	6.4	3.3	3.5	0.7	5.7	2.3	3.3	0.6	5.3	1.9									196	5	196	260	191	6	187	350					-4.6	0.0	-4.5	-4.7								
