SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/19/2008 00:00:00	6.2	0.6	7.6	4.9	6.4	0.4	7.9	5.6	5.4	0.4	6.5	4.6	5.6	0.5	7.2	4.6									56	4	61	260	49	4	48	350					-5.2	0.0	-5.1	-5.4								
10/19/2008 00:10:00	6.0	0.6	7.6	4.6	6.2	0.6	7.9	5.0	5.7	0.7	7.2	3.8	5.4	0.8	7.2	3.4									56	5	55	260	49	5	47	350					-5.1	0.0	-5.1	-5.1								
10/19/2008 00:20:00	6.2	0.5	7.2	4.2	6.4	0.5	7.3	5.0	5.8	0.5	7.2	4.6	5.6	0.6	6.8	4.2									58	4	69	260	51	4	54	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 00:30:00	6.3	0.5	7.6	4.6	6.5	0.5	7.9	4.7	5.6	0.5	7.2	4.2	5.7	0.6	7.2	3.8									61	4	60	260	53	4	47	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 00:40:00	6.0	0.7	7.2	4.2	6.2	0.7	7.6	4.7	5.7	0.7	7.2	4.2	5.3	0.7	6.8	3.0									59	4	62	260	52	5	45	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 00:50:00	6.3	0.6	8.0	4.9	6.4	0.7	7.9	5.0	6.0	0.6	7.6	4.2	5.6	0.7	7.2	4.2									58	4	54	260	51	4	51	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 01:00:00	6.6	0.6	8.0	4.9	6.8	0.7	8.2	4.7	6.3	0.6	7.6	4.2	6.0	0.7	7.2	4.2									57	4	61	260	50	3	58	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 01:10:00	6.6	0.5	8.0	4.9	6.7	0.5	8.2	5.6	6.3	0.5	7.6	4.9	5.9	0.5	7.2	4.6									60	5	63	260	53	4	47	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 01:20:00	6.2	0.5	7.6	4.9	6.4	0.5	7.9	5.3	6.0	0.5	7.2	4.6	5.7	0.6	7.2	4.2									58	4	58	260	51	4	49	350					-5.1	0.0	-4.9	-5.1								
10/19/2008 01:30:00	5.9	0.4	6.8	4.6	6.0	0.4	7.0	5.0	5.6	0.4	6.5	4.6	5.2	0.4	6.1	3.8									56	3	54	260	49	3	45	350					-5.2	0.0	-5.1	-5.1								
10/19/2008 01:40:00	5.5	0.4	6.5	4.2	5.6	0.5	6.7	4.4	5.1	0.5	6.1	3.8	4.7	0.5	6.1	3.4									59	4	59	260	52	3	47	350					-5.2	0.0	-5.1	-5.1								
10/19/2008 01:50:00	5.2	0.4	6.1	3.8	5.4	0.3	6.7	4.7	4.9	0.4	6.1	3.8	4.6	0.4	6.1	3.8									51	4	56	260	43	4	47	350					-5.3	0.0	-5.1	-5.6								
10/19/2008 02:00:00	5.1	0.3	5.7	4.2	5.2	0.4	5.9	4.4	4.7	0.4	5.3	3.4	4.3	0.5	5.3	3.0									47	3	49	260	40	3	37	350					-5.5	0.0	-5.4	-5.6								
10/19/2008 02:10:00	4.7	0.4	5.7	3.8	5.3	0.3	5.9	4.1	4.7	0.4	5.3	3.8	4.5	0.4	5.3	3.0									38	6	44	260	34	4	35	350					-5.5	0.0	-5.4	-5.8								
