SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/27/2008 00:00:00	13.0	1.6	16.8	8.4	12.8	1.6	16.7	7.9	12.5	1.7	16.4	7.6	11.8	1.7	16.1	6.5									71	5	69	260	65	6	60	350					-16.4	0.0	-16.2	-16.6								
02/27/2008 00:10:00	9.4	1.5	13.7	6.5	9.1	1.7	13.6	4.4	8.9	1.5	13.3	4.9	8.3	1.5	12.6	4.6									77	7	67	260	72	9	62	350					-16.6	0.1	-16.4	-16.9								
02/27/2008 00:20:00	9.0	1.1	12.2	6.1	8.8	1.4	12.7	5.0	8.5	1.2	12.2	5.3	8.1	1.3	12.2	4.9									72	6	78	260	67	8	68	350					-16.9	0.0	-16.6	-16.9								
02/27/2008 00:30:00	10.9	1.2	14.5	8.0	10.9	1.2	14.4	8.2	10.5	1.2	14.5	7.6	9.9	1.1	13.0	7.2									69	5	62	260	63	6	56	350					-16.9	0.0	-16.9	-16.9								
02/27/2008 00:40:00	12.1	1.1	14.9	9.1	12.2	1.0	14.4	9.3	11.7	1.1	14.1	9.1	11.2	1.1	13.7	8.4									68	4	66	260	63	5	65	350					-16.9	0.0	-16.9	-16.9								
02/27/2008 00:50:00	12.1	1.1	14.9	9.1	12.3	1.0	14.4	9.3	11.8	1.1	14.5	8.8	11.3	0.9	13.7	8.8									67	5	63	260	61	5	61	350					-17.0	0.0	-16.9	-17.1								
02/27/2008 01:00:00	11.6	1.2	15.3	9.1	11.8	1.1	15.0	8.7	11.3	1.1	15.3	8.0	10.8	1.1	13.7	7.2									65	5	67	260	59	5	56	350					-17.2	0.0	-16.9	-17.3								
02/27/2008 01:10:00	12.3	1.4	15.6	9.5	12.4	1.2	15.6	9.9	11.9	1.3	15.3	8.8	11.2	1.2	14.9	8.4									68	5	67	260	62	6	58	350					-17.3	0.0	-16.9	-17.5								
02/27/2008 01:20:00	13.9	1.3	17.2	10.3	13.7	1.4	16.4	9.6	13.4	1.4	16.1	9.1	12.7	1.5	16.1	8.8									67	4	69	260	61	5	56	350					-17.3	0.0	-17.1	-17.5								
02/27/2008 01:30:00	12.8	1.6	16.8	9.1	13.0	1.4	16.4	9.6	12.5	1.5	16.4	9.1	12.0	1.3	15.3	8.8									68	5	65	260	62	5	63	350					-17.5	0.0	-17.3	-17.5								
02/27/2008 01:40:00	8.6	1.0	11.5	6.5	8.8	1.1	11.9	6.7	8.3	1.0	11.1	6.1	8.1	1.0	10.7	6.1									61	7	63	260	54	7	54	350					-17.7	0.0	-17.5	-17.9								
02/27/2008 01:50:00	7.8	0.9	9.9	5.3	7.5	1.0	10.2	5.0	7.3	1.0	9.9	4.9	6.9	1.1	9.1	4.6									69	7	71	260	64	8	57	350					-17.8	0.1	-17.5	-18.1								
02/27/2008 02:00:00	7.5	1.0	10.3	4.9	7.1	1.1	10.2	4.7	6.9	0.9	9.1	4.9	6.6	1.0	9.5	4.6									67	9	54	260	60	9	52	350					-17.9	0.0	-17.7	-18.1								
02/27/2008 02:10:00	9.1	0.9	11.1	6.8	9.7	0.9	11.9	6.7	9.0	0.9	11.1	6.1	8.7	0.9	11.1	6.5									53	5	57	260	47	5	42	350					-18.0	0.0	-18.1	-18.2								
