SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/17/2007 00:00:00	16.3	0.6	17.6	13.7	15.8	0.6	17.3	13.9	14.7	0.7	16.4	12.2	12.8	0.7	14.5	10.7									350	2	347	260	345	8	348	350					-18.6	0.0	-18.4	-18.6								
12/17/2007 00:10:00	16.0	0.7	17.2	13.7	15.4	0.7	17.3	13.6	14.3	0.8	16.1	12.6	12.4	0.8	14.5	10.3									351	3	345	260	346	7	350	350					-18.6	0.0	-18.4	-18.8								
12/17/2007 00:20:00	15.3	0.7	16.8	13.0	14.8	0.7	16.7	12.7	13.8	0.8	16.4	10.7	12.1	0.8	14.1	9.9									350	3	343	260	346	12	345	350					-18.4	0.0	-18.1	-18.4								
12/17/2007 00:30:00	15.2	0.7	16.4	13.0	14.6	0.7	16.4	12.2	13.7	0.8	15.3	11.1	11.8	0.8	13.7	9.5									350	2	351	260	346	12	348	350					-18.3	0.0	-18.1	-18.4								
12/17/2007 00:40:00	13.9	0.8	15.3	11.8	13.2	0.8	15.6	11.3	12.3	0.9	14.5	10.3	10.7	0.8	13.0	8.4									351	3	348	260	346	4	349	350					-18.3	0.0	-18.1	-18.4								
12/17/2007 00:50:00	12.2	1.5	14.9	8.8	11.4	1.4	14.7	8.2	10.6	1.4	13.7	7.2	9.2	1.2	12.6	5.7									355	4	353	260	354	15	350	350					-18.5	0.0	-18.2	-18.8								
12/17/2007 01:00:00	9.8	0.7	11.8	8.0	9.1	0.7	10.7	7.0	8.5	0.7	10.7	6.5	7.3	0.7	9.5	5.7									359	5	2	260	357	5	350	350					-18.9	0.1	-18.6	-19.0								
12/17/2007 01:10:00	10.2	0.6	11.8	8.8	9.6	0.6	11.6	8.4	8.9	0.6	11.1	7.6	7.9	0.6	9.5	6.5									4	2	1	260	359	3	352	350					-18.9	0.0	-18.6	-19.0								
12/17/2007 01:20:00	9.5	0.6	11.8	8.0	9.1	0.6	10.7	7.6	8.4	0.6	10.3	6.5	7.5	0.6	9.1	5.7									2	4	4	260	357	3	354	350					-18.6	0.0	-18.4	-18.8								
12/17/2007 01:30:00	9.1	0.5	10.3	8.0	8.7	0.5	10.2	7.6	7.8	0.5	9.1	6.8	7.1	0.5	8.0	6.1									358	3	351	260	355	2	352	350					-18.8	0.1	-18.4	-19.0								
12/17/2007 01:40:00	10.7	0.6	12.2	9.1	10.6	0.5	11.9	9.3	9.5	0.6	11.1	8.4	8.4	0.5	10.3	7.2									354	3	353	260	354	10	349	350					-19.1	0.0	-19.0	-19.2								
12/17/2007 01:50:00	10.6	0.4	11.5	9.5	10.4	0.3	11.9	9.6	9.5	0.4	10.7	8.8	8.4	0.4	9.5	6.5									0	2	356	260	356	2	350	350					-19.1	0.0	-19.0	-19.2								
12/17/2007 02:00:00	9.3	0.8	11.1	7.6	9.1	0.9	11.0	7.0	8.2	0.9	9.9	6.5	7.5	0.7	9.1	5.7									358	3	353	260	355	4	352	350					-19.2	0.1	-19.0	-19.5								
12/17/2007 02:10:00	9.9	0.6	11.5	8.4	9.6	0.6	11.0	7.9	8.7	0.6	10.3	6.8	7.9	0.6	9.5	6.1									5	3	2	260	359	3	356	350					-19.4	0.0	-19.2	-19.5								
