SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/17/2008 00:00:00	10.0	0.5	11.1	8.4	9.6	0.5	10.7	7.3	9.3	0.6	10.3	7.2	9.2	0.7	10.7	6.5									84	4	84	260	77	4	77	350					-12.6	0.0	-12.1	-12.9								
02/17/2008 00:10:00	9.8	0.4	11.5	8.8	9.4	0.5	10.4	8.2	9.1	0.5	10.3	7.2	9.1	0.7	10.7	7.2									84	4	91	260	76	4	69	350					-12.6	0.0	-12.5	-12.7								
02/17/2008 00:20:00	9.9	0.5	11.8	8.8	9.4	0.6	11.0	7.6	9.2	0.6	11.5	7.2	9.0	0.8	10.7	6.5									88	4	98	260	80	5	82	350					-12.5	0.0	-12.1	-12.5								
02/17/2008 00:30:00	10.4	0.5	12.2	9.1	9.7	0.5	11.3	7.3	9.5	0.6	11.1	6.5	9.1	0.8	11.1	6.5									89	3	98	260	82	5	84	350					-12.3	0.0	-12.1	-12.5								
02/17/2008 00:40:00	10.4	0.5	11.5	8.4	9.8	0.4	11.0	7.9	9.6	0.5	11.1	7.2	9.2	0.8	11.1	6.5									89	4	90	260	82	5	78	350					-12.2	0.0	-12.1	-12.5								
02/17/2008 00:50:00	10.4	0.6	12.2	8.8	9.7	0.5	11.0	8.4	9.6	0.6	11.1	8.0	9.1	0.8	11.1	6.1									90	4	88	260	83	5	72	350					-12.0	0.0	-11.7	-12.1								
02/17/2008 01:00:00	10.1	0.5	11.5	8.0	9.5	0.5	10.7	7.6	9.3	0.6	11.5	7.2	8.8	0.8	10.7	6.5									90	4	90	260	83	5	88	350					-11.7	0.0	-11.5	-11.9								
02/17/2008 01:10:00	10.1	0.4	11.5	8.4	9.5	0.5	10.7	7.9	9.3	0.6	11.1	7.2	8.9	0.9	10.7	6.1									89	4	89	260	81	6	75	350					-11.6	0.0	-11.5	-11.7								
02/17/2008 01:20:00	10.4	0.4	11.5	9.1	9.8	0.4	10.7	8.4	9.6	0.5	11.1	8.0	9.3	0.7	10.7	6.5									88	3	87	260	80	4	80	350					-11.5	0.0	-11.5	-11.7								
02/17/2008 01:30:00	10.1	0.5	11.5	8.4	9.5	0.5	10.4	6.7	9.3	0.5	10.3	6.5	8.9	0.8	10.7	6.1									91	4	90	260	83	5	83	350					-11.4	0.0	-11.3	-11.7								
02/17/2008 01:40:00	10.5	0.6	12.2	9.1	9.4	0.5	10.7	8.2	9.4	0.6	11.5	7.6	8.7	0.9	11.1	5.7									94	5	106	260	85	6	92	350					-11.1	0.1	-10.9	-11.3								
02/17/2008 01:50:00	9.7	0.6	11.1	7.6	8.8	0.5	10.2	7.3	8.7	0.6	10.3	6.5	8.1	0.9	10.7	5.3									94	4	89	260	86	6	82	350					-10.9	0.0	-10.7	-10.9								
02/17/2008 02:00:00	9.4	0.5	11.1	8.4	8.7	0.5	10.2	7.0	8.5	0.6	9.9	6.1	8.1	0.8	9.9	5.7									90	4	91	260	83	5	80	350					-10.9	0.0	-10.9	-10.9								
02/17/2008 02:10:00	9.5	0.5	11.5	7.6	8.7	0.5	10.2	6.7	8.5	0.6	10.3	5.7	8.1	0.8	9.9	5.7									90	5	92	260	83	6	79	350					-10.8	0.1	-10.7	-10.9								
