SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/20/2007 00:00:00	6.7	0.4	8.0	5.7	9.0	0.5	10.2	7.6	6.2	0.4	7.2	4.9	5.2	0.4	6.5	4.2									36	3	37	260	31	3	28	350					-17.0	0.1	-16.4	-17.5								
11/20/2007 00:10:00	6.3	0.4	7.2	5.3	8.6	0.4	9.6	7.6	6.0	0.4	6.8	5.3	5.1	0.3	6.1	4.2									40	2	36	260	35	2	32	350					-17.2	0.2	-16.9	-17.5								
11/20/2007 00:20:00	7.2	0.4	8.0	6.1	9.6	0.5	10.4	8.2	7.0	0.5	7.6	5.7	5.8	0.4	6.5	4.9									41	2	40	260	36	2	34	350					-16.8	0.0	-16.6	-16.9								
11/20/2007 00:30:00	7.2	0.3	7.6	6.1	9.6	0.4	10.4	8.4	7.1	0.3	7.6	6.1	5.8	0.4	6.8	4.6									42	1	39	260	37	2	35	350					-16.4	0.0	-16.4	-16.6								
11/20/2007 00:40:00	7.1	0.3	8.0	6.5	9.4	0.3	10.2	8.7	7.0	0.3	8.0	6.1	5.8	0.2	6.5	4.9									43	2	42	260	38	2	33	350					-16.5	0.0	-16.4	-16.6								
11/20/2007 00:50:00	7.1	0.3	7.6	6.5	9.2	0.4	10.2	7.9	6.9	0.4	7.6	5.7	5.7	0.3	6.5	4.9									42	2	44	260	37	2	37	350					-16.5	0.0	-16.4	-16.6								
11/20/2007 01:00:00	7.4	0.3	8.4	6.5	9.5	0.4	10.7	8.4	7.2	0.4	8.4	6.1	5.9	0.3	6.8	5.3									42	2	41	260	37	2	32	350					-16.7	0.1	-16.6	-16.9								
11/20/2007 01:10:00	7.9	0.3	8.8	6.8	10.0	0.4	10.7	8.4	7.6	0.4	8.4	6.5	6.2	0.3	7.2	5.3									42	2	40	260	37	2	32	350					-16.8	0.1	-16.6	-16.9								
11/20/2007 01:20:00	7.7	0.4	8.4	6.1	9.7	0.4	10.7	8.4	7.5	0.4	8.4	6.1	6.1	0.4	7.2	5.3									38	3	40	260	33	3	29	350					-16.6	0.0	-16.6	-16.8								
11/20/2007 01:30:00	7.3	0.4	8.4	6.5	9.1	0.4	10.2	7.9	7.0	0.4	8.0	5.7	5.6	0.4	6.8	4.2									36	2	36	260	30	2	28	350					-16.8	0.0	-16.6	-16.9								
11/20/2007 01:40:00	7.3	0.4	8.4	6.5	9.0	0.4	10.4	7.9	6.9	0.4	8.4	5.7	5.7	0.3	6.8	4.6									39	3	35	260	34	2	32	350					-16.9	0.0	-16.8	-16.9								
11/20/2007 01:50:00	7.8	0.4	8.8	6.8	9.4	0.5	10.7	7.6	7.3	0.5	8.8	6.1	6.0	0.5	7.2	4.9									41	3	45	260	36	3	33	350					-16.9	0.0	-16.8	-16.9								
11/20/2007 02:00:00	8.2	0.5	9.9	6.5	9.8	0.6	11.9	8.2	7.6	0.6	9.5	6.1	6.4	0.5	8.0	5.3									43	3	43	260	37	3	34	350					-16.9	0.0	-16.9	-16.9								
11/20/2007 02:10:00	8.2	0.5	9.1	7.2	9.9	0.5	11.6	8.2	7.7	0.5	9.1	6.5	6.5	0.5	7.6	5.3									43	3	40	260	38	3	30	350					-17.0	0.0	-16.9	-17.1								
