SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/16/2008 00:00:00	10.5	0.6	12.2	8.8	7.3	0.4	8.2	6.2	8.9	0.6	10.3	6.8	7.5	0.7	8.8	5.3									69	0	69	260	37	0	34	350					-10.6	0.1	-10.0	-10.9					0.0	0.0	0.0	0.0
12/16/2008 00:10:00	11.1	0.5	12.6	9.5	7.6	0.3	8.4	6.7	9.4	0.5	10.7	8.0	8.1	0.5	9.5	6.5									70	0	69	260	37	0	34	350					-10.0	0.1	-9.8	-10.2					0.0	0.0	0.0	0.0
12/16/2008 00:20:00	11.5	0.5	12.6	9.5	7.8	0.3	8.7	6.7	9.5	0.6	10.7	7.6	8.0	0.5	9.5	6.1									69	1	69	260	37	0	34	350					-10.3	0.0	-10.0	-10.4					0.0	0.0	0.0	0.0
12/16/2008 00:30:00	11.9	0.5	13.3	10.3	8.0	0.3	8.7	7.0	9.9	0.5	11.1	8.4	8.1	0.5	9.1	6.5									70	3	73	260	37	0	34	350					-10.2	0.0	-10.0	-10.4					0.0	0.0	0.0	0.0
12/16/2008 00:40:00	12.1	0.5	13.3	10.3	8.1	0.3	8.7	7.0	10.1	0.5	11.5	8.0	8.3	0.6	9.5	6.1									72	3	68	260	37	0	34	350					-10.0	0.0	-9.8	-10.0					0.0	0.0	0.0	0.0
12/16/2008 00:50:00	11.6	0.4	12.6	10.7	8.0	0.3	8.4	7.0	9.6	0.5	10.7	8.0	8.0	0.5	8.8	6.5									69	3	74	260	37	0	34	350					-10.1	0.1	-9.8	-10.4					0.0	0.0	0.0	0.0
12/16/2008 01:00:00	11.7	0.5	12.6	10.3	8.2	0.3	9.0	7.3	9.8	0.5	11.1	8.4	8.1	0.5	9.1	6.5									69	4	66	260	37	0	34	350					-10.2	0.0	-10.0	-10.4					0.0	0.0	0.0	0.0
12/16/2008 01:10:00	12.6	0.5	13.7	11.1	8.8	0.4	9.9	7.3	10.6	0.6	12.2	8.8	8.6	0.6	9.9	6.8									72	4	67	260	37	0	34	350					-9.9	0.0	-9.8	-10.0					0.0	0.0	0.0	0.0
12/16/2008 01:20:00	12.9	0.5	14.1	11.5	9.1	0.4	9.9	7.9	10.8	0.6	12.2	8.4	8.7	0.5	9.9	6.5									71	4	71	260	37	0	34	350					-9.9	0.0	-9.6	-10.0					0.0	0.0	0.0	0.0
12/16/2008 01:30:00	13.2	0.7	14.5	11.1	9.3	0.5	10.7	7.9	11.0	0.8	12.6	8.8	8.8	0.6	10.3	6.8									70	4	71	260	37	0	34	350					-9.9	0.0	-9.8	-10.0					0.0	0.0	0.0	0.0
12/16/2008 01:40:00	14.1	0.7	15.3	11.1	9.9	0.5	11.0	7.9	11.7	0.8	13.3	8.8	9.1	0.8	11.1	6.8									71	4	65	260	37	0	34	350					-10.0	0.0	-9.8	-10.0					0.0	0.0	0.0	0.0
12/16/2008 01:50:00	13.8	0.8	15.6	11.5	9.7	0.6	11.0	8.2	11.3	0.8	13.3	8.8	8.9	0.7	10.7	6.5									72	4	74	260	37	0	34	350					-10.1	0.0	-10.0	-10.2					0.0	0.0	0.0	0.0
12/16/2008 02:00:00	13.7	0.7	15.6	10.7	9.8	0.5	11.0	8.2	11.5	0.7	13.0	8.8	9.0	0.7	10.7	6.8									73	4	73	260	37	0	34	350					-10.3	0.0	-10.0	-10.4					0.0	0.0	0.0	0.0
