SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/21/2008 00:00:00	9.6	0.5	11.1	8.4	9.5	0.5	11.0	8.4	8.7	0.5	10.7	7.6	8.4	0.5	9.5	6.8									347	3	342	260	340	3	347	350					6.6	0.0	6.9	6.4								
07/21/2008 00:10:00	10.1	0.5	12.2	8.8	10.0	0.4	11.6	9.0	9.2	0.5	11.1	8.0	8.9	0.5	10.7	7.6									343	3	339	260	336	3	336	350					6.5	0.0	6.6	6.4								
07/21/2008 00:20:00	10.1	0.8	12.2	8.4	10.2	0.7	11.9	8.7	9.4	0.7	11.1	8.0	9.2	0.7	11.5	7.6									342	4	344	260	335	4	341	350					6.5	0.0	6.6	6.4								
07/21/2008 00:30:00	9.9	0.4	10.7	8.0	9.8	0.4	10.7	8.4	9.1	0.5	10.3	7.2	8.7	0.5	9.9	7.2									339	2	337	260	331	3	341	350					6.5	0.0	6.6	6.4								
07/21/2008 00:40:00	9.7	0.3	10.3	8.8	9.7	0.3	10.4	8.7	8.9	0.4	9.9	8.0	8.4	0.4	9.5	7.2									341	1	337	260	333	2	336	350					6.3	0.0	6.4	6.1								
07/21/2008 00:50:00	9.2	0.4	9.9	8.4	9.2	0.3	9.9	8.4	8.4	0.4	9.1	7.2	8.0	0.4	9.1	6.8									343	2	339	260	336	2	338	350					6.1	0.0	6.1	6.1								
07/21/2008 01:00:00	9.1	0.4	10.3	7.6	9.1	0.4	10.4	7.9	8.2	0.5	9.9	6.5	7.7	0.5	9.5	6.5									338	2	332	260	332	2	330	350					6.2	0.0	6.4	6.1								
07/21/2008 01:10:00	10.0	0.4	10.7	8.8	9.8	0.5	10.7	8.4	9.1	0.5	10.3	7.6	8.6	0.5	9.9	6.8									335	2	333	260	328	3	334	350					6.0	0.0	6.1	5.9								
07/21/2008 01:20:00	10.6	0.5	12.2	9.9	10.6	0.4	11.9	9.3	9.8	0.4	11.1	8.4	9.5	0.5	10.7	8.0									336	1	333	260	330	2	335	350					5.9	0.0	5.9	5.9								
07/21/2008 01:30:00	11.4	0.3	12.2	10.3	11.1	0.4	11.9	10.2	10.5	0.4	11.5	9.5	10.1	0.4	11.1	8.8									337	2	335	260	331	2	330	350					5.8	0.0	5.9	5.6								
07/21/2008 01:40:00	11.8	0.4	12.6	11.1	11.6	0.4	12.4	10.7	10.9	0.4	11.8	9.9	10.5	0.5	11.8	9.1									337	2	336	260	331	2	334	350					5.8	0.0	5.9	5.6								
07/21/2008 01:50:00	12.0	0.3	13.0	11.1	11.9	0.3	12.7	11.0	11.2	0.4	12.2	10.3	10.8	0.5	11.8	9.1									336	2	330	260	331	2	339	350					5.8	0.0	5.9	5.6								
07/21/2008 02:00:00	11.8	0.6	13.0	10.3	11.5	0.6	12.7	9.9	10.9	0.6	12.2	8.8	10.4	0.8	12.2	7.6									339	3	332	260	333	3	335	350					6.0	0.0	6.1	5.9								
07/21/2008 02:10:00	9.9	0.6	11.8	8.4	10.0	0.5	11.6	8.4	9.2	0.7	11.1	7.2	8.8	0.7	11.5	6.8									342	3	340	260	337	3	341	350					6.1	0.0	6.1	5.9								
07/21/2008 02:20:00	8.9	0.5	9.9	7.6	9.1	0.5	10.4	7.6	8.1	0.5	9.5	6.8	7.7	0.5	9.1	6.1									340	3	336	260	335	3	343	350					6.1	0.0	6.1	6.1								
