SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/13/2008 18:00:00	6.0	0.4	6.8	4.9	6.2	0.4	7.3	5.3	5.7	0.5	6.8	4.6	5.5	0.5	6.8	4.2									357	3	353	260	354	1	350	350					14.2	0.2	14.8	14.0								
08/13/2008 18:10:00	5.8	0.4	6.5	4.9	6.1	0.4	7.0	5.0	5.6	0.4	6.5	4.6	5.2	0.5	6.5	4.2									5	2	3	260	359	2	356	350					13.6	0.0	14.0	13.4								
08/13/2008 18:20:00	5.5	0.3	6.1	4.6	5.9	0.2	6.7	5.3	5.4	0.2	6.1	4.9	5.1	0.3	5.7	4.2									359	4	4	260	356	4	356	350					13.2	0.1	13.7	13.2								
08/13/2008 18:30:00	5.4	0.4	6.5	4.2	5.5	0.5	6.4	4.1	5.1	0.5	6.1	3.4	4.6	0.5	5.7	3.4									352	3	351	260	346	2	349	350					13.0	0.0	13.2	13.2								
08/13/2008 18:40:00	5.1	0.6	6.1	3.4	5.2	0.6	6.4	3.9	4.8	0.6	6.1	3.4	4.5	0.6	5.7	3.0									351	4	342	260	345	2	343	350					13.0	0.0	13.2	12.9								
08/13/2008 18:50:00	6.1	0.5	7.6	4.9	6.4	0.6	7.9	4.4	5.9	0.6	7.2	3.8	5.4	0.6	6.8	3.8									2	4	3	260	356	2	355	350					13.0	0.0	13.2	12.9								
08/13/2008 19:00:00	6.3	0.4	7.2	4.9	6.4	0.4	7.3	5.3	5.9	0.5	7.2	4.6	5.4	0.5	6.5	4.2									358	4	0	260	355	2	350	350					13.0	0.0	13.2	13.2								
08/13/2008 19:10:00	6.2	0.4	7.2	5.3	6.3	0.4	7.3	5.3	5.8	0.5	6.8	4.6	5.4	0.5	6.5	4.2									348	5	353	260	343	3	349	350					13.1	0.0	13.4	13.2								
08/13/2008 19:20:00	5.5	0.5	6.8	4.2	5.7	0.5	6.7	4.4	5.2	0.5	6.5	3.8	4.7	0.5	6.1	3.8									348	5	344	260	344	3	347	350					13.2	0.0	13.4	13.2								
08/13/2008 19:30:00	5.6	0.5	6.8	4.2	5.8	0.4	6.7	4.7	5.2	0.5	6.5	4.2	4.9	0.5	6.1	3.8									348	3	344	260	344	2	347	350					13.2	0.0	13.4	13.2								
08/13/2008 19:40:00	6.5	0.6	7.6	4.9	6.5	0.6	7.9	5.0	6.0	0.7	7.2	4.2	5.6	0.6	6.8	4.2									347	3	345	260	343	3	349	350					13.2	0.0	13.4	13.2								
08/13/2008 19:50:00	7.9	0.7	9.5	5.7	8.1	0.8	9.9	5.9	7.4	0.8	9.5	4.9	7.0	0.8	8.8	4.6									353	3	357	260	346	2	351	350					13.0	0.0	13.4	13.2								
08/13/2008 20:00:00	8.2	0.7	9.9	6.1	8.4	0.7	9.9	6.7	7.3	0.7	9.1	5.3	7.4	0.7	9.5	5.3									358	5	2	260	355	2	356	350					13.0	0.0	13.2	12.9								
08/13/2008 20:10:00	7.6	0.6	9.5	5.7	7.9	0.7	9.9	5.6	6.8	0.6	8.4	4.9	6.9	0.8	9.1	4.9									4	5	3	260	358	4	357	350					12.9	0.0	13.2	12.9								
08/13/2008 20:20:00	6.6	0.4	7.6	5.3	7.0	0.4	7.9	5.6	5.9	0.4	6.8	4.6	6.0	0.5	7.2	4.2									13	4	7	260	5	3	359	350					12.7	0.0	12.9	12.4								
