SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/02/2008 00:00:00	7.2	1.0	10.7	4.2	7.0	0.9	9.9	5.0	6.3	1.0	9.5	3.8	6.2	0.9	8.8	4.2									246	8	240	260	238	8	241	350					11.4	0.0	11.6	11.3								
07/02/2008 00:10:00	6.2	0.8	8.4	3.8	6.5	0.8	8.4	4.7	5.7	0.8	8.0	3.8	6.0	0.9	8.4	3.8									230	9	252	260	224	8	211	350					11.4	0.0	11.3	11.3								
07/02/2008 00:20:00	6.7	0.9	8.8	4.6	6.8	0.8	8.7	5.0	6.1	0.8	8.4	4.2	6.2	0.9	8.4	3.8									229	7	221	260	222	6	226	350					11.1	0.0	11.3	10.8								
07/02/2008 00:30:00	7.0	1.0	10.7	4.6	7.2	1.0	10.4	4.7	6.5	1.0	10.3	3.8	6.5	1.0	9.9	4.6									234	7	247	260	228	7	234	350					10.9	0.0	11.0	10.8								
07/02/2008 00:40:00	6.3	0.6	7.6	4.6	6.4	0.6	7.9	5.0	5.7	0.6	6.8	4.2	5.8	0.6	7.2	4.6									225	6	230	260	219	6	228	350					10.8	0.0	11.0	10.5								
07/02/2008 00:50:00	6.2	0.9	8.4	3.4	6.3	0.7	8.2	4.7	5.6	0.8	7.6	3.8	5.7	0.8	7.6	4.2									227	7	228	260	220	7	228	350					10.6	0.0	10.8	10.5								
07/02/2008 01:00:00	6.4	0.7	8.4	4.6	6.5	0.7	7.9	4.7	5.8	0.7	7.6	3.8	5.7	0.7	7.2	3.8									230	6	238	260	224	6	227	350					10.5	0.0	10.5	10.5								
07/02/2008 01:10:00	7.0	0.6	8.4	4.9	7.1	0.5	8.4	5.6	6.4	0.6	7.6	4.6	6.4	0.6	8.0	4.6									229	6	240	260	222	5	225	350					10.5	0.0	10.8	10.5								
07/02/2008 01:20:00	6.8	0.7	8.8	4.9	6.9	0.7	8.4	5.6	6.2	0.7	8.0	4.6	6.2	0.7	8.4	4.6									230	5	230	260	223	5	217	350					10.5	0.0	10.5	10.5								
07/02/2008 01:30:00	6.5	0.6	8.0	4.9	6.7	0.6	8.4	5.0	6.0	0.6	8.0	4.2	6.1	0.6	7.6	4.6									232	5	222	260	225	5	217	350					10.4	0.0	10.5	10.2								
07/02/2008 01:40:00	6.3	0.7	8.0	4.6	6.3	0.7	7.9	4.7	5.7	0.7	7.6	3.8	5.7	0.7	7.6	3.8									232	6	230	260	225	5	232	350					10.3	0.0	10.5	10.2								
07/02/2008 01:50:00	6.3	0.8	8.0	4.2	6.4	0.7	7.9	4.7	5.7	0.7	7.2	3.8	5.7	0.7	7.6	3.8									234	6	238	260	227	6	219	350					10.3	0.0	10.5	10.2								
07/02/2008 02:00:00	5.3	0.7	6.8	3.8	5.4	0.6	6.7	4.1	4.9	0.6	6.5	3.4	4.8	0.6	6.1	3.4									244	9	232	260	236	6	230	350					10.2	0.0	10.2	10.2								
07/02/2008 02:10:00	5.1	0.7	6.5	3.0	5.3	0.6	6.7	3.6	5.0	0.6	6.1	3.4	4.7	0.6	6.5	3.4									251	7	246	260	245	5	244	350					10.2	0.0	10.2	10.0								
07/02/2008 02:20:00	5.7	0.5	6.8	4.2	5.7	0.5	7.0	4.4	5.4	0.6	6.8	4.2	5.1	0.5	6.1	3.8									255	16	251	260	248	5	250	350					10.1	0.0	10.2	10.0								
