SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/10/2009 00:00:00	11.1	0.6	12.6	9.5	1.0	0.0	1.0	1.0	10.4	0.7	12.2	8.8	9.8	0.7	11.5	8.0									63	3	63	260	56	3	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.4	-24.6					55.9	0.0	56.1	55.8
01/10/2009 00:10:00	10.8	0.6	12.2	9.1	1.0	0.0	1.0	1.0	10.2	0.6	11.8	8.4	9.6	0.6	11.5	7.6									61	2	65	260	56	3	350	350	13.0	0.0	13.0	13.0	-24.6	0.0	-24.4	-24.6					56.0	0.0	56.2	55.8
01/10/2009 00:20:00	10.3	0.4	11.5	9.1	1.0	0.0	1.0	1.0	9.7	0.5	11.1	8.0	9.2	0.6	11.1	6.8									62	2	64	260	56	3	350	350	13.0	0.0	13.0	13.0	-24.6	0.0	-24.4	-24.6					56.0	0.0	56.2	55.8
01/10/2009 00:30:00	10.9	0.4	12.2	9.1	1.0	0.0	1.0	1.0	10.2	0.6	11.5	8.4	9.6	0.6	11.1	7.6									61	3	62	260	54	3	350	350	13.0	0.0	13.0	13.0	-24.7	0.0	-24.6	-24.7					56.0	0.0	56.2	55.8
01/10/2009 00:40:00	11.1	0.5	12.6	9.5	1.0	0.0	1.0	1.0	10.3	0.6	11.8	8.4	9.6	0.7	11.5	8.0									64	3	69	260	58	4	350	350	13.0	0.0	13.0	13.0	-24.6	0.0	-24.4	-24.7					56.0	0.1	56.2	55.6
01/10/2009 00:50:00	11.9	0.6	13.0	9.5	1.0	0.0	1.0	1.0	11.0	0.6	12.2	8.8	10.2	0.8	11.8	8.0									64	2	64	260	58	4	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.2	-24.6					55.6	0.0	55.8	55.3
01/10/2009 01:00:00	12.4	0.6	13.7	10.3	1.0	0.0	1.0	1.0	11.6	0.7	13.0	9.1	10.8	0.8	12.6	8.8									67	2	68	260	61	4	350	350	13.0	0.0	13.0	13.0	-24.4	0.1	-24.2	-24.6					55.4	0.1	55.6	55.2
01/10/2009 01:10:00	12.7	0.7	14.1	10.7	1.0	0.0	1.0	1.0	12.0	0.7	13.7	9.9	11.2	0.8	13.3	8.8									68	3	69	260	62	5	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.2	-24.6					55.3	0.0	55.6	55.2
01/10/2009 01:20:00	12.9	0.6	14.1	11.1	1.0	0.0	1.0	1.0	12.2	0.6	13.3	9.9	11.4	0.8	13.0	8.8									66	3	65	260	60	4	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.4	-24.6					55.5	0.0	55.8	55.3
01/10/2009 01:30:00	13.4	0.7	14.9	11.1	1.0	0.0	1.0	1.0	12.7	0.7	14.1	9.5	11.9	0.8	13.7	9.1									66	3	68	260	60	4	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.4	-24.6					55.5	0.0	55.6	55.3
01/10/2009 01:40:00	13.0	0.8	14.5	10.7	1.0	0.0	1.0	1.0	12.2	0.8	13.7	9.5	11.5	0.9	13.3	9.1									62	3	61	260	56	4	350	350	13.0	0.0	13.0	13.0	-24.5	0.0	-24.4	-24.6					55.6	0.0	55.8	55.5
