SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/30/2008 00:00:00	5.1	0.4	6.1	4.2	1.0	0.1	1.6	1.0	4.2	0.4	5.3	3.4	3.2	0.4	4.2	1.9									255	12	259	260	258	8	265	350					-15.4	0.0	-15.2	-15.6								
11/30/2008 00:10:00	4.4	0.5	5.7	3.0	1.0	0.1	1.6	1.0	3.7	0.4	4.6	2.6	2.8	0.4	3.8	1.5									255	12	243	260	257	7	270	350					-15.3	0.0	-15.2	-15.6								
11/30/2008 00:20:00	4.3	0.4	5.7	3.0	1.0	0.1	1.3	1.0	3.6	0.5	4.9	2.3	2.6	0.5	4.2	1.5									254	9	245	260	254	7	258	350					-15.3	0.0	-15.2	-15.4								
11/30/2008 00:30:00	4.2	0.4	4.9	3.0	1.0	0.0	1.3	1.0	3.6	0.4	4.6	2.6	2.7	0.4	3.4	1.5									269	13	257	260	265	8	267	350					-15.3	0.0	-15.2	-15.4								
11/30/2008 00:40:00	5.2	0.3	6.1	4.6	1.0	0.1	1.6	1.0	4.4	0.3	5.3	3.8	3.3	0.4	4.2	2.3									269	10	272	260	265	5	259	350					-15.4	0.0	-15.2	-15.4								
11/30/2008 00:50:00	5.1	0.4	5.7	3.8	1.1	0.1	1.6	1.0	4.4	0.4	5.3	3.4	3.4	0.4	4.6	2.3									277	8	260	260	272	6	274	350					-15.3	0.0	-15.2	-15.4								
11/30/2008 01:00:00	5.8	0.4	6.8	4.6	1.2	0.2	1.6	1.0	5.1	0.4	6.1	3.8	3.9	0.4	4.9	2.6									270	6	271	260	267	6	275	350					-15.2	0.1	-15.0	-15.4								
11/30/2008 01:10:00	5.7	0.4	6.5	3.8	1.2	0.2	1.6	1.0	5.0	0.4	6.1	3.8	3.9	0.5	4.9	2.3									265	11	261	260	263	6	267	350					-15.0	0.0	-14.8	-15.0								
11/30/2008 01:20:00	5.3	0.3	6.1	4.6	1.1	0.1	1.6	1.0	4.6	0.3	5.7	3.8	3.5	0.4	4.6	2.3									270	10	266	260	268	6	269	350					-14.9	0.0	-14.6	-15.0								
11/30/2008 01:30:00	4.8	0.5	6.1	3.0	1.1	0.2	1.6	1.0	4.2	0.5	5.7	3.0	3.3	0.4	4.6	2.3									277	6	267	260	275	5	280	350					-14.8	0.0	-14.6	-15.0								
11/30/2008 01:40:00	5.1	0.4	6.1	3.8	1.1	0.2	1.6	1.0	4.4	0.4	5.7	3.0	3.4	0.5	4.6	2.3									274	7	269	260	270	5	276	350					-14.9	0.0	-14.6	-15.0								
11/30/2008 01:50:00	4.6	0.3	5.3	3.8	1.1	0.1	1.6	1.0	4.0	0.3	4.6	3.4	3.2	0.4	4.2	2.3									281	7	274	260	277	6	276	350					-14.9	0.0	-14.8	-15.0								
11/30/2008 02:00:00	3.6	0.3	4.6	2.3	1.0	0.0	1.3	1.0	3.2	0.4	4.2	2.3	2.5	0.5	3.4	1.1									281	10	265	260	278	9	283	350					-15.0	0.0	-14.8	-15.0								
11/30/2008 02:10:00	3.7	0.6	5.3	2.3	1.0	0.1	1.3	1.0	3.4	0.5	4.9	2.3	2.6	0.6	3.8	1.5									291	11	288	260	290	11	266	350					-15.0	0.0	-14.8	-15.0								
