SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/04/2008 00:00:00	3.0	0.6	4.6	1.5	3.2	0.6	4.7	2.1	2.7	0.6	4.2	1.5	2.6	0.5	4.2	1.9									173	9	180	260	161	9	173	350					10.2	0.0	10.2	10.2								
07/04/2008 00:10:00	3.9	0.4	4.9	2.6	4.0	0.4	4.7	2.7	3.7	0.4	4.6	2.3	3.7	0.4	4.6	2.3									155	6	153	260	143	6	143	350					10.0	0.0	10.2	9.7								
07/04/2008 00:20:00	4.2	0.3	4.9	3.4	4.3	0.2	5.0	3.9	4.0	0.3	4.6	3.4	3.9	0.2	4.6	3.0									157	3	159	260	146	3	148	350					9.7	0.0	10.0	9.5								
07/04/2008 00:30:00	4.1	0.2	4.6	3.4	4.1	0.2	4.7	3.6	3.8	0.3	4.6	3.0	3.7	0.3	4.6	3.0									156	4	157	260	143	5	146	350					9.4	0.1	9.7	9.2								
07/04/2008 00:40:00	3.9	0.3	4.6	3.4	3.8	0.3	4.7	3.3	3.6	0.3	4.6	3.0	3.5	0.3	4.6	3.0									149	6	153	260	134	5	139	350					9.5	0.0	9.7	9.2								
07/04/2008 00:50:00	3.6	0.2	3.8	3.0	3.6	0.2	3.9	3.3	3.4	0.2	3.8	3.0	3.4	0.2	3.8	3.0									144	3	141	260	129	2	127	350					9.4	0.0	9.5	9.2								
07/04/2008 01:00:00	4.1	0.2	4.6	3.8	4.2	0.3	4.7	3.3	3.9	0.3	4.2	3.0	3.7	0.3	4.2	3.0									157	2	158	260	143	3	145	350					9.3	0.0	9.5	9.2								
07/04/2008 01:10:00	3.5	0.5	4.2	2.3	3.6	0.5	4.4	2.4	3.2	0.5	4.2	1.9	3.1	0.5	4.2	2.3									157	6	160	260	143	6	150	350					9.2	0.0	9.5	9.2								
07/04/2008 01:20:00	3.8	0.4	4.6	2.3	3.9	0.4	4.7	2.7	3.6	0.5	4.6	2.3	3.4	0.5	4.6	1.9									150	7	161	260	138	7	149	350					9.2	0.0	9.2	9.2								
07/04/2008 01:30:00	3.9	0.5	4.6	2.6	3.9	0.6	4.7	2.7	3.6	0.6	4.2	1.9	3.4	0.5	4.6	2.3									154	9	156	260	141	9	145	350					9.1	0.0	9.2	8.9								
07/04/2008 01:40:00	3.9	0.3	4.9	3.0	4.0	0.4	4.7	3.0	3.7	0.4	4.6	2.3	3.6	0.4	4.2	2.6									152	6	152	260	139	7	143	350					9.1	0.0	9.2	8.9								
07/04/2008 01:50:00	3.8	0.2	4.2	3.0	3.8	0.3	4.4	3.0	3.6	0.3	4.2	2.6	3.5	0.4	4.2	2.6									145	4	147	260	130	4	130	350					9.2	0.0	9.2	9.2								
07/04/2008 02:00:00	3.7	0.1	4.2	3.4	4.0	0.1	4.1	3.6	3.7	0.1	3.8	3.4	3.6	0.2	4.2	2.6									146	1	148	260	134	0	131	350					9.2	0.0	9.2	9.2								
07/04/2008 02:10:00	3.8	0.2	4.2	3.4	3.8	0.2	4.1	3.3	3.6	0.2	4.2	3.0	3.4	0.4	4.2	2.3									138	3	143	260	128	5	132	350					9.2	0.0	9.5	9.2								
07/04/2008 02:20:00	3.4	0.2	4.2	2.6	3.1	0.3	3.9	2.4	3.1	0.3	3.8	2.3	2.9	0.3	3.8	1.9									120	10	93	260	101	12	117	350					9.4	0.0	9.7	9.2								
