SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
09/15/2008 00:00:00	5.7	0.4	6.8	4.9	5.2	0.3	5.9	4.4	5.3	0.4	6.5	4.2	4.9	0.5	6.1	3.4									109	4	120	260	100	3	100	350					9.2	0.0	9.2	9.2								
09/15/2008 00:10:00	6.1	0.5	7.2	4.6	5.0	0.4	6.7	3.9	5.7	0.6	7.2	4.2	5.4	0.6	7.2	3.4									116	6	111	260	107	5	105	350					9.1	0.0	9.2	9.2								
09/15/2008 00:20:00	5.9	0.4	6.8	4.6	4.7	0.4	6.2	3.9	5.6	0.5	6.8	4.6	5.5	0.4	6.5	4.2									119	5	113	260	110	4	115	350					9.2	0.0	9.2	9.2								
09/15/2008 00:30:00	5.6	0.5	6.8	4.2	4.6	0.4	6.2	3.6	5.3	0.4	6.5	4.6	5.2	0.4	6.8	3.8									123	7	118	260	112	6	107	350					9.1	0.0	9.2	8.9								
09/15/2008 00:40:00	4.8	0.4	6.1	3.8	4.6	0.5	5.9	3.3	4.7	0.4	5.7	3.8	4.8	0.4	5.7	3.4									130	6	141	260	118	6	131	350					9.1	0.0	9.2	8.9								
09/15/2008 00:50:00	4.5	0.4	5.7	3.4	4.3	0.4	5.3	3.6	4.3	0.5	5.3	3.0	4.4	0.5	5.7	3.0									134	7	134	260	121	6	116	350					9.0	0.0	9.2	8.9								
09/15/2008 01:00:00	3.9	0.5	5.3	2.6	3.9	0.4	5.6	3.0	3.4	0.5	5.3	2.3	3.4	0.4	4.9	2.3									147	11	159	260	135	10	153	350					8.9	0.0	9.2	8.9								
09/15/2008 01:10:00	4.0	0.5	5.3	2.6	3.8	0.4	5.0	3.0	3.6	0.5	4.6	2.6	3.7	0.4	4.9	2.6									134	9	148	260	122	8	137	350					8.9	0.0	9.2	8.9								
09/15/2008 01:20:00	4.3	0.5	5.7	2.6	4.2	0.4	5.0	3.0	4.0	0.4	4.9	3.0	4.1	0.4	5.3	3.0									137	8	138	260	124	6	137	350					8.7	0.0	8.9	8.7								
09/15/2008 01:30:00	4.5	0.5	5.7	3.0	4.5	0.4	5.9	3.3	4.0	0.5	5.7	2.6	3.9	0.5	5.3	2.6									149	10	145	260	136	10	118	350					8.7	0.0	8.9	8.7								
09/15/2008 01:40:00	4.9	0.5	6.1	3.4	4.8	0.5	5.9	3.6	4.4	0.6	5.7	2.6	4.1	0.5	5.3	2.6									163	5	161	260	153	5	150	350					8.9	0.0	9.2	8.9								
09/15/2008 01:50:00	5.4	0.4	6.5	4.2	5.4	0.4	6.4	3.9	4.8	0.4	6.1	3.4	4.6	0.4	5.7	3.4									165	3	168	260	154	4	159	350					9.1	0.0	9.2	8.9								
09/15/2008 02:00:00	5.0	0.5	6.1	3.4	5.0	0.5	6.2	3.9	4.5	0.5	5.7	3.0	4.3	0.5	5.7	3.4									155	7	160	260	145	7	150	350					9.1	0.0	9.2	8.9								
09/15/2008 02:10:00	4.3	0.5	5.3	3.0	4.0	0.6	5.3	2.7	3.8	0.5	5.3	2.6	3.9	0.4	4.9	3.0									132	10	139	260	121	9	139	350					8.8	0.0	9.2	8.7								
09/15/2008 02:20:00	5.1	0.6	6.5	3.8	4.7	0.6	6.4	3.3	4.7	0.5	6.1	3.4	4.6	0.5	6.1	2.3									135	10	138	260	122	8	132	350					8.7	0.0	8.9	8.7								
