SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/05/2008 00:00:00	0.4	0.0	0.4	0.4	1.7	0.2	1.9	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.7	0.4									325	5	260	260	249	2	250	350					-27.1	0.0	-26.9	-27.2								
01/05/2008 00:10:00	0.4	0.0	0.4	0.4	1.5	0.3	1.9	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.7	0.4									326	6	260	260	247	1	249	350					-27.2	0.0	-27.0	-27.2								
01/05/2008 00:20:00	0.4	0.0	0.4	0.4	1.6	0.2	1.9	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.4	0.4									326	6	260	260	248	1	248	350					-27.3	0.0	-27.2	-27.5								
01/05/2008 00:30:00	0.4	0.0	0.4	0.4	1.2	0.3	1.9	1.0	0.8	0.1	1.1	0.7	0.4	0.0	0.4	0.4									327	8	260	260	246	1	248	350					-27.4	0.0	-27.2	-27.5								
01/05/2008 00:40:00	0.4	0.0	0.4	0.4	1.2	0.3	1.9	1.0	0.8	0.1	1.1	0.7	0.4	0.0	0.4	0.4									327	9	260	260	246	1	248	350					-27.2	0.1	-26.9	-27.5								
01/05/2008 00:50:00	0.4	0.0	0.4	0.4	1.1	0.2	1.9	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.4	0.4									325	11	260	260	244	2	246	350					-27.1	0.0	-26.9	-27.0								
01/05/2008 01:00:00	0.4	0.0	0.4	0.4	1.1	0.2	1.9	1.0	0.9	0.2	1.1	0.7	0.4	0.0	0.4	0.4									323	15	260	260	244	2	238	350					-26.8	0.0	-26.5	-26.9								
01/05/2008 01:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.3	1.0	0.9	0.2	1.1	0.7	0.4	0.0	0.4	0.4									325	14	260	260	245	1	245	350					-26.7	0.0	-26.5	-26.9								
01/05/2008 01:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.3	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.4	0.4									325	14	260	260	245	1	245	350					-26.7	0.0	-26.4	-26.9								
01/05/2008 01:30:00	0.4	0.0	0.4	0.4	1.0	0.1	1.6	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.4	0.4									325	15	260	260	244	2	242	350					-26.7	0.0	-26.7	-26.9								
01/05/2008 01:40:00	0.4	0.0	0.4	0.4	1.0	0.1	1.6	1.0	0.8	0.2	1.1	0.7	0.4	0.0	0.4	0.4									325	13	260	260	244	2	243	350					-26.7	0.1	-26.4	-26.9								
01/05/2008 01:50:00	0.4	0.0	0.4	0.4	1.0	0.1	1.6	1.0	0.9	0.2	1.1	0.4	0.4	0.0	0.4	0.4									326	13	260	260	244	1	244	350					-26.5	0.0	-26.2	-26.7								
01/05/2008 02:00:00	0.4	0.0	0.4	0.4	1.0	0.1	1.6	1.0	0.7	0.3	1.1	0.4	0.4	0.0	0.4	0.4									324	15	260	260	241	3	241	350					-26.5	0.0	-26.2	-26.5								
01/05/2008 02:10:00	0.4	0.0	0.4	0.4	1.1	0.1	1.6	1.0	0.6	0.3	1.1	0.4	0.4	0.0	0.4	0.4									321	17	260	260	239	4	241	350					-26.5	0.0	-26.2	-26.7								
