SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/13/2008 00:00:00	4.8	0.2	5.3	4.2	1.0	0.1	1.6	1.0	4.4	0.3	5.3	3.4	3.8	0.4	4.6	2.6									40	2	38	260	34	2	28	350					-26.4	0.1	-26.1	-26.5								
02/13/2008 00:10:00	5.1	0.2	5.7	4.6	1.0	0.1	1.3	1.0	4.6	0.2	5.3	4.2	4.1	0.2	4.6	3.0									47	2	47	260	40	2	35	350					-25.8	0.1	-25.6	-26.1								
02/13/2008 00:20:00	4.9	0.3	5.7	4.6	1.0	0.1	1.6	1.0	4.5	0.2	5.3	4.2	3.8	0.3	4.6	2.6									47	2	45	260	39	3	38	350					-25.9	0.1	-25.7	-26.1								
02/13/2008 00:30:00	5.0	0.2	5.3	4.2	1.0	0.1	1.6	1.0	4.4	0.3	4.9	3.8	3.3	0.3	3.8	2.6									42	1	42	260	32	2	29	350					-26.3	0.2	-25.9	-26.7								
02/13/2008 00:40:00	4.6	0.3	5.3	4.2	1.0	0.0	1.3	1.0	4.2	0.3	4.9	3.4	3.4	0.3	4.2	2.6									38	5	42	260	29	3	27	350					-26.7	0.0	-26.4	-26.9								
02/13/2008 00:50:00	4.5	0.2	4.9	3.8	1.0	0.0	1.0	1.0	4.3	0.3	4.9	3.8	3.8	0.2	4.2	3.0									19	9	28	260	11	8	350	350					-27.2	0.2	-26.9	-27.5								
02/13/2008 01:00:00	4.4	0.3	5.3	3.8	1.0	0.0	1.0	1.0	4.4	0.3	4.9	3.8	4.1	0.3	4.6	3.4									19	6	28	260	13	6	350	350					-27.5	0.0	-27.4	-27.8								
02/13/2008 01:10:00	4.4	0.2	4.9	3.8	1.0	0.0	1.3	1.0	4.4	0.2	4.9	3.4	4.1	0.2	4.6	3.4									31	3	26	260	22	3	19	350					-28.1	0.2	-27.7	-28.6								
02/13/2008 01:20:00	4.4	0.3	4.9	3.8	1.0	0.0	1.0	1.0	4.2	0.2	4.9	3.8	4.2	0.2	4.6	3.8									24	4	25	260	14	3	350	350					-28.6	0.0	-28.5	-28.8								
02/13/2008 01:30:00	4.9	0.3	5.7	3.8	1.0	0.0	1.0	1.0	4.6	0.3	5.3	3.8	4.5	0.2	4.9	3.8									14	2	13	260	8	1	350	350					-28.7	0.0	-28.5	-28.9								
02/13/2008 01:40:00	5.0	0.4	5.7	4.2	1.0	0.0	1.0	1.0	4.6	0.2	5.3	4.2	4.5	0.2	4.9	4.2									15	2	14	260	9	2	350	350					-28.7	0.0	-28.6	-28.9								
02/13/2008 01:50:00	4.8	0.2	5.3	4.6	1.0	0.0	1.0	1.0	4.8	0.3	5.3	4.2	4.2	0.2	4.6	3.4									23	3	17	260	15	1	350	350					-28.8	0.0	-28.5	-28.9								
02/13/2008 02:00:00	5.2	0.3	5.7	4.6	1.0	0.0	1.0	1.0	4.8	0.2	5.3	4.2	4.2	0.2	4.6	3.4									26	5	20	260	19	5	350	350					-28.7	0.2	-28.1	-28.9								
02/13/2008 02:10:00	5.3	0.3	6.1	4.2	1.0	0.0	1.6	1.0	4.6	0.3	5.7	3.8	3.7	0.4	4.6	2.6									34	2	30	260	27	2	22	350					-28.3	0.0	-28.1	-28.6								
