SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/22/2008 00:00:00	3.2	0.3	4.2	2.3	3.9	0.3	4.7	3.3	3.4	0.3	4.2	2.3	3.5	0.3	4.2	2.6									344	8	329	260	338	7	329	350					10.9	0.0	11.0	10.8								
06/22/2008 00:10:00	4.0	0.5	4.9	3.0	4.2	0.4	5.3	3.0	3.8	0.5	4.9	2.3	3.6	0.4	4.6	2.6									327	5	325	260	322	3	325	350					10.7	0.0	11.0	10.5								
06/22/2008 00:20:00	4.6	0.3	5.3	3.8	4.7	0.3	5.6	3.6	4.3	0.4	4.9	3.4	4.0	0.4	4.9	2.6									326	4	318	260	324	4	322	350					10.5	0.0	10.5	10.2								
06/22/2008 00:30:00	5.2	0.3	5.7	4.6	5.2	0.3	5.9	4.4	4.9	0.4	5.7	3.8	4.5	0.4	5.3	3.4									331	2	329	260	329	2	329	350					10.4	0.0	10.5	10.2								
06/22/2008 00:40:00	5.8	0.5	6.8	4.6	5.8	0.5	7.0	4.7	5.4	0.5	6.5	4.2	5.0	0.5	6.5	3.4									331	3	331	260	329	3	332	350					10.3	0.0	10.5	10.2								
06/22/2008 00:50:00	5.9	0.4	6.8	4.2	5.9	0.4	6.7	4.7	5.5	0.5	6.5	4.2	5.0	0.5	6.5	3.4									335	4	330	260	332	4	330	350					10.2	0.0	10.2	10.2								
06/22/2008 01:00:00	5.5	0.2	6.1	4.6	5.7	0.4	6.7	4.7	5.3	0.4	6.1	4.2	4.8	0.5	6.1	3.4									330	2	326	260	326	3	328	350					10.2	0.0	10.2	10.0								
06/22/2008 01:10:00	5.8	0.4	6.5	4.6	5.8	0.4	7.0	4.7	5.4	0.5	6.5	3.8	4.9	0.5	6.1	3.8									330	2	327	260	328	3	332	350					10.1	0.0	10.2	10.0								
06/22/2008 01:20:00	5.6	0.4	6.5	4.2	5.6	0.5	6.4	4.4	5.2	0.5	6.1	3.8	4.7	0.6	5.7	3.4									332	2	328	260	329	3	333	350					10.0	0.0	10.2	10.0								
06/22/2008 01:30:00	5.7	0.3	6.1	4.6	5.7	0.4	6.7	4.7	5.3	0.5	6.1	3.4	4.7	0.5	6.1	3.4									333	2	329	260	330	3	333	350					9.9	0.0	10.0	10.0								
06/22/2008 01:40:00	5.0	0.4	5.7	3.8	5.0	0.4	5.6	3.6	4.6	0.5	5.3	3.0	4.1	0.5	5.3	2.6									338	5	330	260	335	5	335	350					9.9	0.0	10.0	9.7								
06/22/2008 01:50:00	5.1	0.4	6.1	3.8	5.3	0.5	6.2	4.1	4.9	0.5	5.7	3.4	4.5	0.5	5.7	3.0									334	5	339	260	332	5	341	350					9.9	0.0	10.0	9.7								
06/22/2008 02:00:00	4.7	0.4	5.7	3.8	5.1	0.4	5.9	4.1	4.6	0.4	5.3	3.4	4.3	0.5	5.3	3.0									329	3	327	260	327	3	332	350					9.8	0.0	10.0	9.7								
06/22/2008 02:10:00	4.2	0.3	4.9	3.4	4.7	0.3	5.3	3.6	4.3	0.4	5.3	3.4	3.9	0.5	4.9	2.6									331	5	330	260	329	5	332	350					9.7	0.0	10.0	9.7								
06/22/2008 02:20:00	5.1	0.4	5.7	3.8	5.3	0.4	6.2	4.1	4.9	0.4	5.7	3.4	4.6	0.4	5.7	3.4									332	6	332	260	331	6	338	350					9.7	0.0	10.0	9.7								
