SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/31/2009 00:00:00	5.0	0.3	6.1	4.2	4.6	0.3	5.6	3.9	4.5	0.4	5.7	3.0	3.8	0.4	4.6	3.0									302	4	303	260	301	4	302	350	13.2	0.0	13.2	13.1	-18.8	0.1	-18.4	-19.0					80.8	0.0	81.0	80.6
01/31/2009 00:10:00	4.3	0.4	5.3	3.0	4.0	0.4	5.0	2.7	3.7	0.5	4.9	2.6	3.0	0.5	4.2	1.9									302	4	293	260	301	4	301	350	13.2	0.0	13.2	13.1	-18.6	0.1	-18.4	-19.0					81.1	0.0	81.2	80.8
01/31/2009 00:20:00	4.7	0.6	6.1	3.0	3.9	0.5	5.3	2.7	3.8	0.6	5.3	2.3	3.0	0.6	4.6	1.5									301	6	304	260	299	7	303	350	13.2	0.0	13.2	13.1	-19.0	0.0	-18.8	-19.2					80.7	0.0	81.0	80.6
01/31/2009 00:30:00	5.0	0.7	6.8	3.0	3.9	0.5	5.3	2.7	3.8	0.6	5.7	2.3	3.1	0.5	4.2	1.9									295	7	292	260	289	8	291	350	13.2	0.0	13.2	13.1	-19.3	0.2	-18.8	-19.7					80.4	0.2	80.8	79.9
01/31/2009 00:40:00	5.9	0.7	7.2	3.4	4.8	0.7	6.2	3.0	4.8	0.7	6.1	2.6	3.9	0.8	5.3	1.9									293	4	289	260	290	6	292	350	13.2	0.0	13.2	13.1	-19.7	0.0	-19.5	-19.9					79.9	0.0	80.2	79.7
01/31/2009 00:50:00	5.7	0.5	6.8	4.2	4.7	0.5	6.2	3.6	4.8	0.5	6.1	3.4	4.0	0.5	5.3	2.3									296	5	292	260	291	6	300	350	13.2	0.0	13.2	13.1	-19.6	0.2	-19.3	-19.9					80.0	0.0	80.2	79.7
01/31/2009 01:00:00	5.9	0.4	7.2	4.6	4.8	0.4	6.2	3.3	5.0	0.6	6.8	3.0	4.1	0.5	5.3	2.3									295	4	297	260	292	4	291	350	13.2	0.0	13.2	13.1	-19.6	0.0	-19.3	-19.7					80.0	0.0	80.2	79.9
01/31/2009 01:10:00	4.7	0.7	6.5	2.6	3.6	0.6	5.0	2.1	3.7	0.7	5.3	1.9	3.0	0.6	4.6	1.9									291	6	293	260	288	7	300	350	13.1	0.0	13.2	13.1	-19.4	0.0	-19.2	-19.5					80.2	0.0	80.4	79.9
01/31/2009 01:20:00	4.5	0.6	6.1	3.0	3.4	0.5	5.0	2.1	3.5	0.6	5.7	2.3	2.8	0.6	4.6	1.5									290	7	294	260	289	8	290	350	13.1	0.0	13.2	13.1	-19.5	0.0	-19.2	-19.5					80.2	0.0	80.4	79.9
01/31/2009 01:30:00	6.1	1.1	7.6	3.8	4.6	1.0	6.4	2.4	4.8	1.1	6.5	2.6	3.8	0.9	5.3	1.5									287	4	286	260	282	5	284	350	13.1	0.0	13.2	13.1	-19.9	0.2	-19.5	-20.1					79.8	0.0	80.2	79.5
01/31/2009 01:40:00	6.4	0.7	8.0	4.9	5.2	1.0	7.0	3.6	5.4	0.8	6.8	3.4	4.0	0.7	5.7	1.9									285	3	281	260	281	3	287	350	13.1	0.0	13.1	13.1	-20.2	0.0	-19.9	-20.2					79.5	0.0	79.7	79.3
