SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/28/2009 00:00:00	8.1	0.9	10.7	5.7	1.0	0.0	1.0	1.0	7.5	0.8	9.9	5.7	7.8	0.9	10.3	5.7									279	8	271	260	98	0	350	350	12.0	0.0	12.0	12.0	-5.6	0.0	-5.6	-5.8					96.0	0.0	96.4	95.6
02/28/2009 00:10:00	7.9	0.9	10.3	5.7	1.0	0.0	1.0	1.0	7.5	1.0	10.7	5.3	8.0	0.9	11.1	5.7									279	7	276	260	98	0	350	350	12.0	0.0	12.0	12.0	-5.7	0.0	-5.6	-5.8					95.9	0.0	96.1	95.6
02/28/2009 00:20:00	8.5	1.0	11.1	5.7	1.0	0.0	1.0	1.0	8.0	1.0	11.5	5.7	8.3	0.9	11.8	6.1									279	8	267	260	98	0	350	350	12.0	0.0	12.0	12.0	-5.7	0.0	-5.6	-5.8					95.8	0.0	96.1	95.3
02/28/2009 00:30:00	7.8	1.0	10.7	5.7	1.0	0.0	1.0	1.0	7.5	1.0	10.7	5.3	7.8	0.8	9.9	5.7									279	8	282	260	98	0	350	350	12.0	0.0	12.0	12.0	-5.9	0.0	-5.8	-6.0					95.6	0.1	95.8	95.1
02/28/2009 00:40:00	8.3	1.0	11.5	5.3	1.0	0.0	1.0	1.0	7.8	1.0	10.7	4.9	8.2	1.2	11.5	4.9									278	8	282	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.0	0.0	-5.8	-6.0					95.4	0.0	95.6	95.1
02/28/2009 00:50:00	8.5	1.0	10.7	6.1	1.0	0.0	1.0	1.0	8.2	1.0	10.3	5.7	8.5	1.0	11.8	6.1									278	7	264	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.0	0.0	-5.8	-6.0					95.4	0.0	95.6	95.1
02/28/2009 01:00:00	8.6	1.0	11.5	6.1	1.0	0.0	1.0	1.0	8.1	1.0	12.2	6.1	8.5	1.0	11.8	6.5									278	7	272	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.0	0.0	-5.8	-6.0					95.5	0.0	95.6	95.1
02/28/2009 01:10:00	8.6	1.0	10.7	5.7	1.0	0.0	1.0	1.0	8.3	1.0	11.1	6.1	8.6	1.0	11.5	6.8									278	6	265	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.1	0.0	-5.8	-6.2					95.4	0.0	95.6	95.1
02/28/2009 01:20:00	8.5	1.0	11.5	5.7	1.0	0.0	1.0	1.0	8.0	0.9	10.3	5.7	8.4	1.0	11.5	6.1									279	7	269	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.3	0.0	-6.2	-6.4					95.1	0.0	95.6	94.8
02/28/2009 01:30:00	8.6	0.9	10.7	6.1	1.0	0.0	1.0	1.0	8.3	0.9	10.3	6.1	8.7	1.0	11.1	6.1									280	9	261	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.4	0.0	-6.2	-6.4					95.1	0.0	95.3	94.5
02/28/2009 01:40:00	8.7	0.9	11.8	6.1	1.0	0.0	1.0	1.0	8.2	0.9	11.1	5.7	8.7	0.8	11.1	6.5									279	7	267	260	98	0	350	350	12.0	0.0	12.0	12.0	-6.4	0.0	-6.2	-6.7					95.0	0.0	95.3	94.5
