SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/04/2008 00:00:00	6.4	0.4	7.2	5.3	6.6	0.3	7.3	5.9	6.2	0.3	6.8	5.3	5.7	0.3	6.5	4.9									66	3	69	260	55	3	56	350					2.1	0.0	2.2	2.2								
05/04/2008 00:10:00	6.7	0.3	7.6	5.7	6.8	0.3	7.6	6.4	6.4	0.3	7.6	5.7	5.8	0.3	6.8	4.9									66	3	68	260	56	3	59	350					2.1	0.0	2.2	2.0								
05/04/2008 00:20:00	6.7	0.3	7.6	5.7	6.8	0.3	7.6	5.9	6.4	0.4	7.2	5.3	5.8	0.4	7.6	4.9									66	3	68	260	55	4	56	350					2.1	0.0	2.2	2.0								
05/04/2008 00:30:00	6.9	0.3	7.6	6.1	6.9	0.3	7.9	6.2	6.5	0.3	7.2	5.7	5.9	0.4	7.2	4.6									63	3	61	260	53	3	54	350					2.0	0.0	2.2	2.0								
05/04/2008 00:40:00	6.7	0.3	7.6	6.1	7.0	0.3	7.9	6.4	6.5	0.3	7.2	5.3	6.0	0.3	6.8	5.3									61	3	59	260	50	2	50	350					1.9	0.0	2.2	1.7								
05/04/2008 00:50:00	6.5	0.4	7.2	5.7	6.9	0.3	7.6	6.2	6.4	0.3	7.2	5.3	6.0	0.3	6.8	4.9									65	4	63	260	53	4	50	350					1.9	0.0	2.0	1.7								
05/04/2008 01:00:00	5.8	0.3	6.5	4.9	6.2	0.2	7.0	5.6	5.7	0.3	6.5	4.9	5.4	0.3	6.1	4.6									69	6	61	260	56	5	56	350					1.8	0.1	2.0	1.5								
05/04/2008 01:10:00	5.7	0.3	6.5	4.9	6.1	0.2	6.7	5.6	5.7	0.2	6.5	5.3	5.4	0.3	6.1	4.6									74	4	69	260	62	4	62	350					1.9	0.0	2.2	1.7								
05/04/2008 01:20:00	5.8	0.3	6.5	4.9	6.3	0.3	7.0	5.6	5.9	0.3	6.5	5.3	5.6	0.3	6.5	4.9									74	3	83	260	64	3	60	350					2.1	0.0	2.2	2.0								
05/04/2008 01:30:00	5.4	0.2	6.1	4.9	5.9	0.2	6.4	5.6	5.4	0.2	6.1	4.9	5.2	0.2	6.1	4.6									74	2	75	260	63	2	63	350					2.1	0.0	2.2	2.0								
05/04/2008 01:40:00	5.1	0.4	6.5	3.8	5.5	0.4	6.4	4.4	5.0	0.4	6.1	3.8	4.8	0.4	5.7	3.8									77	6	71	260	64	5	56	350					1.9	0.1	2.2	1.7								
05/04/2008 01:50:00	4.3	0.3	5.3	3.4	4.6	0.3	5.6	3.9	4.2	0.3	5.3	3.4	4.1	0.3	4.9	3.4									79	5	88	260	67	4	76	350					1.6	0.0	2.0	1.5								
05/04/2008 02:00:00	4.0	0.4	5.3	3.0	4.5	0.3	5.6	3.9	4.1	0.4	5.7	3.4	4.0	0.4	5.3	3.0									70	7	79	260	58	6	46	350					1.9	0.0	2.2	1.5								
05/04/2008 02:10:00	4.7	0.5	5.7	3.4	5.2	0.5	6.4	3.9	4.7	0.5	6.1	3.0	4.5	0.5	5.7	3.0									65	7	58	260	52	7	57	350					2.2	0.0	2.5	2.2								
05/04/2008 02:20:00	5.3	0.3	6.5	4.6	5.9	0.2	6.4	5.3	5.3	0.3	6.1	4.9	5.3	0.3	6.1	4.6									59	5	54	260	47	3	44	350					2.2	0.0	2.5	2.2								
