SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/04/2008 00:00:00	5.6	0.5	6.8	4.2	5.8	0.5	6.7	4.4	5.3	0.5	6.5	3.8	5.3	0.6	6.8	3.8									323	4	316	260	319	3	320	350					7.3	0.0	7.7	7.2								
08/04/2008 00:10:00	5.5	0.4	6.5	4.6	5.7	0.4	6.7	4.7	5.2	0.4	6.1	3.8	5.1	0.5	6.1	4.2									324	3	322	260	321	2	323	350					7.1	0.0	7.4	7.2								
08/04/2008 00:20:00	6.0	0.4	6.8	4.9	6.2	0.3	7.0	5.3	5.8	0.4	6.8	4.9	5.7	0.4	6.8	4.6									319	3	307	260	316	3	319	350					7.0	0.0	7.2	6.9								
08/04/2008 00:30:00	5.3	0.5	6.5	3.8	5.5	0.5	6.7	4.4	5.1	0.6	6.5	3.8	5.0	0.6	6.5	3.4									322	5	317	260	320	5	320	350					6.8	0.0	7.2	6.9								
08/04/2008 00:40:00	4.7	0.3	5.3	3.8	4.9	0.3	5.6	4.1	4.4	0.4	5.3	3.4	4.3	0.4	5.3	3.4									326	4	325	260	324	4	331	350					6.7	0.0	6.9	6.6								
08/04/2008 00:50:00	5.6	0.5	6.5	4.6	5.7	0.5	6.7	4.7	5.3	0.5	6.5	3.8	5.1	0.5	6.5	3.8									317	3	316	260	315	3	315	350					6.6	0.0	6.9	6.6								
08/04/2008 01:00:00	5.4	0.4	6.5	4.2	5.5	0.4	6.4	4.7	5.1	0.4	6.1	3.8	5.0	0.5	6.1	3.8									322	4	317	260	320	3	322	350					6.5	0.0	6.9	6.4								
08/04/2008 01:10:00	5.1	0.3	5.7	4.2	5.3	0.3	6.2	4.4	4.9	0.4	5.7	3.8	4.8	0.5	5.7	3.4									321	4	319	260	319	3	316	350					6.5	0.0	6.6	6.4								
08/04/2008 01:20:00	4.9	0.5	6.1	3.8	5.1	0.4	6.2	4.1	4.7	0.5	6.1	3.4	4.5	0.5	5.7	3.4									321	4	319	260	319	3	325	350					6.5	0.0	6.6	6.4								
08/04/2008 01:30:00	4.2	0.5	5.7	3.0	4.4	0.5	5.6	3.6	3.9	0.5	5.3	2.6	3.8	0.5	5.3	2.6									323	5	320	260	321	3	321	350					6.5	0.0	6.4	6.4								
08/04/2008 01:40:00	4.2	0.4	4.9	3.4	4.3	0.3	5.3	3.6	3.9	0.4	4.9	3.0	3.7	0.4	4.6	3.0									322	4	320	260	320	4	322	350					6.4	0.0	6.4	6.4								
08/04/2008 01:50:00	4.5	0.4	5.7	3.4	4.7	0.3	5.6	3.9	4.2	0.4	5.3	3.0	4.1	0.4	5.3	3.4									316	4	310	260	313	4	311	350					6.3	0.0	6.4	6.1								
08/04/2008 02:00:00	4.4	0.4	5.7	3.0	4.5	0.4	5.3	3.6	4.1	0.4	4.9	3.0	4.0	0.4	4.9	3.0									310	4	305	260	307	4	313	350					6.3	0.0	6.4	6.1								
08/04/2008 02:10:00	4.8	0.4	5.7	3.8	4.9	0.3	5.9	4.1	4.5	0.4	5.7	3.4	4.4	0.4	5.3	3.4									305	5	307	260	303	4	303	350					6.3	0.0	6.4	6.1								
08/04/2008 02:20:00	4.9	0.5	6.1	3.8	4.9	0.4	6.2	4.1	4.5	0.5	6.1	3.8	4.3	0.5	6.1	3.4									296	6	295	260	295	6	300	350					6.3	0.0	6.4	6.1								
