SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/22/2008 00:00:00	7.5	0.3	8.0	5.3	7.7	0.5	8.7	6.2	7.2	0.5	8.0	5.3	6.5	0.5	7.6	4.9									11	1	12	260	5	2	2	350					4.7	0.0	4.9	4.4								
07/22/2008 00:10:00	7.5	0.2	8.0	6.5	7.4	0.4	8.2	6.4	6.9	0.4	7.6	5.7	6.1	0.4	7.2	4.9									12	1	9	260	6	2	1	350					4.2	0.0	4.7	3.9								
07/22/2008 00:20:00	7.1	0.4	8.0	6.1	7.0	0.4	8.2	6.2	6.5	0.4	7.6	5.3	5.9	0.4	7.2	4.9									14	2	12	260	8	3	4	350					3.9	0.0	4.2	3.7								
07/22/2008 00:30:00	7.0	0.3	7.6	5.7	6.9	0.4	7.9	5.9	6.5	0.4	7.6	5.3	5.8	0.5	6.8	4.2									15	2	14	260	9	2	6	350					4.1	0.0	4.4	3.9								
07/22/2008 00:40:00	7.2	0.4	8.0	6.1	7.1	0.4	7.9	6.2	6.6	0.5	7.6	5.7	6.0	0.5	7.2	4.9									16	2	14	260	10	2	5	350					3.9	0.0	4.2	3.7								
07/22/2008 00:50:00	7.4	0.4	8.0	5.7	7.3	0.3	7.9	6.4	6.8	0.4	7.6	5.7	6.2	0.4	7.2	5.3									17	1	15	260	11	2	5	350					3.7	0.0	3.9	3.7								
07/22/2008 01:00:00	7.2	0.4	8.0	5.7	7.2	0.3	7.9	6.2	6.8	0.4	7.6	5.7	6.1	0.4	7.2	5.3									18	2	19	260	11	2	7	350					3.8	0.0	4.2	3.7								
07/22/2008 01:10:00	7.1	0.4	7.6	6.1	7.0	0.4	7.9	5.9	6.5	0.4	7.6	5.3	5.9	0.4	6.8	4.6									19	2	17	260	12	2	9	350					3.8	0.0	3.9	3.7								
07/22/2008 01:20:00	7.0	0.4	8.0	5.7	7.0	0.4	7.9	5.9	6.5	0.4	7.6	5.3	5.9	0.4	6.8	4.9									22	3	20	260	15	2	12	350					3.7	0.0	3.9	3.7								
07/22/2008 01:30:00	7.0	0.3	7.6	6.1	7.1	0.3	7.9	6.2	6.6	0.4	7.2	5.3	6.0	0.4	6.8	4.9									24	2	20	260	17	2	13	350					3.6	0.0	3.7	3.4								
07/22/2008 01:40:00	6.1	0.4	7.2	5.3	6.4	0.3	7.3	5.9	5.8	0.3	6.8	5.3	5.5	0.3	6.5	4.9									26	2	25	260	18	1	16	350					3.3	0.0	3.7	3.2								
07/22/2008 01:50:00	5.8	0.2	6.5	5.3	6.1	0.2	6.7	5.6	5.5	0.2	6.5	4.9	5.2	0.2	5.7	4.6									27	2	27	260	18	2	18	350					3.4	0.0	3.4	3.2								
07/22/2008 02:00:00	6.1	0.3	6.5	5.3	6.3	0.2	7.0	5.9	5.7	0.3	6.5	4.9	5.4	0.2	6.1	4.9									29	2	29	260	21	1	19	350					3.4	0.0	3.7	3.2								
07/22/2008 02:10:00	6.3	0.2	6.8	5.7	6.6	0.2	7.3	5.9	5.9	0.3	6.5	5.3	5.4	0.3	6.1	4.9									32	1	31	260	23	1	19	350					3.4	0.0	3.4	3.4								
07/22/2008 02:20:00	6.1	0.2	6.5	5.7	6.4	0.2	6.7	5.9	5.8	0.2	6.1	5.3	5.2	0.2	5.7	4.6									35	1	32	260	26	1	19	350					3.5	0.0	3.7	3.4								
