SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/21/2008 00:00:00	9.8	0.5	11.1	8.4	7.8	0.5	9.3	6.4	9.2	0.5	11.1	7.6	8.7	0.5	9.9	7.2									125	3	126	260	115	3	119	350					3.0	0.0	3.2	2.9								
04/21/2008 00:10:00	10.0	0.6	11.8	8.4	8.6	0.8	11.0	6.7	9.3	0.7	11.8	7.6	8.8	0.6	11.1	7.2									129	4	132	260	119	4	125	350					2.8	0.0	3.2	2.7								
04/21/2008 00:20:00	10.6	0.5	11.8	8.8	9.2	0.6	10.7	7.6	9.9	0.5	11.1	8.8	9.3	0.5	10.7	7.6									129	2	131	260	120	3	127	350					2.6	0.0	2.9	2.5								
04/21/2008 00:30:00	10.7	0.6	12.6	9.1	9.1	0.7	11.0	7.3	10.1	0.7	12.2	8.8	9.5	0.6	11.1	7.6									127	3	130	260	119	3	117	350					2.6	0.0	2.7	2.5								
04/21/2008 00:40:00	10.2	0.5	11.5	8.8	8.5	0.6	10.4	7.3	9.7	0.5	11.5	8.0	9.1	0.5	10.3	7.2									125	3	129	260	117	3	125	350					2.5	0.0	2.7	2.5								
04/21/2008 00:50:00	10.2	0.5	11.1	8.8	8.2	0.5	9.6	7.0	9.7	0.5	11.1	8.0	9.2	0.6	10.7	7.2									124	3	126	260	116	3	117	350					2.6	0.0	2.7	2.5								
04/21/2008 01:00:00	10.1	0.5	11.5	8.4	8.5	0.7	11.0	6.7	9.5	0.6	11.5	8.0	9.1	0.5	10.7	7.6									127	4	129	260	118	3	122	350					2.6	0.0	2.7	2.5								
04/21/2008 01:10:00	9.5	0.5	11.5	8.0	8.4	0.6	10.2	6.4	8.9	0.5	10.7	7.6	8.3	0.4	9.5	7.2									131	3	137	260	120	4	112	350					2.5	0.0	2.7	2.5								
04/21/2008 01:20:00	9.9	0.5	11.5	8.0	9.0	0.7	10.7	7.3	9.4	0.5	10.7	8.0	8.7	0.5	9.9	7.2									132	3	136	260	122	3	123	350					2.5	0.0	2.7	2.5								
04/21/2008 01:30:00	10.3	0.4	11.8	9.5	9.2	0.5	10.7	8.2	9.9	0.4	11.1	8.8	9.3	0.4	10.3	8.4									130	2	135	260	120	3	127	350					2.4	0.0	2.5	2.2								
04/21/2008 01:40:00	10.2	0.6	12.2	8.8	9.0	0.7	11.0	7.0	9.7	0.6	11.5	7.6	9.1	0.7	11.1	7.2									129	3	131	260	119	4	118	350					2.4	0.0	2.7	2.2								
04/21/2008 01:50:00	9.8	0.3	11.1	8.8	8.2	0.5	10.4	7.0	9.6	0.4	10.7	8.4	8.9	0.4	9.9	7.6									126	2	131	260	117	2	114	350					2.5	0.0	2.7	2.5								
04/21/2008 02:00:00	10.0	0.3	10.7	9.5	7.5	0.3	8.7	6.7	9.7	0.3	10.7	8.8	9.0	0.5	9.9	7.2									122	2	120	260	113	2	107	350					2.6	0.0	2.7	2.5								
04/21/2008 02:10:00	9.9	0.4	11.1	8.8	8.2	0.5	9.3	7.0	9.4	0.5	10.7	8.4	8.8	0.5	10.3	7.2									117	3	120	260	108	3	105	350					2.5	0.0	2.7	2.5								
04/21/2008 02:20:00	9.9	0.3	11.1	8.8	8.3	0.5	9.9	7.0	9.5	0.4	10.7	8.4	8.7	0.5	9.9	6.8									116	3	115	260	107	2	104	350					2.4	0.0	2.5	2.5								
