SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
03/10/2008 00:00:00	5.0	0.4	6.1	4.2	1.0	0.0	1.0	1.0	4.4	0.4	5.3	3.4	3.9	0.4	4.9	2.6									5	0	3	260	282	4	350	350					-13.9	0.0	-13.7	-14.1								
03/10/2008 00:10:00	5.1	0.4	6.1	3.8	1.0	0.0	1.0	1.0	4.3	0.4	4.9	3.4	3.7	0.4	4.9	2.6									5	0	3	260	283	4	350	350					-13.9	0.0	-13.7	-14.1								
03/10/2008 00:20:00	5.0	0.4	5.7	3.8	1.0	0.0	1.0	1.0	4.1	0.3	4.9	3.0	3.6	0.3	4.6	2.6									5	0	3	260	278	3	350	350					-14.0	0.0	-13.9	-14.3								
03/10/2008 00:30:00	4.7	0.4	5.7	3.8	1.0	0.0	1.0	1.0	3.8	0.4	4.9	2.6	3.4	0.4	4.6	2.3									5	0	3	260	279	4	350	350					-14.1	0.0	-13.9	-14.3								
03/10/2008 00:40:00	4.6	0.3	5.3	3.8	1.0	0.0	1.0	1.0	3.6	0.3	4.6	3.0	3.2	0.3	3.8	2.6									5	0	3	260	277	3	350	350					-14.2	0.0	-14.1	-14.3								
03/10/2008 00:50:00	4.1	0.4	4.9	3.0	1.0	0.0	1.0	1.0	3.3	0.3	4.2	2.6	3.0	0.3	3.8	2.3									5	0	3	260	273	4	350	350					-14.2	0.0	-14.1	-14.3								
03/10/2008 01:00:00	4.5	0.3	4.9	3.8	1.0	0.0	1.0	1.0	3.6	0.3	4.2	2.6	3.3	0.3	4.2	2.6									5	0	3	260	270	4	350	350					-14.3	0.0	-14.3	-14.3								
03/10/2008 01:10:00	4.7	0.3	5.3	3.8	1.0	0.0	1.0	1.0	3.8	0.3	4.6	3.0	3.6	0.3	4.6	2.6									5	0	3	260	267	3	350	350					-14.3	0.0	-14.3	-14.5								
03/10/2008 01:20:00	4.7	0.3	5.3	4.2	1.0	0.0	1.0	1.0	3.7	0.4	4.9	3.0	3.8	0.4	4.6	2.6									5	0	3	260	262	3	350	350					-14.4	0.0	-14.3	-14.5								
03/10/2008 01:30:00	4.7	0.3	5.3	3.8	1.0	0.0	1.0	1.0	3.7	0.4	4.9	3.0	3.8	0.4	4.9	2.6									5	0	3	260	260	3	350	350					-14.4	0.0	-14.3	-14.6								
03/10/2008 01:40:00	4.6	0.3	5.3	3.4	1.0	0.0	1.0	1.0	3.8	0.5	5.3	3.0	3.8	0.4	4.6	3.0									5	0	3	260	258	3	350	350					-14.5	0.0	-14.3	-14.6								
03/10/2008 01:50:00	4.6	0.3	5.3	3.4	1.0	0.0	1.0	1.0	3.6	0.3	4.9	2.6	3.6	0.4	4.6	3.0									5	0	3	260	258	3	350	350					-14.5	0.0	-14.3	-14.6								
03/10/2008 02:00:00	4.5	0.3	5.3	3.8	1.0	0.0	1.0	1.0	3.4	0.4	4.6	2.6	3.3	0.4	4.6	2.3									5	0	3	260	257	3	350	350					-14.5	0.0	-14.3	-14.6								
03/10/2008 02:10:00	4.3	0.3	4.9	3.8	1.0	0.0	1.0	1.0	3.2	0.4	4.2	2.3	3.4	0.4	4.2	2.3									5	0	3	260	254	3	350	350					-14.5	0.0	-14.3	-14.6								
