SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/10/2008 00:00:00	8.7	0.2	9.1	8.0	8.7	0.4	9.6	7.3	8.3	0.4	9.1	6.8	7.2	0.6	8.4	4.9									332	1	330	260	329	2	332	350					2.7	0.0	2.9	2.7								
06/10/2008 00:10:00	8.6	0.2	9.1	8.0	8.7	0.4	9.6	7.6	8.2	0.4	8.8	6.8	7.1	0.5	8.4	5.7									333	1	329	260	331	2	333	350					2.6	0.0	2.7	2.5								
06/10/2008 00:20:00	8.4	0.3	9.1	7.2	8.5	0.4	9.3	7.0	8.0	0.4	8.8	6.1	6.9	0.6	8.0	5.3									338	2	335	260	334	2	336	350					2.5	0.0	2.7	2.5								
06/10/2008 00:30:00	8.0	0.2	8.4	7.2	7.9	0.4	8.7	6.7	7.5	0.4	8.0	6.1	6.3	0.5	7.2	4.6									339	2	336	260	336	3	337	350					2.3	0.0	2.5	2.2								
06/10/2008 00:40:00	7.9	0.3	8.4	7.2	7.7	0.4	8.7	6.4	7.3	0.4	8.4	6.1	6.1	0.5	7.6	4.9									342	2	337	260	338	3	339	350					2.1	0.0	2.2	2.0								
06/10/2008 00:50:00	7.9	0.2	8.4	7.2	7.7	0.3	8.4	6.2	7.2	0.3	8.0	6.1	6.1	0.4	7.2	4.9									345	2	340	260	340	3	338	350					1.7	0.0	2.0	1.5								
06/10/2008 01:00:00	8.0	0.2	8.8	7.6	7.7	0.3	8.4	6.4	7.2	0.4	8.0	6.1	5.9	0.4	6.8	4.6									347	1	345	260	343	2	349	350					1.6	0.0	2.0	1.5								
06/10/2008 01:10:00	8.8	0.4	9.5	7.6	8.4	0.4	9.3	7.0	8.0	0.4	8.8	6.5	6.5	0.5	8.0	5.3									353	2	352	260	346	1	351	350					1.6	0.0	2.0	1.5								
06/10/2008 01:20:00	8.7	0.3	9.1	8.0	8.5	0.4	9.3	7.3	8.0	0.4	8.8	6.5	6.6	0.5	8.0	4.9									352	1	352	260	346	1	349	350					1.8	0.0	2.0	1.5								
06/10/2008 01:30:00	8.3	0.4	9.1	6.8	8.1	0.5	9.0	6.4	7.6	0.5	8.8	5.7	6.4	0.5	7.6	4.9									351	3	352	260	345	2	349	350					1.9	0.0	2.0	1.7								
06/10/2008 01:40:00	7.9	0.5	8.8	5.7	7.6	0.6	9.3	6.2	7.1	0.6	8.8	5.3	6.1	0.6	8.0	4.6									348	4	351	260	343	3	349	350					1.7	0.0	2.0	1.5								
06/10/2008 01:50:00	6.5	0.9	8.0	4.2	6.2	0.7	7.6	5.0	5.8	0.7	7.6	4.2	5.3	0.6	6.8	4.2									338	10	342	260	335	9	347	350					1.6	0.0	1.7	1.5								
06/10/2008 02:00:00	7.1	0.5	8.0	5.3	7.0	0.4	7.9	5.6	6.6	0.5	7.6	4.6	6.3	0.5	7.6	4.9									331	5	322	260	328	6	335	350					1.6	0.0	1.5	1.5								
06/10/2008 02:10:00	7.1	0.4	8.0	5.3	6.9	0.5	8.2	5.6	6.5	0.5	7.6	4.9	6.0	0.5	7.2	4.6									334	4	331	260	330	4	333	350					1.4	0.1	1.5	1.0								
06/10/2008 02:20:00	7.1	0.5	8.0	5.3	6.8	0.5	8.2	5.3	6.4	0.5	7.6	4.6	5.8	0.6	7.6	4.2									335	3	332	260	332	3	336	350					1.0	0.0	1.3	1.0								
