SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/24/2008 00:00:00	15.1	1.3	18.7	11.5	15.4	1.3	19.9	11.6	14.2	1.3	17.9	11.1	13.7	1.2	17.2	10.7									13	4	14	260	6	4	19	350					-19.6	0.1	-19.2	-19.9								
02/24/2008 00:10:00	15.8	0.7	17.2	12.6	15.6	0.7	17.3	12.4	14.6	0.7	16.4	11.5	13.5	0.9	16.1	9.5									14	2	13	260	6	2	6	350					-20.1	0.2	-19.5	-20.4								
02/24/2008 00:20:00	15.4	0.8	16.8	13.0	15.6	0.7	16.7	13.3	14.6	0.8	16.1	12.2	13.7	0.8	16.1	11.8									14	3	14	260	6	2	2	350					-20.1	0.2	-19.5	-20.2								
02/24/2008 00:30:00	14.8	0.9	16.8	12.2	15.0	1.0	17.9	12.7	14.0	1.0	16.4	11.1	13.3	1.1	16.1	10.7									14	4	17	260	7	4	7	350					-19.2	0.4	-18.4	-19.9								
02/24/2008 00:40:00	13.5	1.2	17.2	9.9	13.8	1.0	18.2	11.6	12.9	1.1	16.1	10.7	12.3	1.0	15.3	9.5									13	5	9	260	7	4	12	350					-19.0	0.1	-18.6	-19.3								
02/24/2008 00:50:00	12.4	1.0	15.3	9.1	12.6	0.8	15.3	10.2	11.7	0.9	14.1	8.8	11.1	0.9	13.7	8.8									12	3	10	260	5	4	3	350					-19.5	0.4	-18.8	-20.1								
02/24/2008 01:00:00	13.4	0.7	14.9	11.8	13.6	0.7	15.0	12.4	12.7	0.8	14.5	11.5	12.2	1.0	14.5	9.9									16	3	11	260	9	3	4	350					-20.7	0.2	-20.1	-21.0								
02/24/2008 01:10:00	11.9	0.8	13.7	10.3	11.6	0.8	14.2	10.2	10.8	0.7	13.0	9.1	9.9	0.8	12.2	8.0									18	2	19	260	11	2	6	350					-20.7	0.2	-20.4	-21.1								
02/24/2008 01:20:00	12.5	0.5	13.7	11.1	12.1	0.4	13.0	11.0	11.3	0.4	12.2	10.3	10.2	0.3	11.1	9.5									17	2	17	260	11	1	8	350					-21.3	0.0	-21.0	-21.5								
02/24/2008 01:30:00	11.8	0.6	13.3	9.9	11.1	0.5	12.7	9.6	10.3	0.5	11.8	8.8	9.3	0.4	10.3	8.4									19	1	17	260	12	1	8	350					-21.5	0.1	-21.3	-21.8								
02/24/2008 01:40:00	12.0	0.7	13.3	9.9	11.2	0.5	12.4	9.9	10.5	0.6	11.8	9.1	9.3	0.4	10.3	8.0									17	1	15	260	9	1	6	350					-21.9	0.1	-21.7	-22.2								
02/24/2008 01:50:00	11.9	0.4	13.7	11.1	11.6	0.4	13.0	10.7	10.9	0.5	11.8	9.9	9.9	0.3	10.7	8.8									16	2	13	260	7	2	6	350					-22.1	0.1	-21.7	-22.4								
02/24/2008 02:00:00	11.9	0.4	13.3	11.1	12.0	0.3	12.7	11.3	11.1	0.3	12.2	10.7	10.1	0.4	11.1	9.1									18	2	16	260	11	1	6	350					-21.6	0.0	-21.3	-21.8								
02/24/2008 02:10:00	12.1	0.9	13.7	9.1	11.8	0.8	13.9	9.9	11.1	0.8	13.3	9.1	10.0	0.7	11.8	8.4									19	2	17	260	12	2	9	350					-21.2	0.3	-20.8	-21.7								
