SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/03/2008 00:00:00	5.9	0.4	6.8	4.6	5.9	0.3	6.7	5.0	5.6	0.4	6.5	4.6	5.4	0.4	6.5	4.2									81	4	67	260	69	5	69	350					11.4	0.1	11.8	11.0								
07/03/2008 00:10:00	6.2	0.3	6.8	5.3	6.1	0.4	7.0	5.0	5.8	0.4	6.8	4.9	5.5	0.5	6.8	4.2									87	5	76	260	75	5	73	350					11.7	0.0	11.8	11.6								
07/03/2008 00:20:00	5.5	0.3	6.5	4.9	5.5	0.4	6.4	4.4	5.2	0.4	6.1	4.2	4.9	0.5	6.1	3.8									83	5	71	260	70	4	70	350					11.5	0.1	11.8	11.3								
07/03/2008 00:30:00	5.8	0.3	6.5	4.9	5.7	0.3	6.4	4.4	5.4	0.4	6.1	4.2	5.2	0.4	6.1	3.8									82	4	79	260	70	5	66	350					11.5	0.0	11.8	11.3								
07/03/2008 00:40:00	5.8	0.2	6.1	4.9	5.7	0.2	6.2	5.0	5.3	0.3	6.1	4.6	5.0	0.3	5.7	3.8									85	3	88	260	72	4	75	350					11.8	0.0	12.1	11.6								
07/03/2008 00:50:00	6.2	0.4	7.2	5.3	6.1	0.4	7.0	5.0	5.8	0.4	6.8	4.6	5.3	0.5	6.5	3.8									79	3	82	260	67	3	63	350					11.3	0.0	11.6	11.0								
07/03/2008 01:00:00	6.6	0.4	7.6	5.7	6.7	0.3	7.3	6.2	6.3	0.3	7.2	5.7	5.9	0.4	6.8	4.6									74	3	73	260	61	4	58	350					10.8	0.0	11.0	10.8								
07/03/2008 01:10:00	7.4	0.3	8.0	6.5	7.2	0.3	7.9	6.7	6.9	0.3	7.6	6.1	6.3	0.4	7.2	5.3									72	2	71	260	60	3	62	350					10.8	0.0	11.0	10.8								
07/03/2008 01:20:00	7.8	0.2	8.4	7.2	7.6	0.3	8.2	6.7	7.2	0.3	8.0	6.1	6.4	0.4	7.6	5.3									69	2	73	260	56	3	55	350					10.7	0.0	10.8	10.5								
07/03/2008 01:30:00	8.1	0.3	8.4	7.2	7.9	0.3	8.4	6.7	7.5	0.4	8.4	6.1	6.7	0.5	8.0	5.3									69	2	68	260	57	3	53	350					10.9	0.0	11.3	10.5								
07/03/2008 01:40:00	8.1	0.4	9.1	6.8	8.0	0.3	8.7	7.0	7.6	0.4	8.4	6.5	6.8	0.5	8.0	4.9									68	3	70	260	57	4	53	350					11.3	0.0	11.3	11.0								
07/03/2008 01:50:00	8.6	0.7	10.3	6.8	8.3	0.8	10.2	6.4	7.6	0.7	9.5	5.3	7.1	0.7	9.1	4.9									68	4	73	260	57	5	63	350					11.4	0.0	11.6	11.3								
07/03/2008 02:00:00	8.8	0.4	9.5	6.8	8.3	0.5	9.6	7.0	7.6	0.5	8.8	5.7	7.0	0.6	8.8	5.3									72	3	68	260	60	5	66	350					11.5	0.0	11.6	11.3								
07/03/2008 02:10:00	9.4	0.8	11.8	7.2	9.0	0.9	11.6	6.7	8.2	0.9	11.1	5.7	7.6	0.9	10.7	5.7									70	5	68	260	60	5	54	350					11.4	0.0	11.6	11.0								
07/03/2008 02:20:00	9.6	0.6	11.1	7.6	9.2	0.7	10.7	7.3	8.4	0.7	9.9	6.5	7.6	0.7	9.5	5.3									62	5	56	260	52	6	48	350					10.8	0.1	11.0	10.5								
