SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/18/2008 00:00:00	9.9	0.5	11.1	8.4	9.9	0.5	11.0	8.4	8.8	0.5	9.9	7.2	8.4	0.6	9.9	6.5									54	3	56	260	46	3	48	350					-10.1	0.0	-10.0	-10.4								
10/18/2008 00:10:00	10.6	0.6	11.8	9.1	10.4	0.6	11.9	8.7	9.4	0.6	11.1	7.6	8.8	0.7	11.5	6.8									54	3	59	260	47	3	45	350					-9.9	0.0	-9.8	-10.0								
10/18/2008 00:20:00	9.6	0.6	11.1	8.4	9.3	0.6	11.0	7.6	8.3	0.6	10.3	6.8	7.8	0.7	9.1	5.7									51	3	45	260	43	4	43	350					-10.1	0.0	-10.0	-10.2								
10/18/2008 00:30:00	9.6	0.4	10.7	8.4	9.6	0.5	10.7	8.4	8.5	0.5	9.5	6.8	8.1	0.6	9.9	6.5									52	3	56	260	45	3	44	350					-10.2	0.0	-10.0	-10.4								
10/18/2008 00:40:00	9.8	0.4	10.7	8.8	9.7	0.5	11.0	8.2	8.6	0.5	9.9	7.2	8.1	0.6	9.5	6.1									55	2	58	260	48	3	49	350					-10.1	0.0	-10.0	-10.2								
10/18/2008 00:50:00	9.2	0.4	10.3	8.0	9.1	0.4	10.4	8.2	8.0	0.5	9.5	6.8	7.8	0.5	9.1	6.5									57	2	58	260	49	3	48	350					-10.2	0.0	-10.0	-10.4								
10/18/2008 01:00:00	9.2	0.4	10.3	8.0	9.0	0.5	10.2	7.6	8.0	0.5	9.1	6.5	7.7	0.6	9.1	5.7									58	3	57	260	51	3	43	350					-10.2	0.0	-10.0	-10.4								
10/18/2008 01:10:00	8.5	0.4	9.9	7.2	8.4	0.4	9.6	7.3	7.4	0.4	8.4	6.5	7.2	0.6	8.4	5.3									54	4	62	260	46	4	49	350					-10.3	0.0	-10.0	-10.4								
10/18/2008 01:20:00	8.9	0.3	9.5	8.0	9.2	0.3	9.9	8.2	8.0	0.3	8.8	7.2	8.2	0.4	9.1	6.8									52	3	51	260	45	3	43	350					-10.3	0.0	-10.0	-10.4								
10/18/2008 01:30:00	9.0	0.3	9.5	8.0	9.0	0.3	9.9	7.9	7.9	0.3	8.8	6.8	7.9	0.4	8.8	6.1									51	3	58	260	43	3	45	350					-10.3	0.0	-10.0	-10.4								
10/18/2008 01:40:00	8.9	0.2	9.5	8.4	9.1	0.2	9.6	8.4	8.0	0.3	8.4	7.2	8.1	0.3	8.8	6.8									45	2	45	260	38	2	40	350					-10.5	0.0	-10.4	-10.7								
10/18/2008 01:50:00	9.3	0.3	9.9	8.4	9.4	0.3	9.9	8.4	8.3	0.3	9.1	7.2	8.4	0.4	9.5	7.2									47	3	46	260	39	2	36	350					-10.5	0.0	-10.4	-10.7								
10/18/2008 02:00:00	9.8	0.3	10.7	8.8	9.8	0.3	10.4	8.7	8.9	0.4	9.5	7.6	8.4	0.5	9.5	6.5									49	2	49	260	42	2	38	350					-10.4	0.0	-10.4	-10.7								
10/18/2008 02:10:00	9.4	0.3	10.3	8.8	9.4	0.4	10.4	8.4	8.3	0.4	9.5	7.2	7.9	0.5	8.8	6.1									50	3	48	260	42	3	43	350					-10.4	0.0	-10.4	-10.7								
