SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/11/2008 00:00:00	4.9	0.3	5.7	4.2	5.3	0.2	5.9	5.0	4.9	0.2	5.3	4.6	4.7	0.2	5.3	3.8									74	6	82	260	60	8	65	350					-8.4	0.0	-8.2	-8.4								
11/11/2008 00:10:00	5.3	0.3	6.1	4.9	5.7	0.2	6.4	5.3	5.3	0.2	5.7	4.6	5.1	0.3	5.7	4.2									78	3	77	260	68	3	63	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 00:20:00	5.6	0.2	6.1	4.9	6.1	0.2	6.4	5.6	5.6	0.2	6.1	5.3	5.4	0.3	6.1	4.6									69	2	69	260	60	2	59	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 00:30:00	5.4	0.2	5.7	4.9	5.9	0.2	6.4	5.3	5.4	0.3	5.7	4.9	5.1	0.3	5.7	3.8									65	2	66	260	56	2	55	350					-8.3	0.0	-8.2	-8.4								
11/11/2008 00:40:00	4.9	0.2	5.3	4.2	5.2	0.3	5.9	4.4	4.8	0.3	5.3	3.8	4.3	0.4	5.3	3.0									63	2	63	260	52	2	51	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 00:50:00	4.7	0.2	5.3	4.2	5.2	0.2	5.6	4.7	4.7	0.2	5.3	4.2	4.4	0.3	4.9	3.4									62	2	63	260	51	2	47	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 01:00:00	4.9	0.3	5.7	4.2	5.5	0.3	6.2	4.7	5.0	0.3	5.7	4.2	4.7	0.4	5.7	3.4									63	3	62	260	52	2	50	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 01:10:00	5.3	0.3	6.1	4.6	5.8	0.4	6.7	4.7	5.3	0.4	6.1	4.2	4.8	0.5	5.7	3.4									60	3	65	260	51	3	53	350					-8.2	0.0	-8.2	-8.4								
11/11/2008 01:20:00	5.3	0.3	6.1	4.6	5.8	0.3	6.4	5.0	5.3	0.4	6.1	4.2	4.9	0.4	6.1	3.8									61	3	61	260	51	3	48	350					-8.3	0.0	-8.2	-8.4								
11/11/2008 01:30:00	5.4	0.3	6.1	4.2	5.7	0.4	6.4	4.4	5.2	0.4	6.1	3.8	4.7	0.5	5.7	3.4									62	3	64	260	53	3	54	350					-8.4	0.0	-8.4	-8.4								
11/11/2008 01:40:00	5.9	0.4	6.8	4.6	6.2	0.5	7.3	4.4	5.3	0.4	6.1	4.2	5.3	0.7	6.8	3.4									65	3	60	260	58	4	57	350					-8.5	0.0	-8.4	-8.6								
11/11/2008 01:50:00	6.3	0.5	7.2	4.2	6.7	0.5	7.9	5.3	5.6	0.5	6.8	4.2	5.7	0.6	6.8	4.2									68	3	67	260	60	4	61	350					-8.5	0.0	-8.4	-8.6								
11/11/2008 02:00:00	6.3	0.4	7.2	4.9	6.6	0.5	7.6	5.3	5.6	0.4	6.5	4.2	5.7	0.5	6.8	4.2									68	3	70	260	60	3	59	350					-8.5	0.0	-8.4	-8.6								
11/11/2008 02:10:00	6.2	0.4	7.2	4.9	6.6	0.4	7.6	5.3	5.6	0.4	6.5	4.2	5.7	0.5	7.2	4.6									70	2	66	260	61	3	56	350					-8.6	0.0	-8.4	-8.6								
