SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/12/2008 00:00:00	8.0	0.6	9.9	6.5	7.8	0.6	9.6	6.4	6.8	0.7	9.1	5.3	7.0	0.7	9.1	5.3									308	5	298	260	305	6	294	350					-6.0	0.1	-5.6	-6.2								
10/12/2008 00:10:00	7.7	0.8	9.5	4.9	7.6	0.7	9.6	6.2	6.6	0.7	8.4	4.9	6.8	0.8	8.8	4.6									308	7	312	260	305	7	304	350					-5.6	0.0	-5.4	-5.8								
10/12/2008 00:20:00	8.5	0.7	9.9	6.1	8.2	0.6	9.9	6.7	7.3	0.7	9.5	5.7	7.2	0.6	9.1	5.3									312	4	308	260	310	5	303	350					-6.0	0.0	-5.6	-6.0								
10/12/2008 00:30:00	7.5	1.1	9.9	4.2	7.3	0.9	10.4	5.0	6.4	0.9	9.5	4.2	6.5	0.9	9.1	3.8									306	7	309	260	305	7	307	350					-5.7	0.1	-5.6	-6.0								
10/12/2008 00:40:00	8.4	1.0	10.3	6.1	8.2	0.8	10.4	6.7	7.2	0.9	9.9	5.3	7.4	0.9	9.9	5.7									312	5	312	260	310	6	315	350					-5.6	0.0	-5.4	-5.8								
10/12/2008 00:50:00	8.5	0.8	10.3	6.1	8.0	0.6	9.6	6.2	7.2	0.7	9.1	5.3	7.1	0.6	9.1	5.3									311	4	309	260	309	5	311	350					-5.9	0.1	-5.6	-6.0								
10/12/2008 01:00:00	8.8	0.8	10.7	6.5	8.3	0.7	9.9	6.7	7.5	0.7	9.5	5.7	7.4	0.7	9.5	5.3									313	4	308	260	311	5	312	350					-6.0	0.0	-5.6	-6.2								
10/12/2008 01:10:00	8.2	0.9	10.3	6.1	8.0	0.7	9.9	5.9	7.1	0.8	9.1	4.9	7.2	0.8	9.1	5.3									306	7	307	260	303	8	311	350					-5.7	0.0	-5.6	-5.8								
10/12/2008 01:20:00	7.5	0.7	8.8	5.3	7.5	0.6	9.3	6.2	6.4	0.6	8.0	4.9	6.8	0.6	9.1	5.3									305	6	307	260	303	6	306	350					-6.0	0.1	-5.6	-6.2								
10/12/2008 01:30:00	8.4	0.7	9.9	6.5	8.0	0.6	9.6	6.4	7.0	0.6	8.4	5.3	7.1	0.6	9.1	5.7									312	4	308	260	310	6	313	350					-6.3	0.1	-6.0	-6.7								
10/12/2008 01:40:00	9.2	0.7	10.7	7.2	8.6	0.5	9.9	7.0	7.7	0.6	9.1	6.1	7.6	0.6	9.5	6.1									316	3	311	260	315	3	316	350					-6.7	0.0	-6.4	-6.9								
10/12/2008 01:50:00	9.4	0.5	10.7	8.0	8.9	0.4	9.9	7.9	8.0	0.5	9.1	6.8	7.9	0.5	9.1	6.8									318	3	318	260	317	3	320	350					-6.7	0.0	-6.7	-6.9								
10/12/2008 02:00:00	9.9	0.3	10.7	8.8	9.2	0.3	9.9	8.7	8.3	0.3	9.1	7.6	8.1	0.4	9.1	7.2									320	2	318	260	318	2	319	350					-6.7	0.0	-6.4	-6.9								
10/12/2008 02:10:00	9.5	0.4	10.3	8.0	8.7	0.5	9.9	7.0	7.8	0.5	9.1	6.1	7.5	0.5	8.8	5.7									319	2	315	260	318	3	323	350					-6.8	0.0	-6.7	-6.9								
