SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/25/2008 00:00:00	12.9	1.1	17.6	10.7	13.0	1.0	16.7	10.7	12.6	1.2	16.8	9.5	12.0	1.3	15.3	8.4									156	6	161	260	148	7	167	350					2.6	0.0	2.7	2.5								
05/25/2008 00:10:00	13.6	1.2	17.6	10.7	13.8	1.2	17.3	11.3	13.5	1.3	17.6	10.7	13.1	1.6	17.2	8.8									153	5	154	260	144	6	144	350					2.6	0.0	2.7	2.5								
05/25/2008 00:20:00	13.5	1.2	17.2	10.3	13.6	1.1	17.3	10.2	13.3	1.3	17.2	9.5	12.8	1.4	17.2	8.8									157	5	160	260	149	6	147	350					2.6	0.0	2.7	2.5								
05/25/2008 00:30:00	15.0	1.4	18.7	11.5	15.2	1.4	19.0	11.3	15.0	1.5	19.1	10.3	14.4	1.7	18.3	8.8									158	5	158	260	150	7	152	350					2.6	0.0	2.7	2.5								
05/25/2008 00:40:00	14.1	1.3	19.5	11.1	14.3	1.3	18.2	11.0	14.0	1.5	18.3	9.9	13.3	1.6	16.4	9.5									159	6	167	260	151	7	155	350					2.6	0.0	2.7	2.5								
05/25/2008 00:50:00	13.6	1.1	16.4	10.7	13.7	1.2	17.3	11.0	13.3	1.2	16.4	10.3	12.6	1.5	16.1	8.4									156	5	157	260	148	6	157	350					2.6	0.0	2.7	2.5								
05/25/2008 01:00:00	13.9	1.3	17.6	11.1	14.1	1.4	19.0	10.7	13.8	1.4	17.9	10.3	13.3	1.5	17.6	8.8									154	5	160	260	146	6	143	350					2.4	0.0	2.5	2.5								
05/25/2008 01:10:00	13.2	1.1	16.8	10.3	13.3	1.0	15.9	10.4	12.9	1.2	16.1	9.5	12.3	1.2	15.3	8.4									150	6	152	260	141	6	134	350					2.4	0.0	2.5	2.2								
05/25/2008 01:20:00	12.2	1.2	15.6	8.8	12.4	1.1	15.6	9.6	11.9	1.3	15.3	8.4	11.3	1.4	14.9	7.2									152	5	147	260	144	6	137	350					2.4	0.0	2.5	2.2								
05/25/2008 01:30:00	11.3	1.2	14.9	7.6	11.6	1.1	15.3	9.0	11.0	1.2	14.9	8.4	10.5	1.3	14.1	6.8									152	6	159	260	145	7	159	350					2.4	0.0	2.5	2.2								
05/25/2008 01:40:00	12.4	1.3	17.2	8.4	12.6	1.3	17.0	9.0	12.1	1.5	16.8	7.2	11.4	1.5	16.1	6.8									155	6	152	260	147	7	135	350					2.4	0.0	2.5	2.2								
05/25/2008 01:50:00	12.6	1.1	15.3	9.5	12.9	1.1	15.9	9.6	12.4	1.2	15.6	8.8	11.8	1.1	14.9	8.8									154	6	149	260	146	6	140	350					2.4	0.0	2.5	2.5								
05/25/2008 02:00:00	13.3	1.4	16.8	9.5	13.4	1.3	17.3	10.2	13.0	1.5	17.2	9.1	12.4	1.5	16.1	8.4									153	6	149	260	145	6	144	350					2.4	0.0	2.5	2.2								
05/25/2008 02:10:00	14.3	1.1	17.2	11.1	14.4	1.2	17.0	11.0	14.0	1.3	16.8	9.5	13.2	1.5	16.4	8.8									154	5	158	260	145	7	143	350					2.3	0.0	2.5	2.2								
05/25/2008 02:20:00	13.2	1.3	15.6	9.1	13.4	1.4	15.9	9.0	13.0	1.5	16.1	8.8	12.3	1.5	16.4	7.2									154	6	147	260	146	7	147	350					2.3	0.0	2.5	2.2								
