SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/29/2009 00:00:00	15.1	0.9	17.6	11.8	14.8	1.1	17.3	11.9	14.4	1.1	17.2	11.1	13.1	1.2	16.1	10.3									14	3	9	260	9	4	5	350	13.3	0.0	13.3	13.3	-23.6	0.1	-23.4	-23.9					75.4	0.0	75.7	75.1
01/29/2009 00:10:00	14.3	0.9	16.4	11.5	13.9	0.9	16.4	11.6	13.5	1.0	15.6	10.7	12.3	1.0	15.6	10.3									13	3	13	260	9	5	18	350	13.3	0.0	13.3	13.3	-23.8	0.1	-23.4	-23.9					75.2	0.1	75.5	75.1
01/29/2009 00:20:00	14.7	0.7	16.4	12.2	14.2	0.8	16.7	11.9	13.8	0.9	15.6	11.1	12.4	0.8	15.3	9.9									12	3	9	260	7	4	4	350	13.3	0.0	13.3	13.3	-23.7	0.1	-23.4	-23.9					75.3	0.0	75.5	75.1
01/29/2009 00:30:00	14.7	0.7	16.1	12.2	14.3	0.8	16.1	11.9	14.0	1.0	16.4	11.1	12.4	0.9	14.9	10.3									14	3	15	260	9	4	4	350	13.3	0.0	13.3	13.3	-23.5	0.0	-23.4	-23.7					75.5	0.0	75.7	75.3
01/29/2009 00:40:00	14.8	0.7	16.4	12.6	14.6	0.9	16.4	11.9	14.2	1.0	16.1	11.1	12.8	1.0	15.3	10.3									15	3	19	260	10	3	7	350	13.3	0.0	13.3	13.3	-23.3	0.1	-23.0	-23.6					75.8	0.1	76.1	75.5
01/29/2009 00:50:00	15.1	0.5	16.1	13.3	15.2	0.6	16.7	12.7	15.2	0.7	16.4	12.2	14.1	0.8	16.4	11.5									13	2	15	260	8	2	4	350	13.3	0.0	13.3	13.3	-23.1	0.0	-22.9	-23.2					75.9	0.0	76.1	75.7
01/29/2009 01:00:00	13.8	0.9	15.6	11.1	13.6	0.8	15.6	11.3	13.1	0.9	15.3	9.9	11.8	0.9	14.1	9.5									13	3	8	260	8	4	5	350	13.3	0.0	13.3	13.3	-23.1	0.0	-22.9	-23.2					76.0	0.0	76.1	75.9
01/29/2009 01:10:00	13.5	0.8	15.3	11.1	13.1	0.9	15.0	10.7	12.6	1.0	14.5	9.9	11.6	0.8	13.7	9.5									11	4	11	260	6	5	3	350	13.3	0.0	13.3	13.2	-23.0	0.1	-22.7	-23.2					76.0	0.0	76.3	75.9
01/29/2009 01:20:00	13.2	0.9	14.9	10.7	12.8	0.9	15.0	9.6	12.3	1.0	14.5	9.5	11.3	1.0	13.3	8.8									9	4	8	260	4	5	1	350	13.3	0.0	13.3	13.2	-23.0	0.0	-22.9	-23.2					76.1	0.0	76.3	75.9
01/29/2009 01:30:00	12.5	0.9	14.1	9.5	12.3	1.0	14.4	9.6	11.7	1.0	13.7	8.4	10.9	1.1	14.1	8.4									9	4	9	260	3	5	7	350	13.3	0.0	13.3	13.2	-23.0	0.0	-22.9	-23.2					76.1	0.0	76.3	75.9
01/29/2009 01:40:00	13.2	0.7	14.5	10.7	13.0	0.9	14.7	10.4	12.4	0.9	14.1	9.9	11.3	0.9	13.3	8.8									7	3	3	260	2	3	359	350	13.3	0.0	13.3	13.2	-23.2	0.0	-22.9	-23.2					75.9	0.0	76.1	75.7
