SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/29/2007 00:00:00	10.1	1.1	12.6	7.2	9.2	1.1	12.2	6.7	9.4	1.2	12.6	6.8	8.7	1.2	11.8	5.7									77	6	75	260	79	0	76	350					-2.3	0.0	-2.2	-2.4								
10/29/2007 00:10:00	10.2	1.1	13.0	7.2	9.5	1.1	12.4	6.4	9.6	1.1	12.6	6.5	8.9	1.1	11.8	6.1									76	7	79	260	79	0	76	350					-2.3	0.0	-2.2	-2.4								
10/29/2007 00:20:00	9.9	1.0	12.2	7.2	9.2	1.0	12.2	6.7	9.4	1.0	12.2	7.2	8.7	1.1	11.8	6.1									74	6	73	260	79	0	76	350					-2.4	0.0	-2.4	-2.4								
10/29/2007 00:30:00	9.6	0.9	11.8	7.2	8.9	1.0	11.3	5.9	9.0	1.0	11.8	6.1	8.5	1.0	10.7	6.5									70	6	79	260	79	0	76	350					-2.5	0.0	-2.4	-2.7								
10/29/2007 00:40:00	9.7	1.0	12.2	6.5	9.1	1.1	11.9	5.9	9.2	1.1	11.8	5.7	8.7	1.1	11.8	6.1									65	6	66	260	79	0	77	350					-2.6	0.0	-2.4	-2.7								
10/29/2007 00:50:00	9.2	0.8	11.5	7.2	8.7	0.8	11.3	6.7	8.7	0.9	11.5	6.8	8.3	0.9	11.1	6.1									59	6	67	260	79	0	76	350					-2.6	0.0	-2.4	-2.7								
10/29/2007 01:00:00	9.5	0.7	11.1	7.6	9.2	0.7	10.7	7.6	9.2	0.7	10.7	7.2	8.9	0.7	10.3	7.2									59	5	59	260	79	0	76	350					-2.6	0.0	-2.4	-2.7								
10/29/2007 01:10:00	10.1	0.6	11.8	8.8	9.8	0.6	11.3	7.9	9.8	0.6	11.1	8.0	9.4	0.7	11.1	7.6									61	4	64	260	79	0	76	350					-2.7	0.0	-2.4	-2.7								
10/29/2007 01:20:00	10.4	0.8	11.8	8.0	9.9	0.8	11.6	7.3	9.9	0.8	11.8	7.2	9.3	0.9	11.1	6.5									61	4	56	260	79	0	76	350					-2.8	0.0	-2.4	-2.9								
10/29/2007 01:30:00	10.9	0.6	12.6	9.1	10.3	0.7	12.2	7.6	10.4	0.7	12.2	8.0	9.8	0.8	11.8	7.2									65	4	63	260	79	0	76	350					-3.0	0.0	-2.7	-3.1								
10/29/2007 01:40:00	11.1	0.5	13.0	9.5	10.5	0.6	12.2	8.2	10.6	0.6	12.2	8.4	9.9	0.7	12.2	7.6									65	4	64	260	79	0	76	350					-3.0	0.0	-2.9	-3.1								
10/29/2007 01:50:00	11.2	0.5	13.0	9.9	10.7	0.6	12.2	8.7	10.8	0.6	12.2	8.8	10.2	0.7	11.8	7.6									66	3	67	260	79	0	76	350					-3.0	0.0	-2.9	-3.1								
10/29/2007 02:00:00	11.7	0.5	13.3	9.5	11.2	0.7	12.7	8.4	11.2	0.7	13.0	8.4	10.6	0.8	12.6	8.0									68	3	71	260	79	0	76	350					-3.0	0.0	-2.7	-3.1								
10/29/2007 02:10:00	10.3	0.7	12.2	8.4	9.9	0.7	11.6	7.0	9.9	0.8	11.8	7.2	9.5	0.8	11.5	6.8									65	4	70	260	79	0	76	350					-2.9	0.0	-2.7	-3.1								
