SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/14/2008 00:00:00	12.2	0.8	13.7	9.5	12.5	0.7	14.7	10.7	11.9	0.8	14.1	9.9	12.0	0.9	14.5	9.5									326	3	323	260	325	4	327	350					-21.7	0.0	-21.5	-21.8								
02/14/2008 00:10:00	11.9	0.8	13.7	9.5	12.2	0.8	13.9	9.9	11.6	0.9	13.3	8.8	11.6	0.9	13.3	9.1									327	3	326	260	326	4	326	350					-21.7	0.0	-21.7	-21.8								
02/14/2008 00:20:00	10.9	0.9	13.0	8.4	11.2	1.0	13.3	9.0	10.5	1.0	13.0	8.0	10.6	1.0	13.0	8.0									325	4	325	260	324	5	328	350					-21.7	0.0	-21.5	-21.8								
02/14/2008 00:30:00	11.0	0.8	13.0	8.4	11.3	0.9	13.0	8.7	10.7	0.9	13.0	8.0	10.7	0.9	13.0	8.4									323	4	320	260	322	4	325	350					-21.8	0.0	-21.7	-21.8								
02/14/2008 00:40:00	10.7	1.0	13.3	8.8	11.1	1.0	13.6	9.0	10.6	1.0	13.3	8.4	10.6	1.0	13.3	8.4									324	4	315	260	323	4	326	350					-22.0	0.0	-21.8	-22.0								
02/14/2008 00:50:00	11.0	0.9	13.0	8.8	11.3	0.9	13.0	9.0	10.8	0.9	12.6	8.4	10.8	0.9	13.0	8.4									324	4	320	260	323	4	330	350					-22.1	0.0	-21.8	-22.2								
02/14/2008 01:00:00	10.2	0.6	12.2	8.8	10.6	0.7	12.7	9.0	10.1	0.7	12.2	8.4	10.1	0.8	12.2	8.4									322	4	320	260	321	5	330	350					-22.1	0.1	-21.8	-22.4								
02/14/2008 01:10:00	10.7	0.9	13.0	8.4	11.0	0.8	13.3	9.0	10.4	0.9	12.6	8.0	10.6	0.9	13.3	8.4									325	4	323	260	324	4	329	350					-22.3	0.0	-22.2	-22.4								
02/14/2008 01:20:00	11.0	0.8	13.0	8.4	11.5	0.8	13.6	9.3	10.9	0.9	13.0	8.4	10.8	1.0	13.3	8.4									324	3	320	260	323	4	327	350					-22.4	0.0	-22.2	-22.4								
02/14/2008 01:30:00	11.0	1.1	13.0	8.0	11.2	1.1	13.3	8.4	10.7	1.1	13.0	8.0	10.7	1.2	13.0	8.0									324	3	322	260	323	4	327	350					-22.4	0.0	-22.2	-22.5								
02/14/2008 01:40:00	11.3	0.9	13.3	8.8	11.7	0.8	13.6	9.6	11.2	0.8	13.3	8.8	11.3	0.8	13.3	9.5									323	4	318	260	322	4	317	350					-22.4	0.0	-22.4	-22.5								
02/14/2008 01:50:00	11.8	0.8	13.3	9.5	12.1	0.8	13.9	9.9	11.6	0.8	13.3	9.5	11.7	0.8	13.7	9.5									321	3	320	260	320	3	329	350					-22.4	0.0	-22.4	-22.5								
02/14/2008 02:00:00	11.6	1.0	14.5	9.1	11.9	0.8	13.6	9.6	11.4	0.9	13.3	9.1	11.4	0.9	13.7	8.8									321	3	315	260	320	4	323	350					-22.4	0.0	-22.4	-22.5								
02/14/2008 02:10:00	11.9	0.8	13.7	9.5	12.1	0.8	13.9	10.2	11.7	0.8	13.3	9.1	11.7	0.8	13.7	8.8									321	3	317	260	320	4	322	350					-22.4	0.0	-22.4	-22.5								
