SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
09/27/2008 00:00:00	9.3	0.4	10.7	8.0	9.2	0.4	10.4	7.9	8.1	0.4	9.9	6.8	8.1	0.5	9.1	6.5									11	2	16	260	4	3	356	350					0.5	0.0	0.6	0.3								
09/27/2008 00:10:00	8.6	0.6	10.3	7.2	8.3	0.6	9.9	6.7	7.3	0.5	8.8	5.7	7.2	0.5	8.8	5.7									13	3	9	260	6	4	12	350					0.4	0.0	0.6	0.3								
09/27/2008 00:20:00	9.5	0.6	11.5	7.6	9.2	0.7	11.0	7.0	8.2	0.7	10.3	6.1	7.9	0.8	10.3	6.1									13	3	8	260	6	3	355	350					0.3	0.0	0.6	0.1								
09/27/2008 00:30:00	10.0	0.9	13.0	8.0	9.8	0.7	11.9	8.2	8.9	0.8	11.5	6.8	8.5	0.8	10.7	6.5									14	4	12	260	7	4	1	350					0.7	0.2	1.3	0.6								
09/27/2008 00:40:00	10.0	1.0	13.0	7.2	9.9	0.9	13.0	7.9	8.9	1.0	12.2	6.5	8.7	0.9	12.2	6.8									13	4	10	260	6	4	2	350					1.2	0.0	1.5	1.0								
09/27/2008 00:50:00	9.9	0.6	11.1	8.4	9.6	0.6	11.0	8.2	8.7	0.6	10.3	7.2	8.5	0.6	9.9	6.5									12	3	10	260	6	3	356	350					0.9	0.0	1.0	0.8								
09/27/2008 01:00:00	10.6	0.7	12.2	8.8	10.2	0.7	11.9	8.2	9.3	0.8	11.1	7.2	8.9	0.8	10.7	6.8									13	2	11	260	7	3	10	350					0.9	0.0	1.3	0.8								
09/27/2008 01:10:00	10.9	0.7	12.2	8.0	10.5	0.6	12.2	8.7	9.7	0.7	11.5	7.2	9.1	0.7	11.1	7.2									14	2	12	260	9	2	4	350					0.9	0.0	1.0	0.6								
09/27/2008 01:20:00	10.2	0.7	11.5	6.8	9.9	0.7	11.6	7.6	9.1	0.8	10.7	6.5	8.7	0.7	10.3	6.1									12	2	11	260	7	2	4	350					0.6	0.0	1.0	0.6								
09/27/2008 01:30:00	9.6	0.6	11.1	7.6	9.4	0.6	11.0	7.6	8.4	0.6	9.9	6.5	8.2	0.6	9.5	6.8									12	2	9	260	6	2	1	350					0.8	0.0	1.0	0.8								
09/27/2008 01:40:00	8.9	0.8	10.3	6.8	8.7	0.7	10.2	7.0	7.6	0.8	9.1	6.1	7.5	0.7	9.1	5.7									14	2	10	260	8	3	2	350					0.7	0.1	1.0	0.6								
09/27/2008 01:50:00	8.9	0.5	9.9	6.8	8.6	0.5	9.9	7.3	7.6	0.5	8.8	6.1	7.3	0.5	8.4	5.7									13	2	11	260	7	2	2	350					0.4	0.0	0.6	0.3								
09/27/2008 02:00:00	8.4	0.6	9.5	6.8	8.3	0.4	9.6	7.3	7.2	0.5	8.4	6.1	7.3	0.4	8.8	6.1									10	3	9	260	5	3	2	350					0.5	0.0	0.6	0.3								
09/27/2008 02:10:00	8.8	1.0	11.5	6.5	8.7	0.8	10.7	7.0	7.6	0.8	9.9	5.7	7.4	0.8	9.5	5.7									9	4	5	260	3	9	357	350					0.7	0.3	1.5	0.3								
09/27/2008 02:20:00	9.6	0.8	11.1	6.8	9.4	0.8	11.3	6.7	8.3	0.8	9.9	5.3	8.0	0.8	9.9	5.7									8	4	2	260	1	4	352	350					1.6	0.1	2.0	1.3								
