SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/18/2008 00:00:00	0.4	0.0	0.4	0.4	11.1	1.1	14.2	8.4	9.3	1.4	13.3	5.7	0.4	0.0	0.7	0.4									193	6	260	260	187	7	192	350					-1.0	0.0	-0.4	-1.1								
04/18/2008 00:10:00	0.4	0.0	0.4	0.4	11.3	1.0	13.9	8.7	9.3	1.4	13.0	6.5	0.4	0.0	1.1	0.4									195	6	260	260	189	7	191	350					-1.0	0.0	-0.8	-1.1								
04/18/2008 00:20:00	0.4	0.0	0.4	0.4	11.3	1.0	13.3	8.7	9.4	1.3	13.0	6.1	0.4	0.0	0.7	0.4									193	5	260	260	187	6	188	350					-1.0	0.0	-1.1	-1.1								
04/18/2008 00:30:00	0.4	0.0	0.4	0.4	10.2	1.0	12.7	7.3	8.5	1.4	12.2	5.7	0.4	0.0	0.4	0.4									193	6	260	260	186	6	180	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 00:40:00	0.4	0.0	0.4	0.4	11.0	1.3	13.9	7.9	9.2	1.5	13.3	6.1	0.4	0.1	0.7	0.4									193	5	260	260	187	7	189	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 00:50:00	0.4	0.0	0.4	0.4	11.2	1.0	13.6	8.4	9.4	1.4	13.0	6.1	0.4	0.0	1.1	0.4									193	5	260	260	187	6	192	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 01:00:00	0.4	0.0	0.4	0.4	11.5	1.2	15.3	8.2	9.9	1.5	14.1	6.5	0.4	0.1	1.1	0.4									191	5	260	260	186	6	184	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 01:10:00	0.4	0.0	0.4	0.4	11.1	1.0	13.6	7.9	9.6	1.2	12.6	6.8	0.4	0.0	0.4	0.4									191	7	260	260	184	8	197	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 01:20:00	0.4	0.0	0.4	0.4	11.3	0.8	13.3	9.3	10.4	0.8	13.0	8.4	0.4	0.0	0.4	0.4									182	4	260	260	176	4	179	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 01:30:00	0.4	0.0	0.4	0.4	10.6	1.1	13.6	7.9	9.9	1.1	13.0	6.8	0.4	0.0	0.4	0.4									183	5	260	260	176	5	174	350					-1.1	0.0	-1.1	-1.1								
04/18/2008 01:40:00	0.4	0.0	0.4	0.4	11.9	1.2	14.7	8.2	11.1	1.2	14.5	7.6	0.4	0.0	0.7	0.4									183	5	260	260	177	6	181	350					-1.1	0.0	-1.1	-1.3								
04/18/2008 01:50:00	0.4	0.0	0.4	0.4	11.6	0.8	13.6	9.0	10.8	1.0	13.0	7.6	0.4	0.0	0.4	0.4									186	5	260	260	180	6	178	350					-1.2	0.0	-1.1	-1.3								
04/18/2008 02:00:00	0.4	0.0	0.4	0.4	11.6	0.8	13.9	9.0	10.7	1.0	13.3	8.0	0.4	0.0	0.4	0.4									187	5	260	260	180	6	179	350					-1.2	0.0	-1.1	-1.3								
04/18/2008 02:10:00	0.4	0.0	0.4	0.4	11.5	1.0	13.9	9.3	10.8	1.2	13.7	8.0	0.4	0.0	0.7	0.4									184	5	260	260	178	6	174	350					-1.3	0.0	-1.1	-1.3								
