SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/07/2008 00:00:00	10.8	0.6	12.6	8.8	10.4	0.6	12.2	8.7	10.0	0.7	12.6	8.4	9.4	0.7	11.5	7.6									59	4	56	260	52	4	50	350					-16.5	0.0	-16.0	-16.6								
02/07/2008 00:10:00	11.1	0.6	12.6	9.5	10.6	0.6	11.9	8.4	10.3	0.7	12.2	8.0	9.5	0.8	11.8	7.6									61	4	60	260	53	3	50	350					-16.5	0.0	-16.2	-16.6								
02/07/2008 00:20:00	11.0	0.8	12.6	8.8	10.6	0.7	12.4	8.4	10.3	0.7	11.8	8.4	9.8	0.7	11.8	7.6									66	4	67	260	59	4	58	350					-16.2	0.1	-16.0	-16.6								
02/07/2008 00:30:00	11.0	0.7	13.0	9.1	10.5	0.7	12.4	8.2	10.2	0.7	12.2	8.0	9.6	0.7	11.5	6.8									67	4	65	260	60	4	61	350					-16.2	0.0	-16.0	-16.4								
02/07/2008 00:40:00	11.0	0.6	12.6	9.1	10.3	0.6	12.2	8.4	10.1	0.7	11.8	8.8	9.4	0.8	11.8	6.8									69	3	63	260	62	3	53	350					-16.2	0.0	-16.0	-16.4								
02/07/2008 00:50:00	11.6	0.4	12.2	10.3	10.9	0.4	11.9	9.6	10.6	0.5	11.8	9.1	9.9	0.6	11.5	8.0									66	2	61	260	58	3	55	350					-16.5	0.0	-16.2	-16.8								
02/07/2008 01:00:00	11.5	0.4	12.6	10.3	10.8	0.4	12.2	9.6	10.5	0.5	12.2	9.1	9.7	0.5	11.5	8.4									67	2	69	260	59	2	60	350					-16.5	0.0	-16.4	-16.6								
02/07/2008 01:10:00	11.5	0.4	12.6	10.3	10.8	0.5	11.9	9.0	10.5	0.6	11.8	8.8	9.7	0.6	11.1	8.0									69	3	71	260	60	2	60	350					-16.5	0.0	-16.4	-16.6								
02/07/2008 01:20:00	11.5	0.4	12.2	10.3	11.0	0.4	11.9	9.6	10.7	0.5	11.8	9.5	9.9	0.6	12.2	8.0									70	2	73	260	60	3	59	350					-16.7	0.1	-16.2	-16.9								
02/07/2008 01:30:00	11.1	0.3	11.8	9.9	10.8	0.3	11.6	9.9	10.6	0.4	11.5	9.5	9.8	0.6	11.5	8.4									69	2	72	260	59	3	58	350					-16.9	0.0	-16.6	-16.9								
02/07/2008 01:40:00	11.3	0.3	11.8	10.7	11.3	0.3	11.9	10.2	11.0	0.3	11.8	9.9	10.2	0.5	11.8	8.4									67	1	68	260	57	2	53	350					-17.1	0.0	-16.9	-17.1								
02/07/2008 01:50:00	11.3	0.2	11.8	10.7	11.1	0.3	11.6	10.4	10.8	0.4	11.5	9.9	10.0	0.5	11.1	9.1									66	2	67	260	55	2	53	350					-17.2	0.0	-16.9	-17.3								
02/07/2008 02:00:00	11.5	0.2	11.8	10.7	10.9	0.3	11.6	9.6	10.6	0.4	11.5	9.5	9.5	0.5	10.7	7.6									66	2	64	260	56	2	55	350					-17.0	0.1	-16.9	-17.3								
02/07/2008 02:10:00	11.0	0.4	11.8	9.1	10.6	0.5	11.6	9.0	10.2	0.6	11.5	8.4	9.2	0.5	10.7	7.6									62	2	63	260	52	2	53	350					-17.1	0.1	-16.9	-17.3								
