SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/26/2009 00:00:00	0.6	0.3	1.5	0.4	1.0	0.0	1.0	1.0	1.0	0.2	1.5	0.4	1.4	0.2	1.9	0.7									121	0	121	260	125	0	350	350	13.1	0.0	13.1	13.1	-5.6	0.0	-5.6	-5.8					96.0	0.0	96.4	95.6
01/26/2009 00:10:00	0.5	0.2	1.1	0.4	1.0	0.0	1.0	1.0	0.8	0.2	1.1	0.4	1.1	0.2	1.5	0.7									121	0	121	260	125	0	350	350	13.1	0.0	13.1	13.1	-5.7	0.0	-5.6	-5.8					95.9	0.0	96.1	95.6
01/26/2009 00:20:00	0.6	0.2	1.1	0.4	1.0	0.0	1.0	1.0	0.6	0.3	1.1	0.4	1.1	0.2	1.5	0.7									121	0	121	260	125	0	350	350	13.1	0.0	13.1	13.1	-5.8	0.0	-5.6	-6.0					95.7	0.1	95.8	95.3
01/26/2009 00:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.5	0.2	1.9	0.7									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.0	0.0	-5.8	-6.0					95.6	0.1	95.8	95.1
01/26/2009 00:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.6	0.3	2.3	0.7									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.0	0.0	-5.8	-6.0					95.6	0.1	95.8	95.1
01/26/2009 00:50:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.6	0.2	1.9	1.1									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.0	0.0	-5.8	-6.0					95.4	0.0	95.6	95.1
01/26/2009 01:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.7	0.2	2.3	1.1									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.1	0.0	-6.0	-6.2					95.4	0.0	95.6	95.1
01/26/2009 01:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.5	0.2	1.9	1.1									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.2	0.0	-6.0	-6.2					95.3	0.0	95.6	94.8
01/26/2009 01:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.6	0.2	2.3	1.1									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.4	0.0	-6.2	-6.7					95.0	0.0	95.3	94.5
01/26/2009 01:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.6	0.2	1.9	1.1									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.5	0.0	-6.4	-6.7					94.7	0.0	95.1	94.3
01/26/2009 01:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	1.5	0.3	1.9	0.7									121	0	260	260	125	0	350	350	13.1	0.0	13.1	13.1	-6.7	0.0	-6.7	-6.9					94.7	0.0	94.8	94.3
