SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
03/22/2008 00:00:00	7.9	0.7	9.9	6.1	7.7	0.6	9.3	6.4	7.3	0.6	9.1	5.7	6.8	0.7	8.4	4.9									14	7	14	260	9	8	12	350					-17.9	0.0	-17.5	-18.1								
03/22/2008 00:10:00	9.2	0.5	10.3	7.6	9.3	0.7	11.0	7.3	8.8	0.7	10.3	6.8	7.9	0.8	10.7	5.7									17	3	12	260	12	4	6	350					-17.8	0.0	-17.5	-17.9								
03/22/2008 00:20:00	9.3	0.5	10.3	8.0	9.7	0.5	11.0	8.2	9.2	0.5	10.3	7.2	8.0	0.6	9.5	6.5									19	2	16	260	12	2	9	350					-18.0	0.0	-17.7	-18.1								
03/22/2008 00:30:00	9.1	0.6	11.1	7.6	9.8	0.4	10.7	8.7	9.3	0.4	10.3	8.0	8.3	0.4	9.1	7.2									19	2	17	260	13	2	9	350					-18.0	0.0	-17.9	-18.1								
03/22/2008 00:40:00	8.7	0.5	9.9	7.6	9.8	0.4	10.7	8.7	9.3	0.4	9.9	8.4	8.2	0.4	9.1	6.8									19	2	18	260	13	2	10	350					-17.9	0.0	-17.7	-18.1								
03/22/2008 00:50:00	9.1	0.5	10.7	8.0	9.6	0.6	10.7	8.2	9.1	0.5	10.3	8.0	8.2	0.5	9.1	7.2									17	2	17	260	12	2	10	350					-18.2	0.1	-17.9	-18.4								
03/22/2008 01:00:00	8.9	0.5	9.9	8.0	9.2	0.4	10.4	8.2	8.8	0.4	9.9	8.0	7.8	0.4	9.1	6.8									17	2	15	260	11	2	8	350					-18.4	0.0	-18.2	-18.4								
03/22/2008 01:10:00	8.8	0.4	9.9	7.6	8.8	0.4	9.9	7.6	8.2	0.5	9.5	6.8	7.4	0.4	8.4	6.1									11	4	12	260	5	3	5	350					-18.5	0.0	-18.4	-18.6								
03/22/2008 01:20:00	8.9	0.5	10.3	8.0	9.2	0.4	10.4	8.2	8.7	0.4	9.9	7.6	8.1	0.5	9.5	6.8									15	2	14	260	9	2	5	350					-18.6	0.0	-18.4	-18.8								
03/22/2008 01:30:00	8.4	0.5	9.9	7.2	8.6	0.6	10.2	7.0	8.3	0.5	9.5	6.8	7.6	0.6	9.1	5.7									12	2	17	260	6	3	8	350					-18.6	0.0	-18.4	-18.8								
03/22/2008 01:40:00	8.7	0.8	10.3	7.2	8.4	0.6	9.9	6.7	8.1	0.6	9.5	6.5	7.3	0.6	9.1	5.3									12	3	13	260	6	3	5	350					-18.7	0.1	-18.4	-19.0								
03/22/2008 01:50:00	8.9	0.4	9.9	7.6	9.7	0.5	10.4	7.9	9.1	0.5	10.3	7.2	8.1	0.6	9.5	6.1									15	2	11	260	10	2	5	350					-18.8	0.0	-18.6	-19.0								
03/22/2008 02:00:00	8.8	0.4	9.9	7.6	9.6	0.4	10.4	8.4	9.0	0.4	9.9	8.0	8.0	0.5	9.1	6.5									16	2	15	260	11	2	7	350					-18.9	0.0	-18.6	-19.0								
03/22/2008 02:10:00	9.3	0.5	10.3	7.6	10.0	0.4	10.7	8.4	9.4	0.4	10.3	8.0	8.4	0.4	9.5	6.5									15	2	10	260	9	2	6	350					-18.7	0.0	-18.4	-19.0								
