SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/10/2008 00:00:00	0.4	0.0	0.4	0.4	6.5	0.4	7.3	5.3	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									321	2	260	260	318	3	321	350					-18.6	0.0	-18.4	-18.8								
04/10/2008 00:10:00	0.4	0.0	0.4	0.4	6.0	0.4	6.7	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									319	2	260	260	317	2	318	350					-18.9	0.1	-18.6	-19.2								
04/10/2008 00:20:00	0.4	0.0	0.4	0.4	6.6	0.6	7.6	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									318	3	260	260	315	4	320	350					-18.8	0.2	-18.4	-19.2								
04/10/2008 00:30:00	0.4	0.0	0.4	0.4	7.5	0.2	7.9	7.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									320	1	260	260	318	1	321	350					-18.5	0.0	-18.2	-18.4								
04/10/2008 00:40:00	0.4	0.0	0.4	0.4	7.1	0.3	7.9	6.2	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									319	1	260	260	314	3	321	350					-18.3	0.0	-18.1	-18.4								
04/10/2008 00:50:00	0.4	0.0	0.4	0.4	7.1	0.3	7.9	6.2	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									322	3	260	260	318	4	321	350					-18.2	0.0	-18.1	-18.2								
04/10/2008 01:00:00	0.4	0.0	0.4	0.4	6.4	0.5	7.6	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									326	3	260	260	323	4	328	350					-18.0	0.0	-17.9	-18.1								
04/10/2008 01:10:00	0.4	0.0	0.7	0.4	5.9	0.4	7.0	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									326	3	324	260	324	5	333	350					-17.8	0.0	-17.5	-18.1								
04/10/2008 01:20:00	0.4	0.0	0.4	0.4	5.5	0.3	6.2	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									325	2	260	260	322	3	327	350					-18.2	0.1	-18.1	-18.4								
04/10/2008 01:30:00	0.4	0.0	0.4	0.4	5.1	0.5	6.2	3.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									328	6	260	260	325	7	326	350					-18.3	0.0	-18.1	-18.4								
04/10/2008 01:40:00	0.4	0.0	0.4	0.4	4.8	0.5	5.9	3.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									325	5	260	260	322	6	321	350					-18.0	0.1	-17.7	-18.2								
04/10/2008 01:50:00	0.4	0.0	0.4	0.4	4.9	0.3	5.9	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									320	3	260	260	317	5	332	350					-18.0	0.0	-17.9	-18.1								
04/10/2008 02:00:00	0.4	0.0	0.4	0.4	5.1	0.3	5.9	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									319	3	260	260	313	3	322	350					-17.8	0.0	-17.5	-18.1								
04/10/2008 02:10:00	0.4	0.0	0.4	0.4	5.3	0.4	6.2	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									320	4	260	260	315	5	320	350					-17.8	0.0	-17.5	-18.1								
