SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/31/2008 00:00:00	8.8	0.2	9.5	7.6	8.4	0.4	9.0	6.7	7.7	0.4	8.4	6.1	7.2	0.8	8.8	4.6									93	1	93	260	85	4	79	350					-10.1	0.0	-10.0	-10.2								
10/31/2008 00:10:00	8.7	0.2	9.5	8.0	8.3	0.3	9.0	7.3	7.5	0.3	8.4	6.8	7.3	0.6	8.4	5.3									91	1	93	260	83	3	78	350					-10.2	0.0	-10.0	-10.4								
10/31/2008 00:20:00	8.5	0.2	9.1	7.6	8.2	0.2	8.7	7.6	7.4	0.2	8.0	6.8	7.5	0.5	8.4	5.7									91	1	90	260	82	2	82	350					-10.2	0.0	-10.0	-10.4								
10/31/2008 00:30:00	8.7	0.2	9.1	8.0	8.3	0.2	9.0	7.3	7.5	0.3	8.0	6.8	7.6	0.5	8.4	5.3									89	1	91	260	81	2	80	350					-10.0	0.0	-9.8	-10.0								
10/31/2008 00:40:00	8.9	0.3	9.5	7.6	8.4	0.3	9.0	7.0	7.6	0.3	8.4	5.7	7.6	0.5	8.8	6.1									88	2	88	260	79	3	76	350					-10.0	0.0	-9.8	-10.0								
10/31/2008 00:50:00	8.6	0.3	9.1	8.0	9.0	0.4	9.9	8.2	8.2	0.4	9.1	7.2	8.2	0.5	9.1	6.5									86	1	85	260	77	2	79	350					-10.1	0.0	-10.0	-10.2								
10/31/2008 01:00:00	9.3	0.3	10.3	8.4	9.4	0.4	10.4	8.2	8.7	0.4	9.9	7.2	8.3	0.6	9.5	6.5									85	2	85	260	75	3	63	350					-10.3	0.0	-10.0	-10.4								
10/31/2008 01:10:00	9.6	0.3	10.3	8.8	9.6	0.4	10.4	8.4	8.8	0.4	9.9	7.6	8.5	0.6	9.9	6.1									83	2	82	260	74	3	70	350					-10.4	0.0	-10.4	-10.4								
10/31/2008 01:20:00	9.4	0.3	10.3	8.4	9.6	0.3	10.4	8.2	8.8	0.4	9.9	7.2	8.4	0.6	9.5	6.5									85	2	86	260	75	3	72	350					-10.5	0.0	-10.4	-10.7								
10/31/2008 01:30:00	9.4	0.3	10.3	8.4	9.9	0.3	10.7	8.7	9.0	0.4	9.9	8.0	8.7	0.6	9.9	6.5									85	2	86	260	75	3	71	350					-10.4	0.0	-10.4	-10.7								
10/31/2008 01:40:00	9.6	0.3	10.7	8.8	9.8	0.3	10.4	8.7	9.0	0.3	9.9	8.0	8.5	0.6	9.9	6.5									83	2	86	260	73	2	70	350					-10.4	0.0	-10.4	-10.4								
10/31/2008 01:50:00	9.9	0.3	10.7	8.8	9.9	0.4	10.7	8.7	9.1	0.4	10.3	8.0	8.7	0.6	9.9	6.8									82	2	84	260	72	2	70	350					-10.4	0.0	-10.2	-10.4								
10/31/2008 02:00:00	9.7	0.3	10.7	8.8	9.8	0.4	10.7	8.4	9.0	0.4	10.3	7.6	8.6	0.6	9.9	6.5									83	3	88	260	73	3	69	350					-10.4	0.0	-10.2	-10.4								
10/31/2008 02:10:00	9.6	0.4	10.7	8.0	9.6	0.4	11.0	8.2	8.9	0.5	10.3	7.2	8.4	0.7	10.3	6.1									84	3	82	260	75	5	82	350					-10.3	0.0	-10.0	-10.4								
