SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/30/2007 00:00:00	16.5	1.6	21.0	11.1	14.9	1.7	21.0	10.7	15.9	1.6	20.6	11.5	14.9	1.7	20.2	10.7									111	6	111	260	105	8	102	350					3.6	0.0	3.7	3.4								
11/30/2007 00:10:00	16.1	1.5	20.2	13.0	14.4	1.8	19.6	10.4	15.6	1.5	19.5	12.2	14.7	1.7	19.1	9.1									112	6	110	260	106	7	91	350					3.7	0.0	3.7	3.4								
11/30/2007 00:20:00	16.4	1.3	19.5	12.6	14.6	1.5	18.4	11.3	15.9	1.4	19.1	12.2	15.1	1.5	19.5	10.7									111	5	107	260	106	6	98	350					3.7	0.0	3.7	3.7								
11/30/2007 00:30:00	16.2	1.5	19.9	13.0	14.4	1.5	20.2	11.3	15.7	1.5	20.6	12.6	14.9	1.5	18.7	10.3									112	6	113	260	105	7	97	350					3.7	0.0	3.9	3.7								
11/30/2007 00:40:00	15.9	1.5	19.9	12.2	14.0	1.5	18.4	11.0	15.5	1.5	19.5	11.1	14.7	1.7	18.7	10.3									113	6	111	260	107	6	107	350					3.9	0.0	4.2	3.7								
11/30/2007 00:50:00	16.5	1.6	20.2	13.0	14.7	1.8	19.6	10.7	16.2	1.6	20.2	13.0	15.4	1.6	20.2	11.1									113	6	111	260	107	7	104	350					3.9	0.0	4.2	3.7								
11/30/2007 01:00:00	16.3	1.5	20.2	12.6	14.4	1.5	19.3	11.3	16.1	1.5	20.2	12.6	15.4	1.6	20.2	11.1									113	6	125	260	107	6	104	350					4.1	0.0	4.4	4.2								
11/30/2007 01:10:00	17.5	1.9	24.0	13.0	15.2	1.9	23.3	11.0	17.1	1.9	23.3	12.6	16.3	2.0	23.3	10.7									115	6	118	260	109	7	111	350					4.3	0.1	4.7	4.2								
11/30/2007 01:20:00	18.5	2.0	24.4	13.7	16.0	2.2	21.9	11.3	18.1	2.2	23.7	12.6	17.1	2.3	22.1	10.7									116	6	117	260	109	6	103	350					4.4	0.0	4.7	4.4								
11/30/2007 01:30:00	19.7	1.6	23.3	15.3	16.8	1.8	22.7	12.4	19.3	1.6	23.7	14.9	18.3	1.7	22.6	13.3									116	6	113	260	111	6	107	350					4.5	0.0	4.7	4.4								
11/30/2007 01:40:00	18.7	1.7	24.0	14.1	16.0	1.7	21.0	11.3	18.4	1.8	23.7	13.7	17.5	2.0	22.1	12.6									116	6	123	260	110	7	106	350					4.4	0.0	4.7	4.4								
11/30/2007 01:50:00	19.0	1.7	23.3	14.1	15.8	1.4	20.2	12.2	18.5	1.7	22.9	12.6	17.6	1.8	21.4	12.2									118	6	120	260	111	7	122	350					4.5	0.0	4.7	4.4								
11/30/2007 02:00:00	20.0	1.6	24.4	14.9	16.7	1.7	23.3	12.7	19.6	1.7	24.0	13.3	18.4	2.1	23.7	11.8									119	6	128	260	112	8	116	350					4.7	0.0	4.9	4.4								
11/30/2007 02:10:00	19.2	1.9	23.3	13.7	16.1	1.7	20.4	11.9	19.0	2.0	23.3	14.1	18.0	2.2	22.6	13.0									120	5	120	260	114	7	122	350					4.8	0.0	5.1	4.7								
11/30/2007 02:20:00	19.6	1.6	23.7	14.5	16.1	1.5	21.3	12.7	19.4	1.6	22.6	14.9	18.5	1.6	22.6	13.7									120	5	117	260	113	6	96	350					4.9	0.0	5.1	4.9								
