SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/13/2008 00:00:00	0.4	0.0	0.4	0.4	9.1	0.8	11.0	7.0	0.4	0.0	0.4	0.4	5.0	0.1	5.3	4.6									124	0	260	260	117	3	116	350					-3.9	0.0	-3.8	-4.0								
04/13/2008 00:10:00	0.4	0.0	0.4	0.4	8.4	0.6	10.4	6.7	0.4	0.0	0.4	0.4	4.9	0.1	5.3	4.6									124	0	260	260	117	4	121	350					-3.9	0.0	-3.8	-4.0								
04/13/2008 00:20:00	0.4	0.0	0.4	0.4	8.4	0.6	10.2	6.7	0.4	0.0	0.4	0.4	4.9	0.1	5.3	4.6									124	0	260	260	116	4	115	350					-3.9	0.0	-3.8	-3.8								
04/13/2008 00:30:00	0.4	0.0	0.4	0.4	7.7	0.8	10.2	6.4	0.4	0.0	0.4	0.4	4.9	0.2	5.3	4.6									124	0	260	260	115	4	116	350					-3.9	0.0	-3.8	-3.8								
04/13/2008 00:40:00	0.4	0.0	0.4	0.4	7.5	0.7	9.6	5.9	0.4	0.0	0.4	0.4	4.9	0.2	5.3	4.6									124	0	260	260	114	3	120	350					-3.9	0.0	-3.6	-3.8								
04/13/2008 00:50:00	0.4	0.0	0.4	0.4	7.3	0.7	9.6	5.9	0.4	0.0	0.4	0.4	4.8	0.2	4.9	4.2									124	0	260	260	114	5	115	350					-3.7	0.0	-3.6	-3.8								
04/13/2008 01:00:00	0.4	0.0	0.4	0.4	7.1	0.7	9.0	5.6	0.4	0.0	0.4	0.4	4.7	0.2	4.9	4.2									124	0	260	260	115	4	117	350					-3.7	0.0	-3.6	-3.8								
04/13/2008 01:10:00	0.4	0.0	0.4	0.4	7.0	0.6	9.0	5.3	0.4	0.0	0.4	0.4	4.7	0.2	4.9	3.8									124	0	260	260	115	4	114	350					-3.6	0.0	-3.4	-3.8								
04/13/2008 01:20:00	0.4	0.0	0.4	0.4	6.5	0.6	8.2	5.3	0.4	0.0	0.4	0.4	4.6	0.2	4.9	3.8									124	0	260	260	113	4	121	350					-3.6	0.0	-3.4	-3.6								
04/13/2008 01:30:00	0.4	0.0	0.4	0.4	6.5	0.5	8.2	5.0	0.4	0.0	0.4	0.4	4.5	0.2	4.9	3.8									124	0	260	260	114	4	112	350					-3.6	0.0	-3.4	-3.8								
04/13/2008 01:40:00	0.4	0.0	0.4	0.4	6.5	0.6	8.2	5.0	0.4	0.0	0.4	0.4	4.5	0.3	4.9	3.0									124	0	260	260	115	4	113	350					-3.5	0.0	-3.4	-3.6								
04/13/2008 01:50:00	0.4	0.0	0.4	0.4	5.9	0.6	7.6	4.4	0.4	0.0	0.4	0.4	4.2	0.4	4.9	3.0									124	0	260	260	115	5	121	350					-3.4	0.0	-3.4	-3.6								
04/13/2008 02:00:00	0.4	0.0	0.4	0.4	5.8	0.7	7.6	3.9	0.4	0.0	0.4	0.4	4.2	0.5	4.9	2.3									124	0	260	260	114	4	114	350					-3.3	0.0	-3.4	-3.4								
04/13/2008 02:10:00	0.4	0.0	0.4	0.4	5.3	0.5	6.4	4.1	0.4	0.0	0.4	0.4	3.7	0.5	4.6	2.3									124	0	260	260	115	5	118	350					-3.3	0.0	-3.1	-3.4								
