SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/05/2008 00:00:00	8.3	0.6	9.9	6.5	8.0	0.8	10.2	5.3	8.0	0.8	9.9	4.6	7.1	1.0	9.1	3.8									84	0	84	260	82	8	82	350					-4.2	0.0	-4.0	-4.2					0.0	0.0	0.0	0.0
12/05/2008 00:10:00	8.2	0.6	9.5	6.1	7.9	0.8	10.2	5.9	7.8	0.8	10.3	5.7	7.0	1.0	9.5	4.6									84	0	84	260	82	6	81	350					-4.0	0.0	-3.8	-4.0					0.0	0.0	0.0	0.0
12/05/2008 00:20:00	7.9	0.6	9.5	6.5	7.5	0.7	9.0	5.9	7.5	0.6	9.1	5.7	6.6	1.0	8.8	3.4									85	0	84	260	83	8	94	350					-4.0	0.0	-3.8	-4.0					0.0	0.0	0.0	0.0
12/05/2008 00:30:00	7.9	0.6	9.1	5.7	7.6	0.7	9.6	5.3	7.5	0.7	9.1	5.3	6.6	0.9	8.4	3.8									84	0	84	260	83	8	80	350					-3.9	0.0	-3.8	-4.0					0.0	0.0	0.0	0.0
12/05/2008 00:40:00	7.8	0.5	9.1	6.1	7.5	0.6	9.0	5.0	7.4	0.7	9.5	4.9	6.4	0.8	8.4	3.8									84	0	84	260	84	8	85	350					-3.9	0.0	-3.8	-3.8					0.0	0.0	0.0	0.0
12/05/2008 00:50:00	7.7	0.5	8.8	6.5	7.5	0.7	9.0	4.7	7.4	0.7	9.1	4.6	6.4	0.9	8.0	2.6									84	0	84	260	86	7	86	350					-3.7	0.0	-3.6	-3.8					0.0	0.0	0.0	0.0
12/05/2008 01:00:00	7.2	0.5	8.4	5.7	6.8	0.6	8.2	5.0	6.8	0.7	8.0	3.8	5.8	0.9	7.2	3.4									84	0	84	260	87	9	85	350					-3.6	0.0	-3.6	-3.8					0.0	0.0	0.0	0.0
12/05/2008 01:10:00	6.8	0.5	8.0	5.3	6.7	0.6	8.2	5.0	6.7	0.7	8.0	4.6	6.0	0.8	7.6	3.4									84	0	84	260	85	8	80	350					-3.6	0.0	-3.4	-3.8					0.0	0.0	0.0	0.0
12/05/2008 01:20:00	6.9	0.5	8.4	5.3	6.7	0.6	8.2	4.7	6.7	0.6	8.0	4.6	5.9	0.8	7.6	3.8									84	0	84	260	85	8	75	350					-3.5	0.0	-3.4	-3.6					0.0	0.0	0.0	0.0
12/05/2008 01:30:00	7.3	0.5	8.8	5.7	6.5	0.5	7.9	4.7	7.1	0.6	8.4	4.9	6.0	0.8	8.0	3.8									84	0	84	260	86	7	96	350					-3.5	0.0	-3.4	-3.6					0.0	0.0	0.0	0.0
12/05/2008 01:40:00	7.2	0.5	8.4	5.7	5.8	0.7	7.9	4.1	7.0	0.6	8.4	4.9	6.3	0.8	8.0	4.2									84	0	84	260	84	6	67	350					-3.4	0.0	-3.4	-3.6					0.0	0.0	0.0	0.0
12/05/2008 01:50:00	6.8	0.5	8.0	5.3	3.2	1.7	6.2	1.0	6.4	0.7	8.0	4.2	5.5	0.9	7.6	2.6									84	0	84	260	88	8	90	350					-3.5	0.0	-3.4	-3.6					0.0	0.0	0.0	0.0
12/05/2008 02:00:00	6.5	0.5	8.0	4.9	1.0	0.0	1.0	1.0	6.4	0.6	7.6	3.4	5.6	0.8	7.6	3.0									84	0	84	260	88	6	350	350					-3.5	0.0	-3.4	-3.6					0.0	0.0	0.0	0.0
