SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/24/2008 00:00:00	8.4	0.5	9.5	6.8	8.0	0.4	9.3	6.7	7.3	0.4	8.8	6.1	7.2	0.5	8.8	5.7									305	3	306	260	302	3	306	350					-11.2	0.1	-10.9	-11.7								
10/24/2008 00:10:00	7.9	0.5	9.1	6.5	7.7	0.5	8.7	6.4	6.9	0.5	8.0	5.3	7.0	0.6	8.4	5.7									304	3	296	260	301	4	301	350					-10.4	0.4	-9.8	-11.3								
10/24/2008 00:20:00	7.7	0.4	8.8	6.8	7.6	0.4	8.4	6.7	6.8	0.4	7.6	5.7	6.9	0.4	8.0	5.3									302	3	300	260	300	2	303	350					-9.8	0.1	-9.6	-10.0								
10/24/2008 00:30:00	7.4	0.4	8.4	5.7	7.2	0.4	8.2	6.2	6.4	0.4	7.2	5.3	6.4	0.4	7.6	4.9									300	2	298	260	300	2	301	350					-9.5	0.0	-9.2	-9.6								
10/24/2008 00:40:00	7.1	0.5	8.4	5.7	6.7	0.5	7.6	5.6	6.0	0.5	6.8	4.9	5.8	0.5	7.2	4.9									298	3	295	260	299	4	298	350					-9.6	0.1	-9.2	-10.0								
10/24/2008 00:50:00	7.2	0.3	8.0	6.1	6.6	0.3	7.3	5.6	6.0	0.3	6.5	5.3	5.7	0.4	6.5	4.9									297	2	295	260	297	2	301	350					-10.1	0.2	-9.8	-10.4								
10/24/2008 01:00:00	7.1	0.5	8.4	5.7	6.4	0.4	7.6	5.6	5.8	0.4	6.8	4.9	5.5	0.4	6.5	4.6									296	3	289	260	296	3	296	350					-10.4	0.0	-10.2	-10.7								
10/24/2008 01:10:00	8.2	0.3	9.1	7.2	7.4	0.4	8.2	6.2	6.6	0.3	7.6	5.7	6.2	0.4	7.2	5.3									296	2	294	260	293	2	297	350					-10.7	0.0	-10.4	-10.9								
10/24/2008 01:20:00	7.4	0.4	8.4	6.5	7.2	0.3	8.2	6.4	6.4	0.3	7.2	5.7	6.4	0.3	7.2	5.3									293	2	292	260	291	2	297	350					-10.6	0.0	-10.4	-10.9								
10/24/2008 01:30:00	9.1	0.5	10.7	7.6	8.7	0.6	10.4	7.6	7.9	0.7	9.9	6.8	7.7	0.8	9.5	6.5									295	4	288	260	293	4	290	350					-10.2	0.3	-9.6	-10.4								
10/24/2008 01:40:00	9.5	0.6	11.1	8.0	9.1	0.5	10.4	7.6	8.4	0.6	10.3	6.8	8.4	0.7	10.3	5.7									293	4	288	260	292	4	294	350					-9.3	0.2	-8.8	-9.6								
10/24/2008 01:50:00	9.9	0.6	11.1	8.0	9.5	0.5	10.7	8.2	8.8	0.6	10.3	7.2	8.5	0.6	10.3	6.5									291	4	292	260	290	4	292	350					-8.9	0.2	-8.4	-9.2								
10/24/2008 02:00:00	10.0	0.7	11.5	8.0	9.4	0.7	11.0	7.3	8.8	0.8	10.7	6.5	8.4	0.8	9.9	5.7									294	4	289	260	293	4	291	350					-8.7	0.0	-8.4	-8.8								
10/24/2008 02:10:00	10.6	0.8	13.0	8.8	10.0	0.7	12.4	8.4	9.5	0.8	12.2	7.2	9.2	0.8	12.2	7.6									298	3	296	260	297	4	301	350					-8.8	0.2	-8.2	-9.0								
